track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Tipperary Racing Results | 3rd July 2025 20:30,2025-07-03,20:30,Good To Yielding,2m,Cosielikeshim (IRE),Ms E O'Regan,7,C Collins,14th,8 l,4,11-10,-,True,3,41
Tipperary Racing Results | 3rd July 2025 20:30,2025-07-03,20:30,Good To Yielding,2m,Pointwelltaken (IRE),Mr R Sugrue,7,E Sheehy,13th,1/2 l,4,11-3,-,True,3,41
Tipperary Racing Results | 3rd July 2025 20:30,2025-07-03,20:30,Good To Yielding,2m,Rokanako (IRE),Mr A T Feeney,7,P Ryan,12th,6 1/2 l,4,11-10,-,True,3,41
Tipperary Racing Results | 3rd July 2025 20:30,2025-07-03,20:30,Good To Yielding,2m,King Bob (IRE),Miss P Elvin,7,P J Rothwell,11th,1 l,4,11-10,-,True,3,41
Tipperary Racing Results | 3rd July 2025 20:30,2025-07-03,20:30,Good To Yielding,2m,Morning Mayhem,Miss G Benson,7,P Flood,10th,Neck,4,11-10,-,True,3,41
Tipperary Racing Results | 3rd July 2025 20:30,2025-07-03,20:30,Good To Yielding,2m,Build A Bridge (IRE),Mr F Maguire,0,A Sexton,9th,1/2 l,4,11-10,-,True,3,41
Tipperary Racing Results | 3rd July 2025 20:30,2025-07-03,20:30,Good To Yielding,2m,Bradley's Row (IRE),Mr B Barry,7,Charlie Keegan,8th,1 l,4,11-10,-,True,3,41
Tipperary Racing Results | 3rd July 2025 20:30,2025-07-03,20:30,Good To Yielding,2m,Jack Spurs (IRE),Mr D Kiely,7,D H Kelly,7th,1 1/4 l,4,11-10,-,True,3,41
Tipperary Racing Results | 3rd July 2025 20:30,2025-07-03,20:30,Good To Yielding,2m,Silly Mongoose (IRE),Mr Alan O'Sullivan,7,P T Foley,6th,4 1/4 l,4,11-10h1,-,True,3,41
Tipperary Racing Results | 3rd July 2025 20:30,2025-07-03,20:30,Good To Yielding,2m,Chantilly Wings (IRE),Mr K P Healy,7,C Collins,5th,5 1/2 l,4,11-10,-,True,3,41
Tipperary Racing Results | 3rd July 2025 20:30,2025-07-03,20:30,Good To Yielding,2m,Lemon Zest (IRE),Mr L M Kelleher,7,J J Murphy,4th,Head,4,11-3,-,True,3,41
Tipperary Racing Results | 3rd July 2025 20:30,2025-07-03,20:30,Good To Yielding,2m,Hopeful Hero (IRE),Mr J M Halford,7,T Hogan,3rd,1 l,4,11-10,-,True,3,41
Tipperary Racing Results | 3rd July 2025 20:30,2025-07-03,20:30,Good To Yielding,2m,Siouxfonic (IRE),Mr P W Mullins,0,T Cooper,2nd,3 1/4 l,4,11-10t1,-,True,3,41
Tipperary Racing Results | 3rd July 2025 20:30,2025-07-03,20:30,Good To Yielding,2m,Ebony King (IRE),Mr A P Ryan,7,A Slattery,1st,N/A,4,11-10,-,True,3,41
Tipperary Racing Results | 3rd July 2025 20:30,2025-07-03,20:30,Good To Yielding,2m,Eyes Wide Shut (IRE),Mr L P Shanahan,7,P J Hayes,16th,99 l,4,11-3t1,-,True,3,41
Tipperary Racing Results | 3rd July 2025 20:30,2025-07-03,20:30,Good To Yielding,2m,Anam Geal (IRE),Mr D O'Connor,0,N Lee,15th,3 3/4 l,4,11-10h1,-,True,3,41
Tipperary Racing Results | 3rd July 2025 20:30,2025-07-03,20:30,Good To Yielding,2m,Cosielikeshim (IRE),Ms E O'Regan,7,C Collins,14th,8 l,4,11-10,-,True,3,41
Tipperary Racing Results | 3rd July 2025 20:30,2025-07-03,20:30,Good To Yielding,2m,Pointwelltaken (IRE),Mr R Sugrue,7,E Sheehy,13th,1/2 l,4,11-3,-,True,3,41
Tipperary Racing Results | 3rd July 2025 20:30,2025-07-03,20:30,Good To Yielding,2m,Rokanako (IRE),Mr A T Feeney,7,P Ryan,12th,6 1/2 l,4,11-10,-,True,3,41
Tipperary Racing Results | 3rd July 2025 20:30,2025-07-03,20:30,Good To Yielding,2m,King Bob (IRE),Miss P Elvin,7,P J Rothwell,11th,1 l,4,11-10,-,True,3,41
Tipperary Racing Results | 3rd July 2025 20:30,2025-07-03,20:30,Good To Yielding,2m,Morning Mayhem,Miss G Benson,7,P Flood,10th,Neck,4,11-10,-,True,3,41
Tipperary Racing Results | 3rd July 2025 20:30,2025-07-03,20:30,Good To Yielding,2m,Build A Bridge (IRE),Mr F Maguire,0,A Sexton,9th,1/2 l,4,11-10,-,True,3,41
Tipperary Racing Results | 3rd July 2025 20:30,2025-07-03,20:30,Good To Yielding,2m,Bradley's Row (IRE),Mr B Barry,7,Charlie Keegan,8th,1 l,4,11-10,-,True,3,41
Tipperary Racing Results | 3rd July 2025 20:30,2025-07-03,20:30,Good To Yielding,2m,Jack Spurs (IRE),Mr D Kiely,7,D H Kelly,7th,1 1/4 l,4,11-10,-,True,3,41
Tipperary Racing Results | 3rd July 2025 20:30,2025-07-03,20:30,Good To Yielding,2m,Silly Mongoose (IRE),Mr Alan O'Sullivan,7,P T Foley,6th,4 1/4 l,4,11-10h1,-,True,3,41
Tipperary Racing Results | 3rd July 2025 20:30,2025-07-03,20:30,Good To Yielding,2m,Chantilly Wings (IRE),Mr K P Healy,7,C Collins,5th,5 1/2 l,4,11-10,-,True,3,41
Tipperary Racing Results | 3rd July 2025 20:30,2025-07-03,20:30,Good To Yielding,2m,Lemon Zest (IRE),Mr L M Kelleher,7,J J Murphy,4th,Head,4,11-3,-,True,3,41
Tipperary Racing Results | 3rd July 2025 20:30,2025-07-03,20:30,Good To Yielding,2m,Hopeful Hero (IRE),Mr J M Halford,7,T Hogan,3rd,1 l,4,11-10,-,True,3,41
Tipperary Racing Results | 3rd July 2025 20:30,2025-07-03,20:30,Good To Yielding,2m,Siouxfonic (IRE),Mr P W Mullins,0,T Cooper,2nd,3 1/4 l,4,11-10t1,-,True,3,41
Tipperary Racing Results | 3rd July 2025 20:30,2025-07-03,20:30,Good To Yielding,2m,Ebony King (IRE),Mr A P Ryan,7,A Slattery,1st,N/A,4,11-10,-,True,3,41
Wexford Racing Results | 4th July 2025 13:35,2025-07-04,13:35,Good (Good To Yielding In Places),2m 4f 170y,Hurricane Bailey (IRE),H E Sexton,7,E Sheehy,14th,45 l,6,11-5,-,True,3,42
Wexford Racing Results | 4th July 2025 13:35,2025-07-04,13:35,Good (Good To Yielding In Places),2m 4f 170y,Redondo Beach,R A Berry,7,J A Berry,13th,22 l,7,11-12,-,True,3,42
Wexford Racing Results | 4th July 2025 13:35,2025-07-04,13:35,Good (Good To Yielding In Places),2m 4f 170y,Ivy Berry (IRE),Mr L Burke-Ott,7,M Winters,12th,7 1/2 l,5,11-5,-,True,3,42
Wexford Racing Results | 4th July 2025 13:35,2025-07-04,13:35,Good (Good To Yielding In Places),2m 4f 170y,Bubba Yeats (IRE),P T Enright,0,S Curling,11th,5 l,8,11-12,-,True,3,42
Wexford Racing Results | 4th July 2025 13:35,2025-07-04,13:35,Good (Good To Yielding In Places),2m 4f 170y,Woodie Wango (IRE),Mr M J Kenneally,7,Rosemary Connors,10th,1 l,7,11-12,90,True,3,42
Wexford Racing Results | 4th July 2025 13:35,2025-07-04,13:35,Good (Good To Yielding In Places),2m 4f 170y,Jimmybrien (IRE),Ms H Phillips,7,M J Phillips,9th,1 l,9,11-12p,-,True,3,42
Wexford Racing Results | 4th July 2025 13:35,2025-07-04,13:35,Good (Good To Yielding In Places),2m 4f 170y,Kazbek (IRE),J Coen,3,Peter Fahey,8th,4 3/4 l,5,11-12,-,True,3,42
Wexford Racing Results | 4th July 2025 13:35,2025-07-04,13:35,Good (Good To Yielding In Places),2m 4f 170y,Quarry Tiepy (IRE),P Townend,0,W P Mullins,7th,2 l,8,11-5,-,True,3,42
Wexford Racing Results | 4th July 2025 13:35,2025-07-04,13:35,Good (Good To Yielding In Places),2m 4f 170y,The Man's Room (IRE),C Stone-Walsh,3,Colm Murphy,6th,5 1/2 l,5,11-12,-,True,3,42
Wexford Racing Results | 4th July 2025 13:35,2025-07-04,13:35,Good (Good To Yielding In Places),2m 4f 170y,Mighty Berkshire (IRE),J P O'Sullivan,0,D Queally,5th,1 1/2 l,5,11-12,-,True,3,42
Wexford Racing Results | 4th July 2025 13:35,2025-07-04,13:35,Good (Good To Yielding In Places),2m 4f 170y,Following Orders (IRE),T Power Roche,5,P J Rothwell,4th,4 l,5,11-12,108,True,3,42
Wexford Racing Results | 4th July 2025 13:35,2025-07-04,13:35,Good (Good To Yielding In Places),2m 4f 170y,Dream Diamond (IRE),D J Gilligan,0,M Kennedy,3rd,4 1/2 l,5,11-12,116,True,3,42
Wexford Racing Results | 4th July 2025 13:35,2025-07-04,13:35,Good (Good To Yielding In Places),2m 4f 170y,Noticebox,K M Donoghue,0,G P Cromwell,2nd,3 3/4 l,5,11-12h,-,True,3,42
Wexford Racing Results | 4th July 2025 13:35,2025-07-04,13:35,Good (Good To Yielding In Places),2m 4f 170y,Kamikaz Du Plessis (FR),J W Kennedy,0,G Elliott,1st,N/A,5,11-12,-,True,3,42
Wexford Racing Results | 4th July 2025 13:35,2025-07-04,13:35,Good (Good To Yielding In Places),2m 4f 170y,Hurricane Bailey (IRE),H E Sexton,7,E Sheehy,14th,45 l,6,11-5,-,True,3,42
Wexford Racing Results | 4th July 2025 13:35,2025-07-04,13:35,Good (Good To Yielding In Places),2m 4f 170y,Redondo Beach,R A Berry,7,J A Berry,13th,22 l,7,11-12,-,True,3,42
Wexford Racing Results | 4th July 2025 13:35,2025-07-04,13:35,Good (Good To Yielding In Places),2m 4f 170y,Ivy Berry (IRE),Mr L Burke-Ott,7,M Winters,12th,7 1/2 l,5,11-5,-,True,3,42
Wexford Racing Results | 4th July 2025 13:35,2025-07-04,13:35,Good (Good To Yielding In Places),2m 4f 170y,Bubba Yeats (IRE),P T Enright,0,S Curling,11th,5 l,8,11-12,-,True,3,42
Wexford Racing Results | 4th July 2025 13:35,2025-07-04,13:35,Good (Good To Yielding In Places),2m 4f 170y,Woodie Wango (IRE),Mr M J Kenneally,7,Rosemary Connors,10th,1 l,7,11-12,90,True,3,42
Wexford Racing Results | 4th July 2025 13:35,2025-07-04,13:35,Good (Good To Yielding In Places),2m 4f 170y,Jimmybrien (IRE),Ms H Phillips,7,M J Phillips,9th,1 l,9,11-12p,-,True,3,42
Wexford Racing Results | 4th July 2025 13:35,2025-07-04,13:35,Good (Good To Yielding In Places),2m 4f 170y,Kazbek (IRE),J Coen,3,Peter Fahey,8th,4 3/4 l,5,11-12,-,True,3,42
Wexford Racing Results | 4th July 2025 13:35,2025-07-04,13:35,Good (Good To Yielding In Places),2m 4f 170y,Quarry Tiepy (IRE),P Townend,0,W P Mullins,7th,2 l,8,11-5,-,True,3,42
Wexford Racing Results | 4th July 2025 13:35,2025-07-04,13:35,Good (Good To Yielding In Places),2m 4f 170y,The Man's Room (IRE),C Stone-Walsh,3,Colm Murphy,6th,5 1/2 l,5,11-12,-,True,3,42
Wexford Racing Results | 4th July 2025 13:35,2025-07-04,13:35,Good (Good To Yielding In Places),2m 4f 170y,Mighty Berkshire (IRE),J P O'Sullivan,0,D Queally,5th,1 1/2 l,5,11-12,-,True,3,42
Wexford Racing Results | 4th July 2025 13:35,2025-07-04,13:35,Good (Good To Yielding In Places),2m 4f 170y,Following Orders (IRE),T Power Roche,5,P J Rothwell,4th,4 l,5,11-12,108,True,3,42
Wexford Racing Results | 4th July 2025 13:35,2025-07-04,13:35,Good (Good To Yielding In Places),2m 4f 170y,Dream Diamond (IRE),D J Gilligan,0,M Kennedy,3rd,4 1/2 l,5,11-12,116,True,3,42
Wexford Racing Results | 4th July 2025 13:35,2025-07-04,13:35,Good (Good To Yielding In Places),2m 4f 170y,Noticebox,K M Donoghue,0,G P Cromwell,2nd,3 3/4 l,5,11-12h,-,True,3,42
Wexford Racing Results | 4th July 2025 13:35,2025-07-04,13:35,Good (Good To Yielding In Places),2m 4f 170y,Kamikaz Du Plessis (FR),J W Kennedy,0,G Elliott,1st,N/A,5,11-12,-,True,3,42
Wexford Racing Results | 4th July 2025 14:05,2025-07-04,14:05,Good (Good To Yielding In Places),2m 1f 55y,Mrs Wemyss (IRE),H E Sexton,7,E Sheehy,14th,1 l,7,10-5b1,77,True,3,43
Wexford Racing Results | 4th July 2025 14:05,2025-07-04,14:05,Good (Good To Yielding In Places),2m 1f 55y,Larkins Lane (IRE),S W Flanagan,0,R O'Leary,13th,41 l,6,10-10h,82,True,3,43
Wexford Racing Results | 4th July 2025 14:05,2025-07-04,14:05,Good (Good To Yielding In Places),2m 1f 55y,Phoenix Cowboy (USA),D J O'Keeffe,0,M Winters,12th,Head,8,11-10p,96,True,3,43
Wexford Racing Results | 4th July 2025 14:05,2025-07-04,14:05,Good (Good To Yielding In Places),2m 1f 55y,Charity Barnum (IRE),P K Donovan,3,Dermot Day,11th,3 3/4 l,7,12-0t1,100,True,3,43
Wexford Racing Results | 4th July 2025 14:05,2025-07-04,14:05,Good (Good To Yielding In Places),2m 1f 55y,Masterstonemason (IRE),P Hanlon,7,F Costello,10th,2 l,11,10-0p,72,True,3,43
Wexford Racing Results | 4th July 2025 14:05,2025-07-04,14:05,Good (Good To Yielding In Places),2m 1f 55y,Polly Poppins (IRE),C Stone-Walsh,3,Bernard Crowley,9th,13 l,5,11-8h,94,True,3,43
Wexford Racing Results | 4th July 2025 14:05,2025-07-04,14:05,Good (Good To Yielding In Places),2m 1f 55y,Eastmore,P Byrnes,0,C Byrnes,8th,3/4 l,5,11-12,98,True,3,43
Wexford Racing Results | 4th July 2025 14:05,2025-07-04,14:05,Good (Good To Yielding In Places),2m 1f 55y,Tedworth (IRE),J P Shinnick,3,Michael Barry,7th,1 l,5,11-6,92,True,3,43
Wexford Racing Results | 4th July 2025 14:05,2025-07-04,14:05,Good (Good To Yielding In Places),2m 1f 55y,Only A Dollar (IRE),S F O'Keeffe,0,S Aherne,6th,3 l,7,11-8h,94,True,3,43
Wexford Racing Results | 4th July 2025 14:05,2025-07-04,14:05,Good (Good To Yielding In Places),2m 1f 55y,Splendid Choice (IRE),T Power Roche,5,P J Rothwell,5th,1 1/2 l,6,11-8p,94,True,3,43
Wexford Racing Results | 4th July 2025 14:05,2025-07-04,14:05,Good (Good To Yielding In Places),2m 1f 55y,Newport,D Meyler,0,E Doyle,4th,1 1/2 l,5,10-12tp,84,True,3,43
Wexford Racing Results | 4th July 2025 14:05,2025-07-04,14:05,Good (Good To Yielding In Places),2m 1f 55y,Kaikoura (FR),K M Donoghue,0,J P Dempsey,3rd,3 l,5,11-10t1,96,True,3,43
Wexford Racing Results | 4th July 2025 14:05,2025-07-04,14:05,Good (Good To Yielding In Places),2m 1f 55y,Prince Of Air (FR),P J O'Hanlon,0,C Coakley,2nd,Head,8,10-13p,85,True,3,43
Wexford Racing Results | 4th July 2025 14:05,2025-07-04,14:05,Good (Good To Yielding In Places),2m 1f 55y,Highland Earl (IRE),B Hayes,0,L P Cusack,1st,N/A,5,10-9,81,True,3,43
Wexford Racing Results | 4th July 2025 14:05,2025-07-04,14:05,Good (Good To Yielding In Places),2m 1f 55y,Mrs Wemyss (IRE),H E Sexton,7,E Sheehy,14th,1 l,7,10-5b1,77,True,3,43
Wexford Racing Results | 4th July 2025 14:05,2025-07-04,14:05,Good (Good To Yielding In Places),2m 1f 55y,Larkins Lane (IRE),S W Flanagan,0,R O'Leary,13th,41 l,6,10-10h,82,True,3,43
Wexford Racing Results | 4th July 2025 14:05,2025-07-04,14:05,Good (Good To Yielding In Places),2m 1f 55y,Phoenix Cowboy (USA),D J O'Keeffe,0,M Winters,12th,Head,8,11-10p,96,True,3,43
Wexford Racing Results | 4th July 2025 14:05,2025-07-04,14:05,Good (Good To Yielding In Places),2m 1f 55y,Charity Barnum (IRE),P K Donovan,3,Dermot Day,11th,3 3/4 l,7,12-0t1,100,True,3,43
Wexford Racing Results | 4th July 2025 14:05,2025-07-04,14:05,Good (Good To Yielding In Places),2m 1f 55y,Masterstonemason (IRE),P Hanlon,7,F Costello,10th,2 l,11,10-0p,72,True,3,43
Wexford Racing Results | 4th July 2025 14:05,2025-07-04,14:05,Good (Good To Yielding In Places),2m 1f 55y,Polly Poppins (IRE),C Stone-Walsh,3,Bernard Crowley,9th,13 l,5,11-8h,94,True,3,43
Wexford Racing Results | 4th July 2025 14:05,2025-07-04,14:05,Good (Good To Yielding In Places),2m 1f 55y,Eastmore,P Byrnes,0,C Byrnes,8th,3/4 l,5,11-12,98,True,3,43
Wexford Racing Results | 4th July 2025 14:05,2025-07-04,14:05,Good (Good To Yielding In Places),2m 1f 55y,Tedworth (IRE),J P Shinnick,3,Michael Barry,7th,1 l,5,11-6,92,True,3,43
Wexford Racing Results | 4th July 2025 14:05,2025-07-04,14:05,Good (Good To Yielding In Places),2m 1f 55y,Only A Dollar (IRE),S F O'Keeffe,0,S Aherne,6th,3 l,7,11-8h,94,True,3,43
Wexford Racing Results | 4th July 2025 14:05,2025-07-04,14:05,Good (Good To Yielding In Places),2m 1f 55y,Splendid Choice (IRE),T Power Roche,5,P J Rothwell,5th,1 1/2 l,6,11-8p,94,True,3,43
Wexford Racing Results | 4th July 2025 14:05,2025-07-04,14:05,Good (Good To Yielding In Places),2m 1f 55y,Newport,D Meyler,0,E Doyle,4th,1 1/2 l,5,10-12tp,84,True,3,43
Wexford Racing Results | 4th July 2025 14:05,2025-07-04,14:05,Good (Good To Yielding In Places),2m 1f 55y,Kaikoura (FR),K M Donoghue,0,J P Dempsey,3rd,3 l,5,11-10t1,96,True,3,43
Wexford Racing Results | 4th July 2025 14:05,2025-07-04,14:05,Good (Good To Yielding In Places),2m 1f 55y,Prince Of Air (FR),P J O'Hanlon,0,C Coakley,2nd,Head,8,10-13p,85,True,3,43
Wexford Racing Results | 4th July 2025 14:05,2025-07-04,14:05,Good (Good To Yielding In Places),2m 1f 55y,Highland Earl (IRE),B Hayes,0,L P Cusack,1st,N/A,5,10-9,81,True,3,43
Wexford Racing Results | 4th July 2025 14:40,2025-07-04,14:40,Good (Good To Yielding In Places),2m 1f 55y,Ladybela,C M Quirke,0,P Kiely,13th,25 l,7,10-10h,82,True,3,44
Wexford Racing Results | 4th July 2025 14:40,2025-07-04,14:40,Good (Good To Yielding In Places),2m 1f 55y,Good Bye Milan (IRE),D E Mullins,0,Leonard Flynn,12th,14 l,8,11-3t,89,True,3,44
Wexford Racing Results | 4th July 2025 14:40,2025-07-04,14:40,Good (Good To Yielding In Places),2m 1f 55y,Trooper Carton (IRE),B Hayes,0,G Ahern,11th,16 l,6,11-7p,93,True,3,44
Wexford Racing Results | 4th July 2025 14:40,2025-07-04,14:40,Good (Good To Yielding In Places),2m 1f 55y,Ballycommon Chapel (IRE),C Owens,7,R Donohoe,10th,2 1/2 l,7,10-13,85,True,3,44
Wexford Racing Results | 4th July 2025 14:40,2025-07-04,14:40,Good (Good To Yielding In Places),2m 1f 55y,Wing Back (IRE),P T Enright,0,S Curling,9th,1/2 l,5,11-2,88,True,3,44
Wexford Racing Results | 4th July 2025 14:40,2025-07-04,14:40,Good (Good To Yielding In Places),2m 1f 55y,Lauro Lady,Caragh Monaghan,7,W J McLernon,8th,1 l,6,10-0,72,True,3,44
Wexford Racing Results | 4th July 2025 14:40,2025-07-04,14:40,Good (Good To Yielding In Places),2m 1f 55y,Aussie Warrior (IRE),J J Slevin,0,T R Hughes,7th,7 1/2 l,6,11-12h,98,True,3,44
Wexford Racing Results | 4th July 2025 14:40,2025-07-04,14:40,Good (Good To Yielding In Places),2m 1f 55y,Katakana (FR),D J Power,7,H De Bromhead,6th,3 l,5,11-13ht,99,True,3,44
Wexford Racing Results | 4th July 2025 14:40,2025-07-04,14:40,Good (Good To Yielding In Places),2m 1f 55y,Special Protector (IRE),P Hanlon,7,E Doyle,5th,4 3/4 l,7,10-1tp,73,True,3,44
Wexford Racing Results | 4th July 2025 14:40,2025-07-04,14:40,Good (Good To Yielding In Places),2m 1f 55y,Pleasureofpressure (IRE),T Power Roche,5,P J Rothwell,4th,2 l,5,10-11,83,True,3,44
Wexford Racing Results | 4th July 2025 14:40,2025-07-04,14:40,Good (Good To Yielding In Places),2m 1f 55y,Spanish John (IRE),H E Sexton,7,P A Fahy,3rd,1 1/2 l,7,11-0,86,True,3,44
Wexford Racing Results | 4th July 2025 14:40,2025-07-04,14:40,Good (Good To Yielding In Places),2m 1f 55y,Hatfield Hammer (IRE),J C Gainford,0,P Nolan,2nd,2 1/4 l,6,11-13p,99,True,3,44
Wexford Racing Results | 4th July 2025 14:40,2025-07-04,14:40,Good (Good To Yielding In Places),2m 1f 55y,Onebrightbluerose (IRE),D J O'Keeffe,0,Patrick Cronin,14th,4 l,6,11-4,90,True,3,44
Wexford Racing Results | 4th July 2025 14:40,2025-07-04,14:40,Good (Good To Yielding In Places),2m 1f 55y,Menas Miracle (IRE),C Stone-Walsh,3,Brendan Walsh,1st,N/A,6,10-6t,78,True,3,44
Wexford Racing Results | 4th July 2025 14:40,2025-07-04,14:40,Good (Good To Yielding In Places),2m 1f 55y,Ladybela,C M Quirke,0,P Kiely,13th,25 l,7,10-10h,82,True,3,44
Wexford Racing Results | 4th July 2025 14:40,2025-07-04,14:40,Good (Good To Yielding In Places),2m 1f 55y,Good Bye Milan (IRE),D E Mullins,0,Leonard Flynn,12th,14 l,8,11-3t,89,True,3,44
Wexford Racing Results | 4th July 2025 14:40,2025-07-04,14:40,Good (Good To Yielding In Places),2m 1f 55y,Trooper Carton (IRE),B Hayes,0,G Ahern,11th,16 l,6,11-7p,93,True,3,44
Wexford Racing Results | 4th July 2025 14:40,2025-07-04,14:40,Good (Good To Yielding In Places),2m 1f 55y,Ballycommon Chapel (IRE),C Owens,7,R Donohoe,10th,2 1/2 l,7,10-13,85,True,3,44
Wexford Racing Results | 4th July 2025 14:40,2025-07-04,14:40,Good (Good To Yielding In Places),2m 1f 55y,Wing Back (IRE),P T Enright,0,S Curling,9th,1/2 l,5,11-2,88,True,3,44
Wexford Racing Results | 4th July 2025 14:40,2025-07-04,14:40,Good (Good To Yielding In Places),2m 1f 55y,Lauro Lady,Caragh Monaghan,7,W J McLernon,8th,1 l,6,10-0,72,True,3,44
Wexford Racing Results | 4th July 2025 14:40,2025-07-04,14:40,Good (Good To Yielding In Places),2m 1f 55y,Aussie Warrior (IRE),J J Slevin,0,T R Hughes,7th,7 1/2 l,6,11-12h,98,True,3,44
Wexford Racing Results | 4th July 2025 14:40,2025-07-04,14:40,Good (Good To Yielding In Places),2m 1f 55y,Katakana (FR),D J Power,7,H De Bromhead,6th,3 l,5,11-13ht,99,True,3,44
Wexford Racing Results | 4th July 2025 14:40,2025-07-04,14:40,Good (Good To Yielding In Places),2m 1f 55y,Special Protector (IRE),P Hanlon,7,E Doyle,5th,4 3/4 l,7,10-1tp,73,True,3,44
Wexford Racing Results | 4th July 2025 14:40,2025-07-04,14:40,Good (Good To Yielding In Places),2m 1f 55y,Pleasureofpressure (IRE),T Power Roche,5,P J Rothwell,4th,2 l,5,10-11,83,True,3,44
Wexford Racing Results | 4th July 2025 14:40,2025-07-04,14:40,Good (Good To Yielding In Places),2m 1f 55y,Spanish John (IRE),H E Sexton,7,P A Fahy,3rd,1 1/2 l,7,11-0,86,True,3,44
Wexford Racing Results | 4th July 2025 14:40,2025-07-04,14:40,Good (Good To Yielding In Places),2m 1f 55y,Hatfield Hammer (IRE),J C Gainford,0,P Nolan,2nd,2 1/4 l,6,11-13p,99,True,3,44
Wexford Racing Results | 4th July 2025 14:40,2025-07-04,14:40,Good (Good To Yielding In Places),2m 1f 55y,Onebrightbluerose (IRE),D J O'Keeffe,0,Patrick Cronin,14th,4 l,6,11-4,90,True,3,44
Wexford Racing Results | 4th July 2025 14:40,2025-07-04,14:40,Good (Good To Yielding In Places),2m 1f 55y,Menas Miracle (IRE),C Stone-Walsh,3,Brendan Walsh,1st,N/A,6,10-6t,78,True,3,44
Wexford Racing Results | 4th July 2025 15:15,2025-07-04,15:15,Good (Good To Yielding In Places),3m 100y,Revolut Ned (IRE),R P Treacy,0,William P Murphy,PU,N/A,6,11-4t,-,True,3,45
Wexford Racing Results | 4th July 2025 15:15,2025-07-04,15:15,Good (Good To Yielding In Places),3m 100y,Townhill Lass (IRE),B W Harvey,0,D McNamara,PU,N/A,6,10-11tp1,-,True,3,45
Wexford Racing Results | 4th July 2025 15:15,2025-07-04,15:15,Good (Good To Yielding In Places),3m 100y,Fancy A Tipple (IRE),J Coen,3,M Kennedy,PU,N/A,5,11-4,-,True,3,45
Wexford Racing Results | 4th July 2025 15:15,2025-07-04,15:15,Good (Good To Yielding In Places),3m 100y,Heather View (IRE),P T Smithers,7,D H Kelly,PU,N/A,5,10-11t,-,True,3,45
Wexford Racing Results | 4th July 2025 15:15,2025-07-04,15:15,Good (Good To Yielding In Places),3m 100y,Jetovango (IRE),E Walsh,0,D W O'Sullivan,10th,2 l,6,11-4,-,True,3,45
Wexford Racing Results | 4th July 2025 15:15,2025-07-04,15:15,Good (Good To Yielding In Places),3m 100y,Beau Coup (FR),J C Gainford,0,C Bowe,9th,Head,5,11-4,-,True,3,45
Wexford Racing Results | 4th July 2025 15:15,2025-07-04,15:15,Good (Good To Yielding In Places),3m 100y,Christy's Chief (IRE),C M Quirke,0,D H Kelly,8th,6 1/2 l,5,11-4,-,True,3,45
Wexford Racing Results | 4th July 2025 15:15,2025-07-04,15:15,Good (Good To Yielding In Places),3m 100y,Diamboy Des Carres (FR),Mr A Harney,7,S Doyle,7th,12 l,9,11-12h,108,True,3,45
Wexford Racing Results | 4th July 2025 15:15,2025-07-04,15:15,Good (Good To Yielding In Places),3m 100y,Chiefs Kingdom (IRE),S W Flanagan,0,P Nolan,6th,3 1/2 l,7,11-4t,108,True,3,45
Wexford Racing Results | 4th July 2025 15:15,2025-07-04,15:15,Good (Good To Yielding In Places),3m 100y,Additional Time (IRE),S D Torrens,0,J C McConnell,5th,Head,6,11-4,-,True,3,45
Wexford Racing Results | 4th July 2025 15:15,2025-07-04,15:15,Good (Good To Yielding In Places),3m 100y,William Butler (IRE),J W Kennedy,0,G Elliott,4th,3 1/4 l,5,11-12,113,True,3,45
Wexford Racing Results | 4th July 2025 15:15,2025-07-04,15:15,Good (Good To Yielding In Places),3m 100y,Empire Succes (FR),D J O'Keeffe,0,Gerard O'Leary,3rd,6 l,5,11-4,112,True,3,45
Wexford Racing Results | 4th July 2025 15:15,2025-07-04,15:15,Good (Good To Yielding In Places),3m 100y,Coumeenoole (IRE),S F O'Keeffe,0,P Nolan,2nd,Neck,6,11-4t,110,True,3,45
Wexford Racing Results | 4th July 2025 15:15,2025-07-04,15:15,Good (Good To Yielding In Places),3m 100y,Stay Gold (IRE),C Stone-Walsh,3,Colm Murphy,1st,N/A,6,11-4p,116,True,3,45
Wexford Racing Results | 4th July 2025 15:15,2025-07-04,15:15,Good (Good To Yielding In Places),3m 100y,Revolut Ned (IRE),R P Treacy,0,William P Murphy,PU,N/A,6,11-4t,-,True,3,45
Wexford Racing Results | 4th July 2025 15:15,2025-07-04,15:15,Good (Good To Yielding In Places),3m 100y,Townhill Lass (IRE),B W Harvey,0,D McNamara,PU,N/A,6,10-11tp1,-,True,3,45
Wexford Racing Results | 4th July 2025 15:15,2025-07-04,15:15,Good (Good To Yielding In Places),3m 100y,Fancy A Tipple (IRE),J Coen,3,M Kennedy,PU,N/A,5,11-4,-,True,3,45
Wexford Racing Results | 4th July 2025 15:15,2025-07-04,15:15,Good (Good To Yielding In Places),3m 100y,Heather View (IRE),P T Smithers,7,D H Kelly,PU,N/A,5,10-11t,-,True,3,45
