track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Curragh Racing Results | 30th June 2024 17:15,N/A,17:15,Good,7f,Profit Refused (IRE),R P Cleary,0,K Prendergast,3rd,1 1/4 l,3,8-7,85,True,125,8
Curragh Racing Results | 30th June 2024 17:15,N/A,17:15,Good,7f,Plume Noire (IRE),J J G Ryan,5,B Duffy,2nd,Head,6,9-4p,87,True,125,8
Curragh Racing Results | 30th June 2024 17:15,N/A,17:15,Good,7f,Indigo Five (IRE),W Joyce,5,J Feane,1st,N/A,5,8-7,74,True,125,8
Curragh Racing Results | 30th June 2024 17:15,N/A,17:15,Good,7f,Vasda (IRE),D P McDonogh,0,J P O'Brien,16th,1/2 l,4,9-7t1,90,True,125,8
Curragh Racing Results | 30th June 2024 17:15,N/A,17:15,Good,7f,Talia (IRE),W M Lordan,0,N Lupini,15th,1 1/4 l,4,8-7,74,True,125,8
Curragh Racing Results | 30th June 2024 17:15,N/A,17:15,Good,7f,Mammas Girl,D Egan,0,A Murray,14th,2 3/4 l,4,10-0t,97,True,125,8
Curragh Racing Results | 30th June 2024 17:15,N/A,17:15,Good,7f,Gunzburg (IRE),G F Carroll,0,G P Cromwell,13th,3/4 l,3,9-1,93,True,125,8
Curragh Racing Results | 30th June 2024 17:15,N/A,17:15,Good,7f,Matter Of Fact (IRE),N M Crosse,0,Mrs J Harrington,12th,1/2 l,3,8-7,85,True,125,8
Curragh Racing Results | 30th June 2024 17:15,N/A,17:15,Good,7f,Karlsberg (IRE),J A Powell,3,S Crawley,11th,Neck,6,8-7,74,True,125,8
Curragh Racing Results | 30th June 2024 17:15,N/A,17:15,Good,7f,Coumshingaun (IRE),J A Heffernan,0,Kevin Coleman,10th,1 l,5,9-2,85,True,125,8
Curragh Racing Results | 30th June 2024 17:15,N/A,17:15,Good,7f,Kayhana (IRE),C D Hayes,0,D K Weld,9th,1/2 l,4,9-5,88,True,125,8
Curragh Racing Results | 30th June 2024 17:15,N/A,17:15,Good,7f,Fast Tara (IRE),D McMonagle,0,J P O'Brien,8th,Short Head,4,9-6t1,89,True,125,8
Curragh Racing Results | 30th June 2024 17:15,N/A,17:15,Good,7f,Ojw Legacy (IRE),A J Slattery,0,A Slattery,7th,Head,3,8-9,87,True,125,8
Curragh Racing Results | 30th June 2024 17:15,N/A,17:15,Good,7f,Raknah (IRE),K G Kennedy,7,Mrs J Harrington,6th,1/2 l,3,8-7,85,True,125,8
Curragh Racing Results | 30th June 2024 17:15,N/A,17:15,Good,7f,Dance Night Andday (IRE),C T Keane,0,R O'Sullivan,5th,Nose,4,9-13,96,True,125,8
Curragh Racing Results | 30th June 2024 17:15,N/A,17:15,Good,7f,Dagoda (IRE),Oisin Murphy,0,Miss Jennifer Anne Lynch,4th,3/4 l,6,8-12,81,True,125,8
Curragh Racing Results | 30th June 2024 17:15,N/A,17:15,Good,7f,Profit Refused (IRE),R P Cleary,0,K Prendergast,3rd,1 1/4 l,3,8-7,85,True,125,8
Curragh Racing Results | 30th June 2024 17:15,N/A,17:15,Good,7f,Plume Noire (IRE),J J G Ryan,5,B Duffy,2nd,Head,6,9-4p,87,True,125,8
Curragh Racing Results | 30th June 2024 17:15,N/A,17:15,Good,7f,Indigo Five (IRE),W Joyce,5,J Feane,1st,N/A,5,8-7,74,True,125,8
Curragh Racing Results | 30th June 2024 17:50,N/A,17:50,Good,1m 4f,Zoffman (IRE),C T Keane,0,N Meade,NR,N/A,5,9-5p,91,True,125,9
Curragh Racing Results | 30th June 2024 17:50,N/A,17:50,Good,1m 4f,Ceallach (IRE),Non Runner,0,M Halford & T Collins,NR,N/A,5,9-1,87,True,125,9
Curragh Racing Results | 30th June 2024 17:50,N/A,17:50,Good,1m 4f,Dame Rapide (IRE),L T McAteer,0,J M Barrett,10th,4 3/4 l,7,9-7,93,True,125,9
Curragh Racing Results | 30th June 2024 17:50,N/A,17:50,Good,1m 4f,Mt Leinster (IRE),D W O'Connor,0,J C McConnell,9th,2 l,10,9-4t,90,True,125,9
Curragh Racing Results | 30th June 2024 17:50,N/A,17:50,Good,1m 4f,Saturn (IRE),S Foley,0,Mrs J Harrington,8th,Short Head,4,9-6t,92,True,125,9
Curragh Racing Results | 30th June 2024 17:50,N/A,17:50,Good,1m 4f,War Correspondent (IRE),W J Lee,0,R P Cody,7th,9 l,5,9-3tp,89,True,125,9
Curragh Racing Results | 30th June 2024 17:50,N/A,17:50,Good,1m 4f,Carlo Bianconi (FR),John Velazquez,0,J P O'Brien,6th,2 1/2 l,4,8-7p,77,True,125,9
Curragh Racing Results | 30th June 2024 17:50,N/A,17:50,Good,1m 4f,Pinot Gris (IRE),G F Carroll,0,G P Cromwell,5th,1/2 l,4,8-11p,83,True,125,9
Curragh Racing Results | 30th June 2024 17:50,N/A,17:50,Good,1m 4f,Intellotto (IRE),D McMonagle,0,J P O'Brien,4th,Head,4,9-1t,87,True,125,9
Curragh Racing Results | 30th June 2024 17:50,N/A,17:50,Good,1m 4f,Lot of Joy (IRE),James Doyle,0,W P Mullins,3rd,Neck,6,9-2,88,True,125,9
Curragh Racing Results | 30th June 2024 17:50,N/A,17:50,Good,1m 4f,Safecracker,B M Coen,0,J P Murtagh,2nd,Neck,6,10-1ht,101,True,125,9
Curragh Racing Results | 30th June 2024 17:50,N/A,17:50,Good,1m 4f,Star Harbour (IRE),Adam Caffrey,3,A McGuinness,1st,N/A,6,9-10v,96,True,125,9
Curragh Racing Results | 30th June 2024 17:50,N/A,17:50,Good,1m 4f,Zoffman (IRE),C T Keane,0,N Meade,NR,N/A,5,9-5p,91,True,125,9
Curragh Racing Results | 30th June 2024 17:50,N/A,17:50,Good,1m 4f,Ceallach (IRE),Non Runner,0,M Halford & T Collins,NR,N/A,5,9-1,87,True,125,9
Curragh Racing Results | 30th June 2024 17:50,N/A,17:50,Good,1m 4f,Dame Rapide (IRE),L T McAteer,0,J M Barrett,10th,4 3/4 l,7,9-7,93,True,125,9
Curragh Racing Results | 30th June 2024 17:50,N/A,17:50,Good,1m 4f,Mt Leinster (IRE),D W O'Connor,0,J C McConnell,9th,2 l,10,9-4t,90,True,125,9
Curragh Racing Results | 30th June 2024 17:50,N/A,17:50,Good,1m 4f,Saturn (IRE),S Foley,0,Mrs J Harrington,8th,Short Head,4,9-6t,92,True,125,9
Curragh Racing Results | 30th June 2024 17:50,N/A,17:50,Good,1m 4f,War Correspondent (IRE),W J Lee,0,R P Cody,7th,9 l,5,9-3tp,89,True,125,9
Curragh Racing Results | 30th June 2024 17:50,N/A,17:50,Good,1m 4f,Carlo Bianconi (FR),John Velazquez,0,J P O'Brien,6th,2 1/2 l,4,8-7p,77,True,125,9
Curragh Racing Results | 30th June 2024 17:50,N/A,17:50,Good,1m 4f,Pinot Gris (IRE),G F Carroll,0,G P Cromwell,5th,1/2 l,4,8-11p,83,True,125,9
Curragh Racing Results | 30th June 2024 17:50,N/A,17:50,Good,1m 4f,Intellotto (IRE),D McMonagle,0,J P O'Brien,4th,Head,4,9-1t,87,True,125,9
Curragh Racing Results | 30th June 2024 17:50,N/A,17:50,Good,1m 4f,Lot of Joy (IRE),James Doyle,0,W P Mullins,3rd,Neck,6,9-2,88,True,125,9
Curragh Racing Results | 30th June 2024 17:50,N/A,17:50,Good,1m 4f,Safecracker,B M Coen,0,J P Murtagh,2nd,Neck,6,10-1ht,101,True,125,9
Curragh Racing Results | 30th June 2024 17:50,N/A,17:50,Good,1m 4f,Star Harbour (IRE),Adam Caffrey,3,A McGuinness,1st,N/A,6,9-10v,96,True,125,9
Tipperary Racing Results | 2nd July 2024 13:33,N/A,13:33,Good To Yielding,2m 1f 70y,Dark Note,P K Donovan,5,A Slattery,PU,N/A,5,11-12,-,True,125,10
Tipperary Racing Results | 2nd July 2024 13:33,N/A,13:33,Good To Yielding,2m 1f 70y,Implicit (FR),P Townend,0,W P Mullins,PU,N/A,6,11-5,-,True,125,10
Tipperary Racing Results | 2nd July 2024 13:33,N/A,13:33,Good To Yielding,2m 1f 70y,Jet Setting Jim (IRE),M J M O'Sullivan,0,J Queally,F,N/A,7,11-12,-,True,125,10
Tipperary Racing Results | 2nd July 2024 13:33,N/A,13:33,Good To Yielding,2m 1f 70y,Kaleosun (FR),Sam Ewing,0,G Elliott,9th,3 1/4 l,4,11-0p,-,True,125,10
Tipperary Racing Results | 2nd July 2024 13:33,N/A,13:33,Good To Yielding,2m 1f 70y,Nibiru (IRE),D King,0,Mrs C O'Leary,8th,2 l,9,11-12t,-,True,125,10
Tipperary Racing Results | 2nd July 2024 13:33,N/A,13:33,Good To Yielding,2m 1f 70y,Tippin And Tappin (IRE),Mr D M Russell,7,E Bolger,7th,3 l,5,11-12,-,True,125,10
Tipperary Racing Results | 2nd July 2024 13:33,N/A,13:33,Good To Yielding,2m 1f 70y,Drop The Anchor (IRE),A P Kelly,5,P A Fahy,6th,20 l,10,11-12,-,True,125,10
Tipperary Racing Results | 2nd July 2024 13:33,N/A,13:33,Good To Yielding,2m 1f 70y,Charlie Luciano (IRE),S W Flanagan,0,N Meade,5th,24 l,5,11-12,-,True,125,10
Tipperary Racing Results | 2nd July 2024 13:33,N/A,13:33,Good To Yielding,2m 1f 70y,The Big Doyen (IRE),K M Donoghue,0,Peter Fahey,4th,14 l,7,11-12h1,-,True,125,10
Tipperary Racing Results | 2nd July 2024 13:33,N/A,13:33,Good To Yielding,2m 1f 70y,Genois (FR),S D Torrens,0,E Bolger,3rd,4 1/4 l,8,11-12,-,True,125,10
Tipperary Racing Results | 2nd July 2024 13:33,N/A,13:33,Good To Yielding,2m 1f 70y,Thecompanysergeant,D Meyler,0,D Hogan,2nd,4 l,7,11-12,-,True,125,10
Tipperary Racing Results | 2nd July 2024 13:33,N/A,13:33,Good To Yielding,2m 1f 70y,Bowmore (IRE),Rachael Blackmore,0,H De Bromhead,1st,N/A,6,11-12,-,True,125,10
Tipperary Racing Results | 2nd July 2024 13:33,N/A,13:33,Good To Yielding,2m 1f 70y,Dark Note,P K Donovan,5,A Slattery,PU,N/A,5,11-12,-,True,125,10
Tipperary Racing Results | 2nd July 2024 13:33,N/A,13:33,Good To Yielding,2m 1f 70y,Implicit (FR),P Townend,0,W P Mullins,PU,N/A,6,11-5,-,True,125,10
Tipperary Racing Results | 2nd July 2024 13:33,N/A,13:33,Good To Yielding,2m 1f 70y,Jet Setting Jim (IRE),M J M O'Sullivan,0,J Queally,F,N/A,7,11-12,-,True,125,10
Tipperary Racing Results | 2nd July 2024 13:33,N/A,13:33,Good To Yielding,2m 1f 70y,Kaleosun (FR),Sam Ewing,0,G Elliott,9th,3 1/4 l,4,11-0p,-,True,125,10
Tipperary Racing Results | 2nd July 2024 13:33,N/A,13:33,Good To Yielding,2m 1f 70y,Nibiru (IRE),D King,0,Mrs C O'Leary,8th,2 l,9,11-12t,-,True,125,10
Tipperary Racing Results | 2nd July 2024 13:33,N/A,13:33,Good To Yielding,2m 1f 70y,Tippin And Tappin (IRE),Mr D M Russell,7,E Bolger,7th,3 l,5,11-12,-,True,125,10
Tipperary Racing Results | 2nd July 2024 13:33,N/A,13:33,Good To Yielding,2m 1f 70y,Drop The Anchor (IRE),A P Kelly,5,P A Fahy,6th,20 l,10,11-12,-,True,125,10
Tipperary Racing Results | 2nd July 2024 13:33,N/A,13:33,Good To Yielding,2m 1f 70y,Charlie Luciano (IRE),S W Flanagan,0,N Meade,5th,24 l,5,11-12,-,True,125,10
Tipperary Racing Results | 2nd July 2024 13:33,N/A,13:33,Good To Yielding,2m 1f 70y,The Big Doyen (IRE),K M Donoghue,0,Peter Fahey,4th,14 l,7,11-12h1,-,True,125,10
Tipperary Racing Results | 2nd July 2024 13:33,N/A,13:33,Good To Yielding,2m 1f 70y,Genois (FR),S D Torrens,0,E Bolger,3rd,4 1/4 l,8,11-12,-,True,125,10
Tipperary Racing Results | 2nd July 2024 13:33,N/A,13:33,Good To Yielding,2m 1f 70y,Thecompanysergeant,D Meyler,0,D Hogan,2nd,4 l,7,11-12,-,True,125,10
Tipperary Racing Results | 2nd July 2024 13:33,N/A,13:33,Good To Yielding,2m 1f 70y,Bowmore (IRE),Rachael Blackmore,0,H De Bromhead,1st,N/A,6,11-12,-,True,125,10
Tipperary Racing Results | 2nd July 2024 14:03,N/A,14:03,Good To Yielding,2m 1f 70y,Marvel Fan (FR),D King,0,Mrs C O'Leary,F,N/A,8,10-0t,107,True,125,11
Tipperary Racing Results | 2nd July 2024 14:03,N/A,14:03,Good To Yielding,2m 1f 70y,The Greek (IRE),D J Gilligan,3,G Elliott,8th,3/4 l,8,11-12tb,133,True,125,11
Tipperary Racing Results | 2nd July 2024 14:03,N/A,14:03,Good To Yielding,2m 1f 70y,Mc Alpine (IRE),S D Torrens,0,P J Rothwell,7th,15 l,10,10-0tp1,107,True,125,11
Tipperary Racing Results | 2nd July 2024 14:03,N/A,14:03,Good To Yielding,2m 1f 70y,Great Bear,D J O'Keeffe,0,H De Bromhead,6th,Neck,8,11-5,126,True,125,11
Tipperary Racing Results | 2nd July 2024 14:03,N/A,14:03,Good To Yielding,2m 1f 70y,Time Marches On (IRE),C Stone-Walsh,5,J Motherway,5th,4 3/4 l,8,10-7,114,True,125,11
Tipperary Racing Results | 2nd July 2024 14:03,N/A,14:03,Good To Yielding,2m 1f 70y,Bythesametoken (IRE),Sam Ewing,0,R O'Sullivan,4th,1/2 l,10,11-1tp,122,True,125,11
Tipperary Racing Results | 2nd July 2024 14:03,N/A,14:03,Good To Yielding,2m 1f 70y,Presenting Lad (IRE),P T Enright,0,M M McNiff,3rd,2 3/4 l,8,10-3t,110,True,125,11
Tipperary Racing Results | 2nd July 2024 14:03,N/A,14:03,Good To Yielding,2m 1f 70y,Mister Wilson (IRE),S W Flanagan,0,G P Cromwell,2nd,2 1/4 l,5,10-9h,116,True,125,11
Tipperary Racing Results | 2nd July 2024 14:03,N/A,14:03,Good To Yielding,2m 1f 70y,Good As Hell (IRE),Niall Moore,7,P Fenton,1st,N/A,9,10-13b,120,True,125,11
Tipperary Racing Results | 2nd July 2024 14:03,N/A,14:03,Good To Yielding,2m 1f 70y,Marvel Fan (FR),D King,0,Mrs C O'Leary,F,N/A,8,10-0t,107,True,125,11
Tipperary Racing Results | 2nd July 2024 14:03,N/A,14:03,Good To Yielding,2m 1f 70y,The Greek (IRE),D J Gilligan,3,G Elliott,8th,3/4 l,8,11-12tb,133,True,125,11
Tipperary Racing Results | 2nd July 2024 14:03,N/A,14:03,Good To Yielding,2m 1f 70y,Mc Alpine (IRE),S D Torrens,0,P J Rothwell,7th,15 l,10,10-0tp1,107,True,125,11
Tipperary Racing Results | 2nd July 2024 14:03,N/A,14:03,Good To Yielding,2m 1f 70y,Great Bear,D J O'Keeffe,0,H De Bromhead,6th,Neck,8,11-5,126,True,125,11
Tipperary Racing Results | 2nd July 2024 14:03,N/A,14:03,Good To Yielding,2m 1f 70y,Time Marches On (IRE),C Stone-Walsh,5,J Motherway,5th,4 3/4 l,8,10-7,114,True,125,11
Tipperary Racing Results | 2nd July 2024 14:03,N/A,14:03,Good To Yielding,2m 1f 70y,Bythesametoken (IRE),Sam Ewing,0,R O'Sullivan,4th,1/2 l,10,11-1tp,122,True,125,11
Tipperary Racing Results | 2nd July 2024 14:03,N/A,14:03,Good To Yielding,2m 1f 70y,Presenting Lad (IRE),P T Enright,0,M M McNiff,3rd,2 3/4 l,8,10-3t,110,True,125,11
Tipperary Racing Results | 2nd July 2024 14:03,N/A,14:03,Good To Yielding,2m 1f 70y,Mister Wilson (IRE),S W Flanagan,0,G P Cromwell,2nd,2 1/4 l,5,10-9h,116,True,125,11
Tipperary Racing Results | 2nd July 2024 14:03,N/A,14:03,Good To Yielding,2m 1f 70y,Good As Hell (IRE),Niall Moore,7,P Fenton,1st,N/A,9,10-13b,120,True,125,11
Tipperary Racing Results | 2nd July 2024 14:33,N/A,14:33,Good To Yielding,2m 1f 70y,Justakeg (IRE),D King,0,V T O'Brien,NR,N/A,13,10-0,73,True,125,12
Tipperary Racing Results | 2nd July 2024 14:33,N/A,14:33,Good To Yielding,2m 1f 70y,Grand Cru Chatho (FR),P Byrnes,3,E Cawley,UR,N/A,8,11-6ht,93,True,125,12
Tipperary Racing Results | 2nd July 2024 14:33,N/A,14:33,Good To Yielding,2m 1f 70y,Copper Coast (IRE),M J M O'Sullivan,0,Sarah Connell,PU,N/A,6,10-6t,79,True,125,12
Tipperary Racing Results | 2nd July 2024 14:33,N/A,14:33,Good To Yielding,2m 1f 70y,Lakomet Of Saints (FR),D E Mullins,0,J P Flavin,PU,N/A,6,10-13t,86,True,125,12
Tipperary Racing Results | 2nd July 2024 14:33,N/A,14:33,Good To Yielding,2m 1f 70y,Filon D'oudairies (FR),C G O'Dwyer,5,J P Broderick,PU,N/A,9,11-3p,90,True,125,12
Tipperary Racing Results | 2nd July 2024 14:33,N/A,14:33,Good To Yielding,2m 1f 70y,Lucky Policy (IRE),K C Sexton,0,P W Flynn,F,N/A,6,11-5t1,92,True,125,12
Tipperary Racing Results | 2nd July 2024 14:33,N/A,14:33,Good To Yielding,2m 1f 70y,I Am Rocco,P T Enright,0,B McMahon,F,N/A,7,11-8p1,95,True,125,12
Tipperary Racing Results | 2nd July 2024 14:33,N/A,14:33,Good To Yielding,2m 1f 70y,Second Subaltern (USA),J J Slevin,0,M Brassil,7th,47 l,8,11-5t,92,True,125,12
Tipperary Racing Results | 2nd July 2024 14:33,N/A,14:33,Good To Yielding,2m 1f 70y,Likable Chancer (IRE),D J Gilligan,3,D Howard,6th,2 1/2 l,10,10-10tb,83,True,125,12
Tipperary Racing Results | 2nd July 2024 14:33,N/A,14:33,Good To Yielding,2m 1f 70y,Prince Of Air (FR),S D Torrens,0,P J Rothwell,5th,13 l,7,11-3p,90,True,125,12
Tipperary Racing Results | 2nd July 2024 14:33,N/A,14:33,Good To Yielding,2m 1f 70y,Ernie From Nurney (IRE),P T Smithers,7,P Roche,4th,2 l,7,11-7t,94,True,125,12
Tipperary Racing Results | 2nd July 2024 14:33,N/A,14:33,Good To Yielding,2m 1f 70y,Itsalonglongroad,S O'Callaghan,5,C Coakley,3rd,9 1/2 l,10,12-0v,101,True,125,12
Tipperary Racing Results | 2nd July 2024 14:33,N/A,14:33,Good To Yielding,2m 1f 70y,Added Bonus (IRE),D J O'Keeffe,0,Brendan Walsh,2nd,1 1/2 l,10,10-11tp,84,True,125,12
Tipperary Racing Results | 2nd July 2024 14:33,N/A,14:33,Good To Yielding,2m 1f 70y,May Call You Back,B Hayes,0,W P Mullins,1st,N/A,6,10-4,77,True,125,12
Tipperary Racing Results | 2nd July 2024 14:33,N/A,14:33,Good To Yielding,2m 1f 70y,Justakeg (IRE),D King,0,V T O'Brien,NR,N/A,13,10-0,73,True,125,12
Tipperary Racing Results | 2nd July 2024 14:33,N/A,14:33,Good To Yielding,2m 1f 70y,Grand Cru Chatho (FR),P Byrnes,3,E Cawley,UR,N/A,8,11-6ht,93,True,125,12
Tipperary Racing Results | 2nd July 2024 14:33,N/A,14:33,Good To Yielding,2m 1f 70y,Copper Coast (IRE),M J M O'Sullivan,0,Sarah Connell,PU,N/A,6,10-6t,79,True,125,12
Tipperary Racing Results | 2nd July 2024 14:33,N/A,14:33,Good To Yielding,2m 1f 70y,Lakomet Of Saints (FR),D E Mullins,0,J P Flavin,PU,N/A,6,10-13t,86,True,125,12
Tipperary Racing Results | 2nd July 2024 14:33,N/A,14:33,Good To Yielding,2m 1f 70y,Filon D'oudairies (FR),C G O'Dwyer,5,J P Broderick,PU,N/A,9,11-3p,90,True,125,12
Tipperary Racing Results | 2nd July 2024 14:33,N/A,14:33,Good To Yielding,2m 1f 70y,Lucky Policy (IRE),K C Sexton,0,P W Flynn,F,N/A,6,11-5t1,92,True,125,12
Tipperary Racing Results | 2nd July 2024 14:33,N/A,14:33,Good To Yielding,2m 1f 70y,I Am Rocco,P T Enright,0,B McMahon,F,N/A,7,11-8p1,95,True,125,12
Tipperary Racing Results | 2nd July 2024 14:33,N/A,14:33,Good To Yielding,2m 1f 70y,Second Subaltern (USA),J J Slevin,0,M Brassil,7th,47 l,8,11-5t,92,True,125,12
Tipperary Racing Results | 2nd July 2024 14:33,N/A,14:33,Good To Yielding,2m 1f 70y,Likable Chancer (IRE),D J Gilligan,3,D Howard,6th,2 1/2 l,10,10-10tb,83,True,125,12
Tipperary Racing Results | 2nd July 2024 14:33,N/A,14:33,Good To Yielding,2m 1f 70y,Prince Of Air (FR),S D Torrens,0,P J Rothwell,5th,13 l,7,11-3p,90,True,125,12
Tipperary Racing Results | 2nd July 2024 14:33,N/A,14:33,Good To Yielding,2m 1f 70y,Ernie From Nurney (IRE),P T Smithers,7,P Roche,4th,2 l,7,11-7t,94,True,125,12
Tipperary Racing Results | 2nd July 2024 14:33,N/A,14:33,Good To Yielding,2m 1f 70y,Itsalonglongroad,S O'Callaghan,5,C Coakley,3rd,9 1/2 l,10,12-0v,101,True,125,12
Tipperary Racing Results | 2nd July 2024 14:33,N/A,14:33,Good To Yielding,2m 1f 70y,Added Bonus (IRE),D J O'Keeffe,0,Brendan Walsh,2nd,1 1/2 l,10,10-11tp,84,True,125,12
Tipperary Racing Results | 2nd July 2024 14:33,N/A,14:33,Good To Yielding,2m 1f 70y,May Call You Back,B Hayes,0,W P Mullins,1st,N/A,6,10-4,77,True,125,12
Tipperary Racing Results | 2nd July 2024 15:03,N/A,15:03,Good To Yielding,2m 1f 70y,Farrokh (FR),M J M O'Sullivan,0,B Connell,PU,N/A,5,12-0p,102,True,125,13
Tipperary Racing Results | 2nd July 2024 15:03,N/A,15:03,Good To Yielding,2m 1f 70y,Pont Audemer (FR),K M Donoghue,0,G P Cromwell,PU,N/A,5,12-0,102,True,125,13
Tipperary Racing Results | 2nd July 2024 15:03,N/A,15:03,Good To Yielding,2m 1f 70y,Druim Samhraidh (IRE),K C Sexton,0,P W Flynn,PU,N/A,11,11-5,93,True,125,13
Tipperary Racing Results | 2nd July 2024 15:03,N/A,15:03,Good To Yielding,2m 1f 70y,So Easy Way (IRE),D King,0,I Madden,11th,2 1/4 l,8,10-0,74,True,125,13
Tipperary Racing Results | 2nd July 2024 15:03,N/A,15:03,Good To Yielding,2m 1f 70y,The Eye Of Tulla (IRE),P T Enright,0,B McMahon,10th,28 l,8,11-5p,93,True,125,13
Tipperary Racing Results | 2nd July 2024 15:03,N/A,15:03,Good To Yielding,2m 1f 70y,Brown Monday (FR),Shane Fenelon,7,J J Hanlon,9th,1 1/4 l,7,11-6,94,True,125,13
Tipperary Racing Results | 2nd July 2024 15:03,N/A,15:03,Good To Yielding,2m 1f 70y,Katherine (IRE),H E Sexton,7,A Sexton,8th,9 1/2 l,7,11-9,97,True,125,13
Tipperary Racing Results | 2nd July 2024 15:03,N/A,15:03,Good To Yielding,2m 1f 70y,Ricky Langford (IRE),C Owens,7,P J Rothwell,7th,1/2 l,10,11-6b1,94,True,125,13
Tipperary Racing Results | 2nd July 2024 15:03,N/A,15:03,Good To Yielding,2m 1f 70y,Coco Lightning (IRE),C Stone-Walsh,5,T P O'Connor,6th,1 1/2 l,7,10-12h,86,True,125,13
Tipperary Racing Results | 2nd July 2024 15:03,N/A,15:03,Good To Yielding,2m 1f 70y,A Nod To Getaway (IRE),D J O'Keeffe,0,P O'Flynn,5th,6 l,7,11-0tp,88,True,125,13
Tipperary Racing Results | 2nd July 2024 15:03,N/A,15:03,Good To Yielding,2m 1f 70y,Robin De Roost (IRE),Aileen O'Sullivan,7,T Gibney,4th,1 1/4 l,14,10-7t,81,True,125,13
Tipperary Racing Results | 2nd July 2024 15:03,N/A,15:03,Good To Yielding,2m 1f 70y,Fly De Megaudais (FR),S F O'Keeffe,0,M J McDonagh,3rd,1 1/4 l,11,10-0,74,True,125,13
Tipperary Racing Results | 2nd July 2024 15:03,N/A,15:03,Good To Yielding,2m 1f 70y,Crowsatedappletart (IRE),S Fitzgerald,0,M Winters,2nd,8 l,7,10-13tp,87,True,125,13
Tipperary Racing Results | 2nd July 2024 15:03,N/A,15:03,Good To Yielding,2m 1f 70y,It'sallabouteve (IRE),Mr C J Shine,7,Brendan Walsh,1st,N/A,8,11-12p,100,True,125,13
Tipperary Racing Results | 2nd July 2024 15:03,N/A,15:03,Good To Yielding,2m 1f 70y,Farrokh (FR),M J M O'Sullivan,0,B Connell,PU,N/A,5,12-0p,102,True,125,13
Tipperary Racing Results | 2nd July 2024 15:03,N/A,15:03,Good To Yielding,2m 1f 70y,Pont Audemer (FR),K M Donoghue,0,G P Cromwell,PU,N/A,5,12-0,102,True,125,13
Tipperary Racing Results | 2nd July 2024 15:03,N/A,15:03,Good To Yielding,2m 1f 70y,Druim Samhraidh (IRE),K C Sexton,0,P W Flynn,PU,N/A,11,11-5,93,True,125,13
Tipperary Racing Results | 2nd July 2024 15:03,N/A,15:03,Good To Yielding,2m 1f 70y,So Easy Way (IRE),D King,0,I Madden,11th,2 1/4 l,8,10-0,74,True,125,13
Tipperary Racing Results | 2nd July 2024 15:03,N/A,15:03,Good To Yielding,2m 1f 70y,The Eye Of Tulla (IRE),P T Enright,0,B McMahon,10th,28 l,8,11-5p,93,True,125,13
Tipperary Racing Results | 2nd July 2024 15:03,N/A,15:03,Good To Yielding,2m 1f 70y,Brown Monday (FR),Shane Fenelon,7,J J Hanlon,9th,1 1/4 l,7,11-6,94,True,125,13
Tipperary Racing Results | 2nd July 2024 15:03,N/A,15:03,Good To Yielding,2m 1f 70y,Katherine (IRE),H E Sexton,7,A Sexton,8th,9 1/2 l,7,11-9,97,True,125,13
Tipperary Racing Results | 2nd July 2024 15:03,N/A,15:03,Good To Yielding,2m 1f 70y,Ricky Langford (IRE),C Owens,7,P J Rothwell,7th,1/2 l,10,11-6b1,94,True,125,13
Tipperary Racing Results | 2nd July 2024 15:03,N/A,15:03,Good To Yielding,2m 1f 70y,Coco Lightning (IRE),C Stone-Walsh,5,T P O'Connor,6th,1 1/2 l,7,10-12h,86,True,125,13
Tipperary Racing Results | 2nd July 2024 15:03,N/A,15:03,Good To Yielding,2m 1f 70y,A Nod To Getaway (IRE),D J O'Keeffe,0,P O'Flynn,5th,6 l,7,11-0tp,88,True,125,13
Tipperary Racing Results | 2nd July 2024 15:03,N/A,15:03,Good To Yielding,2m 1f 70y,Robin De Roost (IRE),Aileen O'Sullivan,7,T Gibney,4th,1 1/4 l,14,10-7t,81,True,125,13
Tipperary Racing Results | 2nd July 2024 15:03,N/A,15:03,Good To Yielding,2m 1f 70y,Fly De Megaudais (FR),S F O'Keeffe,0,M J McDonagh,3rd,1 1/4 l,11,10-0,74,True,125,13
Tipperary Racing Results | 2nd July 2024 15:03,N/A,15:03,Good To Yielding,2m 1f 70y,Crowsatedappletart (IRE),S Fitzgerald,0,M Winters,2nd,8 l,7,10-13tp,87,True,125,13
Tipperary Racing Results | 2nd July 2024 15:03,N/A,15:03,Good To Yielding,2m 1f 70y,It'sallabouteve (IRE),Mr C J Shine,7,Brendan Walsh,1st,N/A,8,11-12p,100,True,125,13
Tipperary Racing Results | 2nd July 2024 15:33,N/A,15:33,Good To Yielding,2m 6f 150y,Electric Dreamer (IRE),C D Smithers,4,W J Burke,NR,N/A,6,10-9p,89,True,125,14
Tipperary Racing Results | 2nd July 2024 15:33,N/A,15:33,Good To Yielding,2m 6f 150y,Kilmurry Jj (IRE),K Callaghan,2,T O'Brien,UR,N/A,7,12-0t,108,True,125,14
Tipperary Racing Results | 2nd July 2024 15:33,N/A,15:33,Good To Yielding,2m 6f 150y,Ounce Of Gold (IRE),J G Gilligan,4,P A Fahy,PU,N/A,7,11-1p1,95,True,125,14
