track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Naas Racing Results | 24th April 2023 18:40,N/A,18:40,Soft To Heavy,5f,Hurricane Ivor (IRE),Shane Foley,0,Mrs J. Harrington,5th,Neck,6,9-9,-,True,51,9
Naas Racing Results | 24th April 2023 18:40,N/A,18:40,Soft To Heavy,5f,Big Gossey (IRE),D. E. Sheehy,0,Charles O'Brien,4th,1/2 l,6,9-9p,-,True,51,9
Naas Racing Results | 24th April 2023 18:40,N/A,18:40,Soft To Heavy,5f,Coachello (FR),C. T. Keane,0,Gordon Elliott,3rd,1/2 l,5,9-12,-,True,51,9
Naas Racing Results | 24th April 2023 18:40,N/A,18:40,Soft To Heavy,5f,Tenebrism (USA),Ryan Moore,0,Aidan O'Brien,2nd,1 1/2 l,4,9-9,-,True,51,9
Naas Racing Results | 24th April 2023 18:40,N/A,18:40,Soft To Heavy,5f,Moss Tucker (IRE),William James Lee,0,K. J. Condon,1st,N/A,5,9-12t,-,True,51,9
Naas Racing Results | 24th April 2023 19:10,N/A,19:10,Soft To Heavy,1m 2f,Miss Heartbreak (IRE),G. F. Carroll,0,Luke Comer,7th,3 l,3,9-3,-,True,51,10
Naas Racing Results | 24th April 2023 19:10,N/A,19:10,Soft To Heavy,1m 2f,Fleadhfest (IRE),R. P. Cleary,0,J. S. Bolger,6th,1 1/4 l,3,9-3,-,True,51,10
Naas Racing Results | 24th April 2023 19:10,N/A,19:10,Soft To Heavy,1m 2f,World Peace (IRE),W. M. Lordan,0,Aidan O'Brien,5th,9 l,3,9-3,-,True,51,10
Naas Racing Results | 24th April 2023 19:10,N/A,19:10,Soft To Heavy,1m 2f,Fanaigi Linn (IRE),Kyanna Van Buuren,10,J. S. Bolger,4th,Neck,3,9-3,-,True,51,10
Naas Racing Results | 24th April 2023 19:10,N/A,19:10,Soft To Heavy,1m 2f,Fiver Friday (IRE),J. Kearney,7,Paul Traynor,3rd,Neck,3,9-3,-,True,51,10
Naas Racing Results | 24th April 2023 19:10,N/A,19:10,Soft To Heavy,1m 2f,Scarlett O'Hara (FR),Shane Foley,0,Mrs J. Harrington,2nd,5 1/2 l,3,9-3,-,True,51,10
Naas Racing Results | 24th April 2023 19:10,N/A,19:10,Soft To Heavy,1m 2f,Boogie Woogie (IRE),Ryan Moore,0,Aidan O'Brien,1st,N/A,3,9-3,-,True,51,10
Naas Racing Results | 24th April 2023 19:10,N/A,19:10,Soft To Heavy,1m 2f,Miss Heartbreak (IRE),G. F. Carroll,0,Luke Comer,7th,3 l,3,9-3,-,True,51,10
Naas Racing Results | 24th April 2023 19:10,N/A,19:10,Soft To Heavy,1m 2f,Fleadhfest (IRE),R. P. Cleary,0,J. S. Bolger,6th,1 1/4 l,3,9-3,-,True,51,10
Naas Racing Results | 24th April 2023 19:10,N/A,19:10,Soft To Heavy,1m 2f,World Peace (IRE),W. M. Lordan,0,Aidan O'Brien,5th,9 l,3,9-3,-,True,51,10
Naas Racing Results | 24th April 2023 19:10,N/A,19:10,Soft To Heavy,1m 2f,Fanaigi Linn (IRE),Kyanna Van Buuren,10,J. S. Bolger,4th,Neck,3,9-3,-,True,51,10
Naas Racing Results | 24th April 2023 19:10,N/A,19:10,Soft To Heavy,1m 2f,Fiver Friday (IRE),J. Kearney,7,Paul Traynor,3rd,Neck,3,9-3,-,True,51,10
Naas Racing Results | 24th April 2023 19:10,N/A,19:10,Soft To Heavy,1m 2f,Scarlett O'Hara (FR),Shane Foley,0,Mrs J. Harrington,2nd,5 1/2 l,3,9-3,-,True,51,10
Naas Racing Results | 24th April 2023 19:10,N/A,19:10,Soft To Heavy,1m 2f,Boogie Woogie (IRE),Ryan Moore,0,Aidan O'Brien,1st,N/A,3,9-3,-,True,51,10
Naas Racing Results | 24th April 2023 19:40,N/A,19:40,Soft To Heavy,1m,Miss Caruso (IRE),R. P. Whelan,0,Adrian McGuinness,7th,20 l,3,8-11,78,True,51,11
Naas Racing Results | 24th April 2023 19:40,N/A,19:40,Soft To Heavy,1m,Spirit Genie (IRE),Shane Foley,0,Mrs J. Harrington,6th,5 l,3,9-12,93,True,51,11
Naas Racing Results | 24th April 2023 19:40,N/A,19:40,Soft To Heavy,1m,Trachonitus (IRE),R. P. Cleary,0,J. S. Bolger,5th,1 3/4 l,3,9-4t,85,True,51,11
Naas Racing Results | 24th April 2023 19:40,N/A,19:40,Soft To Heavy,1m,Blue News (USA),A. J. Slattery,0,A. Slattery,4th,1 1/2 l,3,8-9,76,True,51,11
Naas Racing Results | 24th April 2023 19:40,N/A,19:40,Soft To Heavy,1m,Rhythm King (IRE),G. M. Ryan,0,Mark Fahey,3rd,1 l,3,8-13,80,True,51,11
Naas Racing Results | 24th April 2023 19:40,N/A,19:40,Soft To Heavy,1m,Something Nice (IRE),Declan McDonogh,0,Michael Mulvany,2nd,1/2 l,3,9-5,86,True,51,11
Naas Racing Results | 24th April 2023 19:40,N/A,19:40,Soft To Heavy,1m,Immutable (IRE),G. F. Carroll,0,Joseph G. Murphy,1st,N/A,3,9-2,83,True,51,11
Naas Racing Results | 24th April 2023 19:40,N/A,19:40,Soft To Heavy,1m,Miss Caruso (IRE),R. P. Whelan,0,Adrian McGuinness,7th,20 l,3,8-11,78,True,51,11
Naas Racing Results | 24th April 2023 19:40,N/A,19:40,Soft To Heavy,1m,Spirit Genie (IRE),Shane Foley,0,Mrs J. Harrington,6th,5 l,3,9-12,93,True,51,11
Naas Racing Results | 24th April 2023 19:40,N/A,19:40,Soft To Heavy,1m,Trachonitus (IRE),R. P. Cleary,0,J. S. Bolger,5th,1 3/4 l,3,9-4t,85,True,51,11
Naas Racing Results | 24th April 2023 19:40,N/A,19:40,Soft To Heavy,1m,Blue News (USA),A. J. Slattery,0,A. Slattery,4th,1 1/2 l,3,8-9,76,True,51,11
Naas Racing Results | 24th April 2023 19:40,N/A,19:40,Soft To Heavy,1m,Rhythm King (IRE),G. M. Ryan,0,Mark Fahey,3rd,1 l,3,8-13,80,True,51,11
Naas Racing Results | 24th April 2023 19:40,N/A,19:40,Soft To Heavy,1m,Something Nice (IRE),Declan McDonogh,0,Michael Mulvany,2nd,1/2 l,3,9-5,86,True,51,11
Naas Racing Results | 24th April 2023 19:40,N/A,19:40,Soft To Heavy,1m,Immutable (IRE),G. F. Carroll,0,Joseph G. Murphy,1st,N/A,3,9-2,83,True,51,11
Naas Racing Results | 24th April 2023 20:10,N/A,20:10,Soft To Heavy,1m,Burgoo Beauty (IRE),S. McCullagh,3,W. J. Lanigan,14th,12 l,4,10-2,65,True,51,12
Naas Racing Results | 24th April 2023 20:10,N/A,20:10,Soft To Heavy,1m,Khattaat (IRE),L. T. McAteer,3,Paul W. Flynn,13th,22 l,4,9-10t,59,True,51,12
Naas Racing Results | 24th April 2023 20:10,N/A,20:10,Soft To Heavy,1m,Snow Lion (IRE),Declan McDonogh,0,Christopher David Timmons,12th,4 1/4 l,4,9-4p1,53,True,51,12
Naas Racing Results | 24th April 2023 20:10,N/A,20:10,Soft To Heavy,1m,Wee Pablo (IRE),Siobhan Rutledge,5,Harry Rogers,11th,1 3/4 l,6,10-0,63,True,51,12
Naas Racing Results | 24th April 2023 20:10,N/A,20:10,Soft To Heavy,1m,Hello Power (IRE),D. N. Curran,7,Darren Bunyan,10th,1 1/4 l,4,9-11,60,True,51,12
Naas Racing Results | 24th April 2023 20:10,N/A,20:10,Soft To Heavy,1m,Srowland Jack (IRE),Adam Caffrey,7,Adrian Sexton,9th,7 1/2 l,6,9-0p1,49,True,51,12
Naas Racing Results | 24th April 2023 20:10,N/A,20:10,Soft To Heavy,1m,Cozy Cartel (IRE),K. J. Leonard,0,Patrick Michael Verling,8th,1 3/4 l,3,8-7,56,True,51,12
Naas Racing Results | 24th April 2023 20:10,N/A,20:10,Soft To Heavy,1m,Stepdance (IRE),J. Kearney,7,Andrew McNamara,7th,5 1/2 l,3,9-2,65,True,51,12
Naas Racing Results | 24th April 2023 20:10,N/A,20:10,Soft To Heavy,1m,Thunder Canyon (IRE),C. D. Hayes,0,Luke Comer,6th,6 l,5,9-9,58,True,51,12
Naas Racing Results | 24th April 2023 20:10,N/A,20:10,Soft To Heavy,1m,Numidia (IRE),Seamie Heffernan,0,Peter Lawlor,5th,1 1/2 l,5,9-5,54,True,51,12
Naas Racing Results | 24th April 2023 20:10,N/A,20:10,Soft To Heavy,1m,Rockbury Lad,C. T. Keane,0,M. D. O'Callaghan,4th,1 1/2 l,4,10-0,63,True,51,12
Naas Racing Results | 24th April 2023 20:10,N/A,20:10,Soft To Heavy,1m,Stay Local (IRE),W. M. Lordan,0,Aidan Anthony Howard,3rd,3 1/4 l,5,9-8,57,True,51,12
Naas Racing Results | 24th April 2023 20:10,N/A,20:10,Soft To Heavy,1m,Golden Spangle (IRE),R. P. Cleary,0,J. S. Bolger,2nd,3/4 l,3,9-1,64,True,51,12
Naas Racing Results | 24th April 2023 20:10,N/A,20:10,Soft To Heavy,1m,Persian Queen (IRE),C. Stone-Walsh,7,Ms Joanna Morgan,1st,N/A,6,9-12t,61,True,51,12
Naas Racing Results | 24th April 2023 20:10,N/A,20:10,Soft To Heavy,1m,Burgoo Beauty (IRE),S. McCullagh,3,W. J. Lanigan,14th,12 l,4,10-2,65,True,51,12
Naas Racing Results | 24th April 2023 20:10,N/A,20:10,Soft To Heavy,1m,Khattaat (IRE),L. T. McAteer,3,Paul W. Flynn,13th,22 l,4,9-10t,59,True,51,12
Naas Racing Results | 24th April 2023 20:10,N/A,20:10,Soft To Heavy,1m,Snow Lion (IRE),Declan McDonogh,0,Christopher David Timmons,12th,4 1/4 l,4,9-4p1,53,True,51,12
Naas Racing Results | 24th April 2023 20:10,N/A,20:10,Soft To Heavy,1m,Wee Pablo (IRE),Siobhan Rutledge,5,Harry Rogers,11th,1 3/4 l,6,10-0,63,True,51,12
Naas Racing Results | 24th April 2023 20:10,N/A,20:10,Soft To Heavy,1m,Hello Power (IRE),D. N. Curran,7,Darren Bunyan,10th,1 1/4 l,4,9-11,60,True,51,12
Naas Racing Results | 24th April 2023 20:10,N/A,20:10,Soft To Heavy,1m,Srowland Jack (IRE),Adam Caffrey,7,Adrian Sexton,9th,7 1/2 l,6,9-0p1,49,True,51,12
Naas Racing Results | 24th April 2023 20:10,N/A,20:10,Soft To Heavy,1m,Cozy Cartel (IRE),K. J. Leonard,0,Patrick Michael Verling,8th,1 3/4 l,3,8-7,56,True,51,12
Naas Racing Results | 24th April 2023 20:10,N/A,20:10,Soft To Heavy,1m,Stepdance (IRE),J. Kearney,7,Andrew McNamara,7th,5 1/2 l,3,9-2,65,True,51,12
Naas Racing Results | 24th April 2023 20:10,N/A,20:10,Soft To Heavy,1m,Thunder Canyon (IRE),C. D. Hayes,0,Luke Comer,6th,6 l,5,9-9,58,True,51,12
Naas Racing Results | 24th April 2023 20:10,N/A,20:10,Soft To Heavy,1m,Numidia (IRE),Seamie Heffernan,0,Peter Lawlor,5th,1 1/2 l,5,9-5,54,True,51,12
Naas Racing Results | 24th April 2023 20:10,N/A,20:10,Soft To Heavy,1m,Rockbury Lad,C. T. Keane,0,M. D. O'Callaghan,4th,1 1/2 l,4,10-0,63,True,51,12
Naas Racing Results | 24th April 2023 20:10,N/A,20:10,Soft To Heavy,1m,Stay Local (IRE),W. M. Lordan,0,Aidan Anthony Howard,3rd,3 1/4 l,5,9-8,57,True,51,12
Naas Racing Results | 24th April 2023 20:10,N/A,20:10,Soft To Heavy,1m,Golden Spangle (IRE),R. P. Cleary,0,J. S. Bolger,2nd,3/4 l,3,9-1,64,True,51,12
Naas Racing Results | 24th April 2023 20:10,N/A,20:10,Soft To Heavy,1m,Persian Queen (IRE),C. Stone-Walsh,7,Ms Joanna Morgan,1st,N/A,6,9-12t,61,True,51,12
N/A,N/A,15:40,Yielding To Soft,2m 100y,Lucy Van Pelt (IRE),J. J. Slevin,0,Peter Maher,14th,26 l,8,11-4,-,True,51,13
N/A,N/A,15:40,Yielding To Soft,2m 100y,Saylavee (IRE),D. E. Mullins,0,W. P. Mullins,13th,50 l,6,11-7,-,True,51,13
N/A,N/A,15:40,Yielding To Soft,2m 100y,Henning (IRE),D. King,0,Denis Hogan,12th,1 l,6,11-7,-,True,51,13
N/A,N/A,15:40,Yielding To Soft,2m 100y,All About Lucy (IRE),Richard Deegan,0,Eoin Christopher McCarthy,11th,1 1/2 l,6,11-4t,-,True,51,13
N/A,N/A,15:40,Yielding To Soft,2m 100y,Enfranchise (IRE),J. S. McGarvey,0,John Joseph Hanlon,10th,Short Head,5,11-0,-,True,51,13
N/A,N/A,15:40,Yielding To Soft,2m 100y,Ladybank,Rachael Blackmore,0,Henry de Bromhead,9th,1 l,5,11-4,-,True,51,13
N/A,N/A,15:40,Yielding To Soft,2m 100y,Popova (IRE),D. J. O'Keeffe,0,Henry de Bromhead,8th,5 l,6,11-4,-,True,51,13
N/A,N/A,15:40,Yielding To Soft,2m 100y,Nikini (IRE),Mr P. W. Mullins,0,W. P. Mullins,7th,Head,6,11-7,-,True,51,13
N/A,N/A,15:40,Yielding To Soft,2m 100y,Dame Rapide (IRE),Phillip Enright,0,James M. Barrett,6th,1 1/2 l,6,11-0,-,True,51,13
N/A,N/A,15:40,Yielding To Soft,2m 100y,Night And Day,P. Townend,0,W. P. Mullins,5th,1 1/4 l,6,11-4,-,True,51,13
N/A,N/A,15:40,Yielding To Soft,2m 100y,Still Ciel (IRE),S. Fitzgerald,0,Henry de Bromhead,4th,1/2 l,6,11-4,-,True,51,13
N/A,N/A,15:40,Yielding To Soft,2m 100y,Walk With Paul (FR),C. Brassil,0,Martin Brassil,3rd,1 1/2 l,7,11-4t,-,True,51,13
N/A,N/A,15:40,Yielding To Soft,2m 100y,The Model Kingdom (IRE),Denis O'Regan,0,Noel Meade,2nd,4 1/4 l,6,11-7t,-,True,51,13
N/A,N/A,15:40,Yielding To Soft,2m 100y,Shecouldbeanything (IRE),Jordan Colin Gainford,0,Gordon Elliott,1st,N/A,6,11-4,-,True,51,13
N/A,N/A,15:40,Yielding To Soft,2m 100y,Lucy Van Pelt (IRE),J. J. Slevin,0,Peter Maher,14th,26 l,8,11-4,-,True,51,13
N/A,N/A,15:40,Yielding To Soft,2m 100y,Saylavee (IRE),D. E. Mullins,0,W. P. Mullins,13th,50 l,6,11-7,-,True,51,13
N/A,N/A,15:40,Yielding To Soft,2m 100y,Henning (IRE),D. King,0,Denis Hogan,12th,1 l,6,11-7,-,True,51,13
N/A,N/A,15:40,Yielding To Soft,2m 100y,All About Lucy (IRE),Richard Deegan,0,Eoin Christopher McCarthy,11th,1 1/2 l,6,11-4t,-,True,51,13
N/A,N/A,15:40,Yielding To Soft,2m 100y,Enfranchise (IRE),J. S. McGarvey,0,John Joseph Hanlon,10th,Short Head,5,11-0,-,True,51,13
N/A,N/A,15:40,Yielding To Soft,2m 100y,Ladybank,Rachael Blackmore,0,Henry de Bromhead,9th,1 l,5,11-4,-,True,51,13
N/A,N/A,15:40,Yielding To Soft,2m 100y,Popova (IRE),D. J. O'Keeffe,0,Henry de Bromhead,8th,5 l,6,11-4,-,True,51,13
N/A,N/A,15:40,Yielding To Soft,2m 100y,Nikini (IRE),Mr P. W. Mullins,0,W. P. Mullins,7th,Head,6,11-7,-,True,51,13
N/A,N/A,15:40,Yielding To Soft,2m 100y,Dame Rapide (IRE),Phillip Enright,0,James M. Barrett,6th,1 1/2 l,6,11-0,-,True,51,13
N/A,N/A,15:40,Yielding To Soft,2m 100y,Night And Day,P. Townend,0,W. P. Mullins,5th,1 1/4 l,6,11-4,-,True,51,13
N/A,N/A,15:40,Yielding To Soft,2m 100y,Still Ciel (IRE),S. Fitzgerald,0,Henry de Bromhead,4th,1/2 l,6,11-4,-,True,51,13
N/A,N/A,15:40,Yielding To Soft,2m 100y,Walk With Paul (FR),C. Brassil,0,Martin Brassil,3rd,1 1/2 l,7,11-4t,-,True,51,13
N/A,N/A,15:40,Yielding To Soft,2m 100y,The Model Kingdom (IRE),Denis O'Regan,0,Noel Meade,2nd,4 1/4 l,6,11-7t,-,True,51,13
N/A,N/A,15:40,Yielding To Soft,2m 100y,Shecouldbeanything (IRE),Jordan Colin Gainford,0,Gordon Elliott,1st,N/A,6,11-4,-,True,51,13
N/A,N/A,16:15,Yielding To Soft,2m 100y,Diverge,Mr P. W. Mullins,0,W. P. Mullins,5th,84 l,5,11-12t,-,True,51,14
N/A,N/A,16:15,Yielding To Soft,2m 100y,Found A Fifty (IRE),Jordan Colin Gainford,0,Gordon Elliott,4th,6 l,6,11-12,-,True,51,14
N/A,N/A,16:15,Yielding To Soft,2m 100y,No Looking Back (IRE),Phillip Enright,0,Oliver McKiernan,3rd,10 l,5,11-12,-,True,51,14
N/A,N/A,16:15,Yielding To Soft,2m 100y,Il Etait Temps (FR),D. E. Mullins,0,W. P. Mullins,2nd,7 1/2 l,5,11-12h,-,True,51,14
N/A,N/A,16:15,Yielding To Soft,2m 100y,Facile Vega (IRE),P. Townend,0,W. P. Mullins,1st,N/A,6,11-12,-,True,51,14
N/A,N/A,16:15,Yielding To Soft,2m 100y,Diverge,Mr P. W. Mullins,0,W. P. Mullins,5th,84 l,5,11-12t,-,True,51,14
N/A,N/A,16:15,Yielding To Soft,2m 100y,Found A Fifty (IRE),Jordan Colin Gainford,0,Gordon Elliott,4th,6 l,6,11-12,-,True,51,14
N/A,N/A,16:15,Yielding To Soft,2m 100y,No Looking Back (IRE),Phillip Enright,0,Oliver McKiernan,3rd,10 l,5,11-12,-,True,51,14
N/A,N/A,16:15,Yielding To Soft,2m 100y,Il Etait Temps (FR),D. E. Mullins,0,W. P. Mullins,2nd,7 1/2 l,5,11-12h,-,True,51,14
N/A,N/A,16:15,Yielding To Soft,2m 100y,Facile Vega (IRE),P. Townend,0,W. P. Mullins,1st,N/A,6,11-12,-,True,51,14
N/A,N/A,16:50,Yielding To Soft,2m 100y,Watch The Weather,Rachael Blackmore,0,R. P. Cody,18th,6 l,7,10-0t,119,True,51,15
N/A,N/A,16:50,Yielding To Soft,2m 100y,Cash Back (FR),Kieran Callaghan,7,W. P. Mullins,17th,4 1/4 l,11,11-10h,143,True,51,15
N/A,N/A,16:50,Yielding To Soft,2m 100y,Hey Johnny (IRE),Jack Foley,0,Thomas Mullins,16th,8 1/2 l,6,10-1,120,True,51,15
N/A,N/A,16:50,Yielding To Soft,2m 100y,Lucky Max (GER),Mr R. James,7,Sean Thomas Doyle,15th,3 1/4 l,7,11-10,143,True,51,15
N/A,N/A,16:50,Yielding To Soft,2m 100y,Brazil (FR),M. P. Walsh,0,Padraig Roche,14th,2 1/4 l,5,11-9,142,True,51,15
N/A,N/A,16:50,Yielding To Soft,2m 100y,Merlin Giant (FR),Donagh Meyler,0,Emmet Mullins,13th,3/4 l,6,11-7,140,True,51,15
N/A,N/A,16:50,Yielding To Soft,2m 100y,Grand Roi (FR),Corey McGivern,7,Gordon Elliott,12th,2 1/4 l,7,11-7b1,140,True,51,15
N/A,N/A,16:50,Yielding To Soft,2m 100y,One Last Tango (IRE),C. G. O'Dwyer,7,Eoin Griffin,11th,1 3/4 l,6,10-5,124,True,51,15
N/A,N/A,16:50,Yielding To Soft,2m 100y,Glan (IRE),L. P. Dempsey,0,Gordon Elliott,10th,2 3/4 l,8,10-11h,130,True,51,15
N/A,N/A,16:50,Yielding To Soft,2m 100y,Annexation (FR),M. P. O'Connor,5,Henry de Bromhead,9th,1 1/2 l,7,11-0t,133,True,51,15
N/A,N/A,16:50,Yielding To Soft,2m 100y,Path D'oroux (FR),Keith Donoghue,0,Gavin Patrick Cromwell,8th,2 1/2 l,6,11-4t,137,True,51,15
N/A,N/A,16:50,Yielding To Soft,2m 100y,Man O Work (IRE),Cian Cullinan,7,P. G. Fahey,7th,1 1/2 l,5,10-9,128,True,51,15
N/A,N/A,16:50,Yielding To Soft,2m 100y,Captains Nephew (IRE),D. J. O'Keeffe,0,P. J. Rothwell,6th,3/4 l,6,10-0t,119,True,51,15
N/A,N/A,16:50,Yielding To Soft,2m 100y,Fils D'oudairies (FR),D. J. Gilligan,7,Gordon Elliott,5th,1 3/4 l,8,11-12,145,True,51,15
N/A,N/A,16:50,Yielding To Soft,2m 100y,Telecon,R. A. Doyle,0,Mark Fahey,4th,2 3/4 l,6,10-11h,130,True,51,15
N/A,N/A,16:50,Yielding To Soft,2m 100y,Tekao (FR),S. D. Torrens,0,W. P. Mullins,3rd,1 1/2 l,4,10-3h,130,True,51,15
N/A,N/A,16:50,Yielding To Soft,2m 100y,Tax For Max (GER),Daryl Jacob,0,W. P. Mullins,2nd,1 3/4 l,6,11-0t,133,True,51,15
N/A,N/A,16:50,Yielding To Soft,2m 100y,Bialystok (IRE),D. E. Mullins,0,W. P. Mullins,1st,N/A,5,10-11h1,130,True,51,15
N/A,N/A,16:50,Yielding To Soft,2m 100y,Watch The Weather,Rachael Blackmore,0,R. P. Cody,18th,6 l,7,10-0t,119,True,51,15
N/A,N/A,16:50,Yielding To Soft,2m 100y,Cash Back (FR),Kieran Callaghan,7,W. P. Mullins,17th,4 1/4 l,11,11-10h,143,True,51,15
N/A,N/A,16:50,Yielding To Soft,2m 100y,Hey Johnny (IRE),Jack Foley,0,Thomas Mullins,16th,8 1/2 l,6,10-1,120,True,51,15
N/A,N/A,16:50,Yielding To Soft,2m 100y,Lucky Max (GER),Mr R. James,7,Sean Thomas Doyle,15th,3 1/4 l,7,11-10,143,True,51,15
N/A,N/A,16:50,Yielding To Soft,2m 100y,Brazil (FR),M. P. Walsh,0,Padraig Roche,14th,2 1/4 l,5,11-9,142,True,51,15
N/A,N/A,16:50,Yielding To Soft,2m 100y,Merlin Giant (FR),Donagh Meyler,0,Emmet Mullins,13th,3/4 l,6,11-7,140,True,51,15
N/A,N/A,16:50,Yielding To Soft,2m 100y,Grand Roi (FR),Corey McGivern,7,Gordon Elliott,12th,2 1/4 l,7,11-7b1,140,True,51,15
N/A,N/A,16:50,Yielding To Soft,2m 100y,One Last Tango (IRE),C. G. O'Dwyer,7,Eoin Griffin,11th,1 3/4 l,6,10-5,124,True,51,15
N/A,N/A,16:50,Yielding To Soft,2m 100y,Glan (IRE),L. P. Dempsey,0,Gordon Elliott,10th,2 3/4 l,8,10-11h,130,True,51,15
N/A,N/A,16:50,Yielding To Soft,2m 100y,Annexation (FR),M. P. O'Connor,5,Henry de Bromhead,9th,1 1/2 l,7,11-0t,133,True,51,15
N/A,N/A,16:50,Yielding To Soft,2m 100y,Path D'oroux (FR),Keith Donoghue,0,Gavin Patrick Cromwell,8th,2 1/2 l,6,11-4t,137,True,51,15
N/A,N/A,16:50,Yielding To Soft,2m 100y,Man O Work (IRE),Cian Cullinan,7,P. G. Fahey,7th,1 1/2 l,5,10-9,128,True,51,15
N/A,N/A,16:50,Yielding To Soft,2m 100y,Captains Nephew (IRE),D. J. O'Keeffe,0,P. J. Rothwell,6th,3/4 l,6,10-0t,119,True,51,15
N/A,N/A,16:50,Yielding To Soft,2m 100y,Fils D'oudairies (FR),D. J. Gilligan,7,Gordon Elliott,5th,1 3/4 l,8,11-12,145,True,51,15
N/A,N/A,16:50,Yielding To Soft,2m 100y,Telecon,R. A. Doyle,0,Mark Fahey,4th,2 3/4 l,6,10-11h,130,True,51,15
N/A,N/A,16:50,Yielding To Soft,2m 100y,Tekao (FR),S. D. Torrens,0,W. P. Mullins,3rd,1 1/2 l,4,10-3h,130,True,51,15
N/A,N/A,16:50,Yielding To Soft,2m 100y,Tax For Max (GER),Daryl Jacob,0,W. P. Mullins,2nd,1 3/4 l,6,11-0t,133,True,51,15
N/A,N/A,16:50,Yielding To Soft,2m 100y,Bialystok (IRE),D. E. Mullins,0,W. P. Mullins,1st,N/A,5,10-11h1,130,True,51,15
N/A,N/A,17:25,Yielding To Soft,2m,Magic Daze (IRE),Rachael Blackmore,0,Henry de Bromhead,5th,63 l,7,11-5t,-,True,51,16
N/A,N/A,17:25,Yielding To Soft,2m,Gentleman De Mee (FR),M. P. Walsh,0,W. P. Mullins,4th,6 l,7,11-12ht,-,True,51,16
N/A,N/A,17:25,Yielding To Soft,2m,Blue Lord (FR),Daryl Jacob,0,W. P. Mullins,3rd,3 1/4 l,8,11-12t,-,True,51,16
N/A,N/A,17:25,Yielding To Soft,2m,Chacun Pour Soi (FR),D. E. Mullins,0,W. P. Mullins,2nd,3/4 l,11,11-12,-,True,51,16
N/A,N/A,17:25,Yielding To Soft,2m,Energumene (FR),P. Townend,0,W. P. Mullins,1st,N/A,9,11-12,-,True,51,16
N/A,N/A,17:25,Yielding To Soft,2m,Magic Daze (IRE),Rachael Blackmore,0,Henry de Bromhead,5th,63 l,7,11-5t,-,True,51,16
N/A,N/A,17:25,Yielding To Soft,2m,Gentleman De Mee (FR),M. P. Walsh,0,W. P. Mullins,4th,6 l,7,11-12ht,-,True,51,16
N/A,N/A,17:25,Yielding To Soft,2m,Blue Lord (FR),Daryl Jacob,0,W. P. Mullins,3rd,3 1/4 l,8,11-12t,-,True,51,16
