track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Curragh Racing Results | 28th June 2024 18:40,N/A,18:40,Good (Good To Firm In Places),1m 2f,Sacred Oath (IRE),C D Hayes,0,D K Weld,3rd,1 1/2 l,3,9-3,-,True,124,39
Curragh Racing Results | 28th June 2024 18:40,N/A,18:40,Good (Good To Firm In Places),1m 2f,Trapalanda (IRE),G M Ryan,0,P G Fahey,2nd,1 1/4 l,3,9-8,-,True,124,39
Curragh Racing Results | 28th June 2024 18:40,N/A,18:40,Good (Good To Firm In Places),1m 2f,Siege Of Troy,B M Coen,0,J P Murtagh,1st,N/A,3,9-3p1,-,True,124,39
Curragh Racing Results | 28th June 2024 19:15,N/A,19:15,Good (Good To Firm In Places),2m,Chemdawg (IRE),R P Whelan,0,O McKiernan,17th,13 l,5,9-5p,75,True,124,40
Curragh Racing Results | 28th June 2024 19:15,N/A,19:15,Good (Good To Firm In Places),2m,Whiskey Sour (IRE),C D Maxwell,0,S Wilson,16th,11 l,11,9-6,76,True,124,40
Curragh Racing Results | 28th June 2024 19:15,N/A,19:15,Good (Good To Firm In Places),2m,Sirius (FR),B M Coen,0,W P Mullins,15th,3/4 l,5,9-13,83,True,124,40
Curragh Racing Results | 28th June 2024 19:15,N/A,19:15,Good (Good To Firm In Places),2m,Longclaw (USA),G M Ryan,0,P J F Murphy,14th,Neck,7,9-13,83,True,124,40
Curragh Racing Results | 28th June 2024 19:15,N/A,19:15,Good (Good To Firm In Places),2m,St Faz (FR),J A Heffernan,0,E J O'Grady,13th,3 1/4 l,4,9-4h,74,True,124,40
Curragh Racing Results | 28th June 2024 19:15,N/A,19:15,Good (Good To Firm In Places),2m,Bold Approach (IRE),R P Cleary,0,J S Bolger,12th,1 l,8,8-13tp,69,True,124,40
Curragh Racing Results | 28th June 2024 19:15,N/A,19:15,Good (Good To Firm In Places),2m,Walking On Glass (IRE),D P McDonogh,0,P Roche,11th,1/2 l,9,8-13p,69,True,124,40
Curragh Racing Results | 28th June 2024 19:15,N/A,19:15,Good (Good To Firm In Places),2m,Scaramanga (IRE),R L Moore,0,W P Mullins,10th,Neck,9,10-0,84,True,124,40
Curragh Racing Results | 28th June 2024 19:15,N/A,19:15,Good (Good To Firm In Places),2m,Ted Hastings (IRE),W J Lee,0,G Elliott,9th,3 1/4 l,8,9-13,83,True,124,40
Curragh Racing Results | 28th June 2024 19:15,N/A,19:15,Good (Good To Firm In Places),2m,Barrier (FR),K G Kennedy,7,G Elliott,8th,Head,4,9-6p,76,True,124,40
Curragh Racing Results | 28th June 2024 19:15,N/A,19:15,Good (Good To Firm In Places),2m,Grappa Nonino (IRE),C D Hayes,0,D K Weld,7th,3/4 l,5,9-6,76,True,124,40
Curragh Racing Results | 28th June 2024 19:15,N/A,19:15,Good (Good To Firm In Places),2m,Stoke The Fire (IRE),C T Keane,0,W P Mullins,6th,3/4 l,5,9-9,79,True,124,40
Curragh Racing Results | 28th June 2024 19:15,N/A,19:15,Good (Good To Firm In Places),2m,Rain (GER),N M Crosse,0,J Barcoe,5th,1/2 l,5,9-0,70,True,124,40
Curragh Racing Results | 28th June 2024 19:15,N/A,19:15,Good (Good To Firm In Places),2m,Palamon (IRE),L T McAteer,0,P Nolan,4th,1 1/4 l,4,9-9t,79,True,124,40
Curragh Racing Results | 28th June 2024 19:15,N/A,19:15,Good (Good To Firm In Places),2m,How About No (FR),D McMonagle,0,J P O'Brien,3rd,2 l,4,9-8b1,78,True,124,40
Curragh Racing Results | 28th June 2024 19:15,N/A,19:15,Good (Good To Firm In Places),2m,The Truant (IRE),R Whearty,5,P W Flynn,2nd,Neck,7,8-9t,65,True,124,40
Curragh Racing Results | 28th June 2024 19:15,N/A,19:15,Good (Good To Firm In Places),2m,Golden Temple (IRE),J A Powell,3,N Meade,1st,N/A,4,9-3tb,73,True,124,40
Curragh Racing Results | 28th June 2024 19:15,N/A,19:15,Good (Good To Firm In Places),2m,Chemdawg (IRE),R P Whelan,0,O McKiernan,17th,13 l,5,9-5p,75,True,124,40
Curragh Racing Results | 28th June 2024 19:15,N/A,19:15,Good (Good To Firm In Places),2m,Whiskey Sour (IRE),C D Maxwell,0,S Wilson,16th,11 l,11,9-6,76,True,124,40
Curragh Racing Results | 28th June 2024 19:15,N/A,19:15,Good (Good To Firm In Places),2m,Sirius (FR),B M Coen,0,W P Mullins,15th,3/4 l,5,9-13,83,True,124,40
Curragh Racing Results | 28th June 2024 19:15,N/A,19:15,Good (Good To Firm In Places),2m,Longclaw (USA),G M Ryan,0,P J F Murphy,14th,Neck,7,9-13,83,True,124,40
Curragh Racing Results | 28th June 2024 19:15,N/A,19:15,Good (Good To Firm In Places),2m,St Faz (FR),J A Heffernan,0,E J O'Grady,13th,3 1/4 l,4,9-4h,74,True,124,40
Curragh Racing Results | 28th June 2024 19:15,N/A,19:15,Good (Good To Firm In Places),2m,Bold Approach (IRE),R P Cleary,0,J S Bolger,12th,1 l,8,8-13tp,69,True,124,40
Curragh Racing Results | 28th June 2024 19:15,N/A,19:15,Good (Good To Firm In Places),2m,Walking On Glass (IRE),D P McDonogh,0,P Roche,11th,1/2 l,9,8-13p,69,True,124,40
Curragh Racing Results | 28th June 2024 19:15,N/A,19:15,Good (Good To Firm In Places),2m,Scaramanga (IRE),R L Moore,0,W P Mullins,10th,Neck,9,10-0,84,True,124,40
Curragh Racing Results | 28th June 2024 19:15,N/A,19:15,Good (Good To Firm In Places),2m,Ted Hastings (IRE),W J Lee,0,G Elliott,9th,3 1/4 l,8,9-13,83,True,124,40
Curragh Racing Results | 28th June 2024 19:15,N/A,19:15,Good (Good To Firm In Places),2m,Barrier (FR),K G Kennedy,7,G Elliott,8th,Head,4,9-6p,76,True,124,40
Curragh Racing Results | 28th June 2024 19:15,N/A,19:15,Good (Good To Firm In Places),2m,Grappa Nonino (IRE),C D Hayes,0,D K Weld,7th,3/4 l,5,9-6,76,True,124,40
Curragh Racing Results | 28th June 2024 19:15,N/A,19:15,Good (Good To Firm In Places),2m,Stoke The Fire (IRE),C T Keane,0,W P Mullins,6th,3/4 l,5,9-9,79,True,124,40
Curragh Racing Results | 28th June 2024 19:15,N/A,19:15,Good (Good To Firm In Places),2m,Rain (GER),N M Crosse,0,J Barcoe,5th,1/2 l,5,9-0,70,True,124,40
Curragh Racing Results | 28th June 2024 19:15,N/A,19:15,Good (Good To Firm In Places),2m,Palamon (IRE),L T McAteer,0,P Nolan,4th,1 1/4 l,4,9-9t,79,True,124,40
Curragh Racing Results | 28th June 2024 19:15,N/A,19:15,Good (Good To Firm In Places),2m,How About No (FR),D McMonagle,0,J P O'Brien,3rd,2 l,4,9-8b1,78,True,124,40
Curragh Racing Results | 28th June 2024 19:15,N/A,19:15,Good (Good To Firm In Places),2m,The Truant (IRE),R Whearty,5,P W Flynn,2nd,Neck,7,8-9t,65,True,124,40
Curragh Racing Results | 28th June 2024 19:15,N/A,19:15,Good (Good To Firm In Places),2m,Golden Temple (IRE),J A Powell,3,N Meade,1st,N/A,4,9-3tb,73,True,124,40
Curragh Racing Results | 28th June 2024 19:50,N/A,19:50,Good (Good To Firm In Places),1m 1f,Magic Charm (IRE),D McMonagle,0,M Hassett,NR,N/A,8,9-1,60,True,124,41
Curragh Racing Results | 28th June 2024 19:50,N/A,19:50,Good (Good To Firm In Places),1m 1f,The Crafty Girl (IRE),L T McAteer,0,Alan McIntyre,21st,13 l,3,9-3,73,True,124,41
Curragh Racing Results | 28th June 2024 19:50,N/A,19:50,Good (Good To Firm In Places),1m 1f,Tea Olive (FR),B M Coen,0,N Meade,20th,4 3/4 l,4,9-10,69,True,124,41
Curragh Racing Results | 28th June 2024 19:50,N/A,19:50,Good (Good To Firm In Places),1m 1f,Alpha Capture (IRE),C T Keane,0,W P Mullins,19th,Nose,4,9-13,72,True,124,41
Curragh Racing Results | 28th June 2024 19:50,N/A,19:50,Good (Good To Firm In Places),1m 1f,King Of The Bronx (IRE),G F Carroll,0,G P Cromwell,18th,1 l,3,9-0,70,True,124,41
Curragh Racing Results | 28th June 2024 19:50,N/A,19:50,Good (Good To Firm In Places),1m 1f,Ringside Timing (IRE),R P Cleary,0,J S Bolger,17th,Neck,3,8-11p,67,True,124,41
Curragh Racing Results | 28th June 2024 19:50,N/A,19:50,Good (Good To Firm In Places),1m 1f,Noble Crusade (USA),D W O'Connor,0,J C McConnell,16th,3/4 l,6,9-10,69,True,124,41
Curragh Racing Results | 28th June 2024 19:50,N/A,19:50,Good (Good To Firm In Places),1m 1f,Lord Park (IRE),Siobhan Rutledge,3,J C McConnell,15th,1 1/2 l,7,8-10t,55,True,124,41
Curragh Racing Results | 28th June 2024 19:50,N/A,19:50,Good (Good To Firm In Places),1m 1f,Biggerthanbigtime (IRE),R Whearty,5,P Roche,14th,1 1/2 l,4,9-9,68,True,124,41
Curragh Racing Results | 28th June 2024 19:50,N/A,19:50,Good (Good To Firm In Places),1m 1f,Blue Soul (IRE),C D Hayes,0,G M Lyons,13th,Nose,3,8-12,68,True,124,41
Curragh Racing Results | 28th June 2024 19:50,N/A,19:50,Good (Good To Firm In Places),1m 1f,Silkies Sib (IRE),M W Hassett,5,T Doyle,12th,1 l,4,9-10,69,True,124,41
Curragh Racing Results | 28th June 2024 19:50,N/A,19:50,Good (Good To Firm In Places),1m 1f,Rampage (IRE),J J G Ryan,5,T G McCourt,11th,1/2 l,5,9-10tp,69,True,124,41
Curragh Racing Results | 28th June 2024 19:50,N/A,19:50,Good (Good To Firm In Places),1m 1f,Tomahawk King (IRE),W Joyce,5,M Fenton,10th,1 1/4 l,4,9-7,66,True,124,41
Curragh Racing Results | 28th June 2024 19:50,N/A,19:50,Good (Good To Firm In Places),1m 1f,Unterberg (IRE),R C Colgan,0,Laura Hourigan,9th,1/2 l,5,9-7,66,True,124,41
Curragh Racing Results | 28th June 2024 19:50,N/A,19:50,Good (Good To Firm In Places),1m 1f,Latin (IRE),J M Sheridan,0,D Hogan,8th,Neck,3,9-2t,72,True,124,41
Curragh Racing Results | 28th June 2024 19:50,N/A,19:50,Good (Good To Firm In Places),1m 1f,Zabeir (IRE),J A Heffernan,0,D Kinsella,7th,1/2 l,5,10-2tb1,75,True,124,41
Curragh Racing Results | 28th June 2024 19:50,N/A,19:50,Good (Good To Firm In Places),1m 1f,Brewel Hill (IRE),S T McCullagh,3,P McCreery,6th,Head,8,9-9,68,True,124,41
Curragh Racing Results | 28th June 2024 19:50,N/A,19:50,Good (Good To Firm In Places),1m 1f,Letiza (IRE),G M Ryan,0,Thomas Dowling,5th,1 1/4 l,4,10-1p1,74,True,124,41
Curragh Racing Results | 28th June 2024 19:50,N/A,19:50,Good (Good To Firm In Places),1m 1f,Apercu (IRE),W J Lee,0,A Oliver,4th,Short Head,4,10-2,75,True,124,41
Curragh Racing Results | 28th June 2024 19:50,N/A,19:50,Good (Good To Firm In Places),1m 1f,Kentucky Gal (IRE),John Velazquez,0,A Mullins,3rd,3/4 l,3,8-10,66,True,124,41
Curragh Racing Results | 28th June 2024 19:50,N/A,19:50,Good (Good To Firm In Places),1m 1f,Blackcastle Storm,D P McDonogh,0,M J Smith,2nd,3/4 l,7,8-13t,58,True,124,41
Curragh Racing Results | 28th June 2024 19:50,N/A,19:50,Good (Good To Firm In Places),1m 1f,Lord Church (IRE),R P Whelan,0,M Halford & T Collins,1st,N/A,3,9-4,74,True,124,41
Curragh Racing Results | 28th June 2024 19:50,N/A,19:50,Good (Good To Firm In Places),1m 1f,Magic Charm (IRE),D McMonagle,0,M Hassett,NR,N/A,8,9-1,60,True,124,41
Curragh Racing Results | 28th June 2024 19:50,N/A,19:50,Good (Good To Firm In Places),1m 1f,The Crafty Girl (IRE),L T McAteer,0,Alan McIntyre,21st,13 l,3,9-3,73,True,124,41
Curragh Racing Results | 28th June 2024 19:50,N/A,19:50,Good (Good To Firm In Places),1m 1f,Tea Olive (FR),B M Coen,0,N Meade,20th,4 3/4 l,4,9-10,69,True,124,41
Curragh Racing Results | 28th June 2024 19:50,N/A,19:50,Good (Good To Firm In Places),1m 1f,Alpha Capture (IRE),C T Keane,0,W P Mullins,19th,Nose,4,9-13,72,True,124,41
Curragh Racing Results | 28th June 2024 19:50,N/A,19:50,Good (Good To Firm In Places),1m 1f,King Of The Bronx (IRE),G F Carroll,0,G P Cromwell,18th,1 l,3,9-0,70,True,124,41
Curragh Racing Results | 28th June 2024 19:50,N/A,19:50,Good (Good To Firm In Places),1m 1f,Ringside Timing (IRE),R P Cleary,0,J S Bolger,17th,Neck,3,8-11p,67,True,124,41
Curragh Racing Results | 28th June 2024 19:50,N/A,19:50,Good (Good To Firm In Places),1m 1f,Noble Crusade (USA),D W O'Connor,0,J C McConnell,16th,3/4 l,6,9-10,69,True,124,41
Curragh Racing Results | 28th June 2024 19:50,N/A,19:50,Good (Good To Firm In Places),1m 1f,Lord Park (IRE),Siobhan Rutledge,3,J C McConnell,15th,1 1/2 l,7,8-10t,55,True,124,41
Curragh Racing Results | 28th June 2024 19:50,N/A,19:50,Good (Good To Firm In Places),1m 1f,Biggerthanbigtime (IRE),R Whearty,5,P Roche,14th,1 1/2 l,4,9-9,68,True,124,41
Curragh Racing Results | 28th June 2024 19:50,N/A,19:50,Good (Good To Firm In Places),1m 1f,Blue Soul (IRE),C D Hayes,0,G M Lyons,13th,Nose,3,8-12,68,True,124,41
Curragh Racing Results | 28th June 2024 19:50,N/A,19:50,Good (Good To Firm In Places),1m 1f,Silkies Sib (IRE),M W Hassett,5,T Doyle,12th,1 l,4,9-10,69,True,124,41
Curragh Racing Results | 28th June 2024 19:50,N/A,19:50,Good (Good To Firm In Places),1m 1f,Rampage (IRE),J J G Ryan,5,T G McCourt,11th,1/2 l,5,9-10tp,69,True,124,41
Curragh Racing Results | 28th June 2024 19:50,N/A,19:50,Good (Good To Firm In Places),1m 1f,Tomahawk King (IRE),W Joyce,5,M Fenton,10th,1 1/4 l,4,9-7,66,True,124,41
Curragh Racing Results | 28th June 2024 19:50,N/A,19:50,Good (Good To Firm In Places),1m 1f,Unterberg (IRE),R C Colgan,0,Laura Hourigan,9th,1/2 l,5,9-7,66,True,124,41
Curragh Racing Results | 28th June 2024 19:50,N/A,19:50,Good (Good To Firm In Places),1m 1f,Latin (IRE),J M Sheridan,0,D Hogan,8th,Neck,3,9-2t,72,True,124,41
Curragh Racing Results | 28th June 2024 19:50,N/A,19:50,Good (Good To Firm In Places),1m 1f,Zabeir (IRE),J A Heffernan,0,D Kinsella,7th,1/2 l,5,10-2tb1,75,True,124,41
Curragh Racing Results | 28th June 2024 19:50,N/A,19:50,Good (Good To Firm In Places),1m 1f,Brewel Hill (IRE),S T McCullagh,3,P McCreery,6th,Head,8,9-9,68,True,124,41
Curragh Racing Results | 28th June 2024 19:50,N/A,19:50,Good (Good To Firm In Places),1m 1f,Letiza (IRE),G M Ryan,0,Thomas Dowling,5th,1 1/4 l,4,10-1p1,74,True,124,41
Curragh Racing Results | 28th June 2024 19:50,N/A,19:50,Good (Good To Firm In Places),1m 1f,Apercu (IRE),W J Lee,0,A Oliver,4th,Short Head,4,10-2,75,True,124,41
Curragh Racing Results | 28th June 2024 19:50,N/A,19:50,Good (Good To Firm In Places),1m 1f,Kentucky Gal (IRE),John Velazquez,0,A Mullins,3rd,3/4 l,3,8-10,66,True,124,41
Curragh Racing Results | 28th June 2024 19:50,N/A,19:50,Good (Good To Firm In Places),1m 1f,Blackcastle Storm,D P McDonogh,0,M J Smith,2nd,3/4 l,7,8-13t,58,True,124,41
Curragh Racing Results | 28th June 2024 19:50,N/A,19:50,Good (Good To Firm In Places),1m 1f,Lord Church (IRE),R P Whelan,0,M Halford & T Collins,1st,N/A,3,9-4,74,True,124,41
Curragh Racing Results | 28th June 2024 20:25,N/A,20:25,Good (Good To Firm In Places),1m 4f,Robbies Rock,R Whearty,0,G P Cromwell,NR,N/A,3,9-0,72,True,124,42
Curragh Racing Results | 28th June 2024 20:25,N/A,20:25,Good (Good To Firm In Places),1m 4f,L'Un Deux Trois (IRE),Adam Caffrey,0,O McKiernan,18th,12 l,8,9-10tp,68,True,124,42
Curragh Racing Results | 28th June 2024 20:25,N/A,20:25,Good (Good To Firm In Places),1m 4f,Sub Rosa,S P Bird,7,D Kinsella,17th,1 l,4,9-13t,71,True,124,42
Curragh Racing Results | 28th June 2024 20:25,N/A,20:25,Good (Good To Firm In Places),1m 4f,Jurality,R M Mulligan,7,D J Bunyan,16th,6 1/2 l,3,8-7p,65,True,124,42
Curragh Racing Results | 28th June 2024 20:25,N/A,20:25,Good (Good To Firm In Places),1m 4f,Lady Christa (IRE),K G Kennedy,4,S Lavery,15th,1 1/4 l,4,9-9,67,True,124,42
Curragh Racing Results | 28th June 2024 20:25,N/A,20:25,Good (Good To Firm In Places),1m 4f,Al Mudhaffar (IRE),H J Horgan,2,J P O'Brien,14th,3 l,3,9-8b1,80,True,124,42
Curragh Racing Results | 28th June 2024 20:25,N/A,20:25,Good (Good To Firm In Places),1m 4f,Kincade (IRE),C D Fahy,7,J C McConnell,13th,2 1/4 l,5,10-1,73,True,124,42
Curragh Racing Results | 28th June 2024 20:25,N/A,20:25,Good (Good To Firm In Places),1m 4f,Autocrat (IRE),D King,0,D Hogan,12th,17 l,4,10-1tp1,73,True,124,42
Curragh Racing Results | 28th June 2024 20:25,N/A,20:25,Good (Good To Firm In Places),1m 4f,Alonzo,M W Hassett,2,J P O'Brien,11th,2 1/2 l,3,9-7,79,True,124,42
Curragh Racing Results | 28th June 2024 20:25,N/A,20:25,Good (Good To Firm In Places),1m 4f,Zariygann (IRE),S T McCullagh,0,M Halford & T Collins,10th,2 1/2 l,4,10-2,74,True,124,42
Curragh Racing Results | 28th June 2024 20:25,N/A,20:25,Good (Good To Firm In Places),1m 4f,French Company (IRE),C Horgan,4,J G Coogan,9th,1/2 l,6,9-9,67,True,124,42
Curragh Racing Results | 28th June 2024 20:25,N/A,20:25,Good (Good To Firm In Places),1m 4f,Son Of Hypnos (IRE),W Joyce,2,K Smith,8th,4 3/4 l,7,9-11t,69,True,124,42
Curragh Racing Results | 28th June 2024 20:25,N/A,20:25,Good (Good To Firm In Places),1m 4f,Aird,C J MacRedmond,0,H De Bromhead,7th,3/4 l,4,10-2,74,True,124,42
Curragh Racing Results | 28th June 2024 20:25,N/A,20:25,Good (Good To Firm In Places),1m 4f,Gracesolution (IRE),S R Markey,7,R O'Sullivan,6th,3/4 l,7,9-10,68,True,124,42
Curragh Racing Results | 28th June 2024 20:25,N/A,20:25,Good (Good To Firm In Places),1m 4f,Rotolo (IRE),Neve Bennett,7,W T Farrell,5th,4 1/4 l,5,9-3,61,True,124,42
Curragh Racing Results | 28th June 2024 20:25,N/A,20:25,Good (Good To Firm In Places),1m 4f,Model Approach (IRE),Gabriella Hill,7,J S Bolger,4th,3 l,3,9-3b,75,True,124,42
Curragh Racing Results | 28th June 2024 20:25,N/A,20:25,Good (Good To Firm In Places),1m 4f,Master Dunraven (IRE),J A Powell,0,J P Murtagh,3rd,1 1/4 l,4,10-1,73,True,124,42
Curragh Racing Results | 28th June 2024 20:25,N/A,20:25,Good (Good To Firm In Places),1m 4f,Valleyoftheeagles (IRE),P A Harnett,2,M Hassett,2nd,1/2 l,6,9-11tb,69,True,124,42
Curragh Racing Results | 28th June 2024 20:25,N/A,20:25,Good (Good To Firm In Places),1m 4f,Courageous Strike,J J G Ryan,0,A Murray,1st,N/A,3,9-3,75,True,124,42
Curragh Racing Results | 28th June 2024 20:25,N/A,20:25,Good (Good To Firm In Places),1m 4f,Robbies Rock,R Whearty,0,G P Cromwell,NR,N/A,3,9-0,72,True,124,42
Curragh Racing Results | 28th June 2024 20:25,N/A,20:25,Good (Good To Firm In Places),1m 4f,L'Un Deux Trois (IRE),Adam Caffrey,0,O McKiernan,18th,12 l,8,9-10tp,68,True,124,42
Curragh Racing Results | 28th June 2024 20:25,N/A,20:25,Good (Good To Firm In Places),1m 4f,Sub Rosa,S P Bird,7,D Kinsella,17th,1 l,4,9-13t,71,True,124,42
Curragh Racing Results | 28th June 2024 20:25,N/A,20:25,Good (Good To Firm In Places),1m 4f,Jurality,R M Mulligan,7,D J Bunyan,16th,6 1/2 l,3,8-7p,65,True,124,42
Curragh Racing Results | 28th June 2024 20:25,N/A,20:25,Good (Good To Firm In Places),1m 4f,Lady Christa (IRE),K G Kennedy,4,S Lavery,15th,1 1/4 l,4,9-9,67,True,124,42
Curragh Racing Results | 28th June 2024 20:25,N/A,20:25,Good (Good To Firm In Places),1m 4f,Al Mudhaffar (IRE),H J Horgan,2,J P O'Brien,14th,3 l,3,9-8b1,80,True,124,42
Curragh Racing Results | 28th June 2024 20:25,N/A,20:25,Good (Good To Firm In Places),1m 4f,Kincade (IRE),C D Fahy,7,J C McConnell,13th,2 1/4 l,5,10-1,73,True,124,42
Curragh Racing Results | 28th June 2024 20:25,N/A,20:25,Good (Good To Firm In Places),1m 4f,Autocrat (IRE),D King,0,D Hogan,12th,17 l,4,10-1tp1,73,True,124,42
Curragh Racing Results | 28th June 2024 20:25,N/A,20:25,Good (Good To Firm In Places),1m 4f,Alonzo,M W Hassett,2,J P O'Brien,11th,2 1/2 l,3,9-7,79,True,124,42
Curragh Racing Results | 28th June 2024 20:25,N/A,20:25,Good (Good To Firm In Places),1m 4f,Zariygann (IRE),S T McCullagh,0,M Halford & T Collins,10th,2 1/2 l,4,10-2,74,True,124,42
Curragh Racing Results | 28th June 2024 20:25,N/A,20:25,Good (Good To Firm In Places),1m 4f,French Company (IRE),C Horgan,4,J G Coogan,9th,1/2 l,6,9-9,67,True,124,42
Curragh Racing Results | 28th June 2024 20:25,N/A,20:25,Good (Good To Firm In Places),1m 4f,Son Of Hypnos (IRE),W Joyce,2,K Smith,8th,4 3/4 l,7,9-11t,69,True,124,42
Curragh Racing Results | 28th June 2024 20:25,N/A,20:25,Good (Good To Firm In Places),1m 4f,Aird,C J MacRedmond,0,H De Bromhead,7th,3/4 l,4,10-2,74,True,124,42
Curragh Racing Results | 28th June 2024 20:25,N/A,20:25,Good (Good To Firm In Places),1m 4f,Gracesolution (IRE),S R Markey,7,R O'Sullivan,6th,3/4 l,7,9-10,68,True,124,42
Curragh Racing Results | 28th June 2024 20:25,N/A,20:25,Good (Good To Firm In Places),1m 4f,Rotolo (IRE),Neve Bennett,7,W T Farrell,5th,4 1/4 l,5,9-3,61,True,124,42
Curragh Racing Results | 28th June 2024 20:25,N/A,20:25,Good (Good To Firm In Places),1m 4f,Model Approach (IRE),Gabriella Hill,7,J S Bolger,4th,3 l,3,9-3b,75,True,124,42
Curragh Racing Results | 28th June 2024 20:25,N/A,20:25,Good (Good To Firm In Places),1m 4f,Master Dunraven (IRE),J A Powell,0,J P Murtagh,3rd,1 1/4 l,4,10-1,73,True,124,42
Curragh Racing Results | 28th June 2024 20:25,N/A,20:25,Good (Good To Firm In Places),1m 4f,Valleyoftheeagles (IRE),P A Harnett,2,M Hassett,2nd,1/2 l,6,9-11tb,69,True,124,42
Curragh Racing Results | 28th June 2024 20:25,N/A,20:25,Good (Good To Firm In Places),1m 4f,Courageous Strike,J J G Ryan,0,A Murray,1st,N/A,3,9-3,75,True,124,42
Curragh Racing Results | 29th June 2024 13:15,N/A,13:15,Good (Good To Yielding In Places)  (Turf),7f,Curragh Conjurer,R C Colgan,0,B W Duke,NR,N/A,2,9-5,-,True,124,43
Curragh Racing Results | 29th June 2024 13:15,N/A,13:15,Good (Good To Yielding In Places)  (Turf),7f,Show Your Workings (IRE),S P Davis,0,Sean Davis,14th,22 l,2,9-5,-,True,124,43
Curragh Racing Results | 29th June 2024 13:15,N/A,13:15,Good (Good To Yielding In Places)  (Turf),7f,Justified Risk (IRE),G P Halpin,0,Sean Davis,13th,32 l,2,9-5,-,True,124,43
Curragh Racing Results | 29th June 2024 13:15,N/A,13:15,Good (Good To Yielding In Places)  (Turf),7f,Red Charlie (USA),R P Whelan,0,E Mullins,12th,1 l,2,9-5,-,True,124,43
Curragh Racing Results | 29th June 2024 13:15,N/A,13:15,Good (Good To Yielding In Places)  (Turf),7f,High Favour (IRE),R P Cleary,0,J S Bolger,11th,4 1/2 l,2,9-5,-,True,124,43
Curragh Racing Results | 29th June 2024 13:15,N/A,13:15,Good (Good To Yielding In Places)  (Turf),7f,Daler (IRE),C T Keane,0,G M Lyons,10th,Head,2,9-5,-,True,124,43
Curragh Racing Results | 29th June 2024 13:15,N/A,13:15,Good (Good To Yielding In Places)  (Turf),7f,Trinity College (IRE),W M Lordan,0,A P O'Brien,9th,2 l,2,9-5,-,True,124,43
Curragh Racing Results | 29th June 2024 13:15,N/A,13:15,Good (Good To Yielding In Places)  (Turf),7f,Rock Of Cashel (IRE),R L Moore,0,A P O'Brien,8th,2 3/4 l,2,9-5,-,True,124,43
Curragh Racing Results | 29th June 2024 13:15,N/A,13:15,Good (Good To Yielding In Places)  (Turf),7f,Ja'marr,L T McAteer,0,D Marnane,7th,1/2 l,2,9-5,-,True,124,43
Curragh Racing Results | 29th June 2024 13:15,N/A,13:15,Good (Good To Yielding In Places)  (Turf),7f,Apples And Bananas (IRE),D McMonagle,0,J P O'Brien,6th,1/2 l,2,9-5,-,True,124,43
Curragh Racing Results | 29th June 2024 13:15,N/A,13:15,Good (Good To Yielding In Places)  (Turf),7f,Black Forza (USA),G F Carroll,0,M O'Callaghan,5th,Nose,2,9-5,-,True,124,43
Curragh Racing Results | 29th June 2024 13:15,N/A,13:15,Good (Good To Yielding In Places)  (Turf),7f,Bernard Shaw (USA),John Velazquez,0,A P O'Brien,4th,2 1/2 l,2,9-5,-,True,124,43
Curragh Racing Results | 29th June 2024 13:15,N/A,13:15,Good (Good To Yielding In Places)  (Turf),7f,Currawood (IRE),W J Lee,0,P Twomey,3rd,2 1/4 l,2,9-5,-,True,124,43
Curragh Racing Results | 29th June 2024 13:15,N/A,13:15,Good (Good To Yielding In Places)  (Turf),7f,Green Impact (IRE),S Foley,0,Mrs J Harrington,2nd,Neck,2,9-5,-,True,124,43
Curragh Racing Results | 29th June 2024 13:15,N/A,13:15,Good (Good To Yielding In Places)  (Turf),7f,Hazdann (IRE),C D Hayes,0,D K Weld,1st,N/A,2,9-5,-,True,124,43
Curragh Racing Results | 29th June 2024 13:15,N/A,13:15,Good (Good To Yielding In Places)  (Turf),7f,Curragh Conjurer,R C Colgan,0,B W Duke,NR,N/A,2,9-5,-,True,124,43
Curragh Racing Results | 29th June 2024 13:15,N/A,13:15,Good (Good To Yielding In Places)  (Turf),7f,Show Your Workings (IRE),S P Davis,0,Sean Davis,14th,22 l,2,9-5,-,True,124,43
Curragh Racing Results | 29th June 2024 13:15,N/A,13:15,Good (Good To Yielding In Places)  (Turf),7f,Justified Risk (IRE),G P Halpin,0,Sean Davis,13th,32 l,2,9-5,-,True,124,43
Curragh Racing Results | 29th June 2024 13:15,N/A,13:15,Good (Good To Yielding In Places)  (Turf),7f,Red Charlie (USA),R P Whelan,0,E Mullins,12th,1 l,2,9-5,-,True,124,43
Curragh Racing Results | 29th June 2024 13:15,N/A,13:15,Good (Good To Yielding In Places)  (Turf),7f,High Favour (IRE),R P Cleary,0,J S Bolger,11th,4 1/2 l,2,9-5,-,True,124,43
Curragh Racing Results | 29th June 2024 13:15,N/A,13:15,Good (Good To Yielding In Places)  (Turf),7f,Daler (IRE),C T Keane,0,G M Lyons,10th,Head,2,9-5,-,True,124,43
Curragh Racing Results | 29th June 2024 13:15,N/A,13:15,Good (Good To Yielding In Places)  (Turf),7f,Trinity College (IRE),W M Lordan,0,A P O'Brien,9th,2 l,2,9-5,-,True,124,43
