track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Curragh Racing Results | 29th June 2024 13:15,N/A,13:15,Good (Good To Yielding In Places)  (Turf),7f,Rock Of Cashel (IRE),R L Moore,0,A P O'Brien,8th,2 3/4 l,2,9-5,-,True,124,43
Curragh Racing Results | 29th June 2024 13:15,N/A,13:15,Good (Good To Yielding In Places)  (Turf),7f,Ja'marr,L T McAteer,0,D Marnane,7th,1/2 l,2,9-5,-,True,124,43
Curragh Racing Results | 29th June 2024 13:15,N/A,13:15,Good (Good To Yielding In Places)  (Turf),7f,Apples And Bananas (IRE),D McMonagle,0,J P O'Brien,6th,1/2 l,2,9-5,-,True,124,43
Curragh Racing Results | 29th June 2024 13:15,N/A,13:15,Good (Good To Yielding In Places)  (Turf),7f,Black Forza (USA),G F Carroll,0,M O'Callaghan,5th,Nose,2,9-5,-,True,124,43
Curragh Racing Results | 29th June 2024 13:15,N/A,13:15,Good (Good To Yielding In Places)  (Turf),7f,Bernard Shaw (USA),John Velazquez,0,A P O'Brien,4th,2 1/2 l,2,9-5,-,True,124,43
Curragh Racing Results | 29th June 2024 13:15,N/A,13:15,Good (Good To Yielding In Places)  (Turf),7f,Currawood (IRE),W J Lee,0,P Twomey,3rd,2 1/4 l,2,9-5,-,True,124,43
Curragh Racing Results | 29th June 2024 13:15,N/A,13:15,Good (Good To Yielding In Places)  (Turf),7f,Green Impact (IRE),S Foley,0,Mrs J Harrington,2nd,Neck,2,9-5,-,True,124,43
Curragh Racing Results | 29th June 2024 13:15,N/A,13:15,Good (Good To Yielding In Places)  (Turf),7f,Hazdann (IRE),C D Hayes,0,D K Weld,1st,N/A,2,9-5,-,True,124,43
Curragh Racing Results | 29th June 2024 13:45,N/A,13:45,Good (Good To Yielding In Places),6f,Clonmacash,W M Lordan,0,N Lupini,16th,1 l,3,8-7,81,True,124,44
Curragh Racing Results | 29th June 2024 13:45,N/A,13:45,Good (Good To Yielding In Places),6f,Duplantis (IRE),S Foley,0,R O'Brien,15th,1/2 l,3,9-0,88,True,124,44
Curragh Racing Results | 29th June 2024 13:45,N/A,13:45,Good (Good To Yielding In Places),6f,Tawaazon (IRE),R Whearty,5,J A Kinsella,14th,1 3/4 l,6,9-1tp,82,True,124,44
Curragh Racing Results | 29th June 2024 13:45,N/A,13:45,Good (Good To Yielding In Places),6f,Collective Power (IRE),W J Lee,0,E Lynam,13th,1 3/4 l,6,9-2,83,True,124,44
Curragh Racing Results | 29th June 2024 13:45,N/A,13:45,Good (Good To Yielding In Places),6f,Dynamic Force (IRE),A J Slattery,0,J A Stack,12th,Neck,5,8-8,75,True,124,44
Curragh Racing Results | 29th June 2024 13:45,N/A,13:45,Good (Good To Yielding In Places),6f,Dontspoilasale (IRE),W Joyce,5,N Lupini,11th,Head,4,9-1,82,True,124,44
Curragh Racing Results | 29th June 2024 13:45,N/A,13:45,Good (Good To Yielding In Places),6f,Big Baby Bull (IRE),R P Cleary,0,John Hayes,10th,2 3/4 l,8,8-10,77,True,124,44
Curragh Racing Results | 29th June 2024 13:45,N/A,13:45,Good (Good To Yielding In Places),6f,Charlisse (IRE),John Velazquez,0,D Cullen,9th,1 3/4 l,5,8-10,77,True,124,44
Curragh Racing Results | 29th June 2024 13:45,N/A,13:45,Good (Good To Yielding In Places),6f,Laugh A Minute,R P Whelan,0,J Davison,8th,1 1/4 l,9,10-3,98,True,124,44
Curragh Racing Results | 29th June 2024 13:45,N/A,13:45,Good (Good To Yielding In Places),6f,Rahmi (IRE),B M Coen,0,J P Murtagh,7th,1/2 l,5,9-12t,93,True,124,44
Curragh Racing Results | 29th June 2024 13:45,N/A,13:45,Good (Good To Yielding In Places),6f,Apache Outlaw (IRE),Adam Caffrey,3,A McGuinness,6th,1/2 l,4,9-7,88,True,124,44
Curragh Racing Results | 29th June 2024 13:45,N/A,13:45,Good (Good To Yielding In Places),6f,Red Letter Bray (IRE),C D Hayes,0,L P Cusack,4th,1/2 l,4,9-13t,94,True,124,44
Curragh Racing Results | 29th June 2024 13:45,N/A,13:45,Good (Good To Yielding In Places),6f,Gordon Bennett (IRE),G F Carroll,0,R Brabazon,4th,Dead Heat,6,8-12,79,True,124,44
Curragh Racing Results | 29th June 2024 13:45,N/A,13:45,Good (Good To Yielding In Places),6f,Tai Tam Bay (IRE),N M Crosse,0,E & P Harty,3rd,Neck,3,8-7,81,True,124,44
Curragh Racing Results | 29th June 2024 13:45,N/A,13:45,Good (Good To Yielding In Places),6f,Heavenly Power (IRE),J J G Ryan,5,E Lynam,2nd,1 l,6,9-6,87,True,124,44
Curragh Racing Results | 29th June 2024 13:45,N/A,13:45,Good (Good To Yielding In Places),6f,Apricot Ice (IRE),C T Keane,0,G M Lyons,1st,N/A,3,8-13,87,True,124,44
Curragh Racing Results | 29th June 2024 13:45,N/A,13:45,Good (Good To Yielding In Places),6f,Clonmacash,W M Lordan,0,N Lupini,16th,1 l,3,8-7,81,True,124,44
Curragh Racing Results | 29th June 2024 13:45,N/A,13:45,Good (Good To Yielding In Places),6f,Duplantis (IRE),S Foley,0,R O'Brien,15th,1/2 l,3,9-0,88,True,124,44
Curragh Racing Results | 29th June 2024 13:45,N/A,13:45,Good (Good To Yielding In Places),6f,Tawaazon (IRE),R Whearty,5,J A Kinsella,14th,1 3/4 l,6,9-1tp,82,True,124,44
Curragh Racing Results | 29th June 2024 13:45,N/A,13:45,Good (Good To Yielding In Places),6f,Collective Power (IRE),W J Lee,0,E Lynam,13th,1 3/4 l,6,9-2,83,True,124,44
Curragh Racing Results | 29th June 2024 13:45,N/A,13:45,Good (Good To Yielding In Places),6f,Dynamic Force (IRE),A J Slattery,0,J A Stack,12th,Neck,5,8-8,75,True,124,44
Curragh Racing Results | 29th June 2024 13:45,N/A,13:45,Good (Good To Yielding In Places),6f,Dontspoilasale (IRE),W Joyce,5,N Lupini,11th,Head,4,9-1,82,True,124,44
Curragh Racing Results | 29th June 2024 13:45,N/A,13:45,Good (Good To Yielding In Places),6f,Big Baby Bull (IRE),R P Cleary,0,John Hayes,10th,2 3/4 l,8,8-10,77,True,124,44
Curragh Racing Results | 29th June 2024 13:45,N/A,13:45,Good (Good To Yielding In Places),6f,Charlisse (IRE),John Velazquez,0,D Cullen,9th,1 3/4 l,5,8-10,77,True,124,44
Curragh Racing Results | 29th June 2024 13:45,N/A,13:45,Good (Good To Yielding In Places),6f,Laugh A Minute,R P Whelan,0,J Davison,8th,1 1/4 l,9,10-3,98,True,124,44
Curragh Racing Results | 29th June 2024 13:45,N/A,13:45,Good (Good To Yielding In Places),6f,Rahmi (IRE),B M Coen,0,J P Murtagh,7th,1/2 l,5,9-12t,93,True,124,44
Curragh Racing Results | 29th June 2024 13:45,N/A,13:45,Good (Good To Yielding In Places),6f,Apache Outlaw (IRE),Adam Caffrey,3,A McGuinness,6th,1/2 l,4,9-7,88,True,124,44
Curragh Racing Results | 29th June 2024 13:45,N/A,13:45,Good (Good To Yielding In Places),6f,Red Letter Bray (IRE),C D Hayes,0,L P Cusack,4th,1/2 l,4,9-13t,94,True,124,44
Curragh Racing Results | 29th June 2024 13:45,N/A,13:45,Good (Good To Yielding In Places),6f,Gordon Bennett (IRE),G F Carroll,0,R Brabazon,4th,Dead Heat,6,8-12,79,True,124,44
Curragh Racing Results | 29th June 2024 13:45,N/A,13:45,Good (Good To Yielding In Places),6f,Tai Tam Bay (IRE),N M Crosse,0,E & P Harty,3rd,Neck,3,8-7,81,True,124,44
Curragh Racing Results | 29th June 2024 13:45,N/A,13:45,Good (Good To Yielding In Places),6f,Heavenly Power (IRE),J J G Ryan,5,E Lynam,2nd,1 l,6,9-6,87,True,124,44
Curragh Racing Results | 29th June 2024 13:45,N/A,13:45,Good (Good To Yielding In Places),6f,Apricot Ice (IRE),C T Keane,0,G M Lyons,1st,N/A,3,8-13,87,True,124,44
Curragh Racing Results | 29th June 2024 14:20,N/A,14:20,Good (Good To Yielding In Places),6f,Fiery Lucy,G F Carroll,0,G P Cromwell,NR,N/A,2,9-2,-,True,124,45
Curragh Racing Results | 29th June 2024 14:20,N/A,14:20,Good (Good To Yielding In Places),6f,American Bar (IRE),W J Lee,0,P Twomey,9th,3 3/4 l,2,9-2,-,True,124,45
Curragh Racing Results | 29th June 2024 14:20,N/A,14:20,Good (Good To Yielding In Places),6f,Easy Mover (IRE),D P McDonogh,0,A P O'Brien,8th,1 1/4 l,2,9-2,-,True,124,45
Curragh Racing Results | 29th June 2024 14:20,N/A,14:20,Good (Good To Yielding In Places),6f,Cradle Of Love (IRE),D McMonagle,0,J P O'Brien,7th,1 1/2 l,2,9-2p,-,True,124,45
Curragh Racing Results | 29th June 2024 14:20,N/A,14:20,Good (Good To Yielding In Places),6f,Varner (IRE),John Velazquez,0,A Murray,6th,Head,2,9-2,-,True,124,45
Curragh Racing Results | 29th June 2024 14:20,N/A,14:20,Good (Good To Yielding In Places),6f,Grande Marques (IRE),J A Heffernan,0,J A Stack,5th,1 1/4 l,2,9-2,-,True,124,45
Curragh Racing Results | 29th June 2024 14:20,N/A,14:20,Good (Good To Yielding In Places),6f,Barnavara (IRE),S Foley,0,Mrs J Harrington,4th,2 3/4 l,2,9-2,-,True,124,45
Curragh Racing Results | 29th June 2024 14:20,N/A,14:20,Good (Good To Yielding In Places),6f,January (IRE),W M Lordan,0,A P O'Brien,3rd,2 1/4 l,2,9-2,-,True,124,45
Curragh Racing Results | 29th June 2024 14:20,N/A,14:20,Good (Good To Yielding In Places),6f,California Dreamer,D Egan,0,A Murray,2nd,1/2 l,2,9-2,-,True,124,45
Curragh Racing Results | 29th June 2024 14:20,N/A,14:20,Good (Good To Yielding In Places),6f,Truly Enchanting (IRE),R L Moore,0,A P O'Brien,1st,N/A,2,9-2,-,True,124,45
Curragh Racing Results | 29th June 2024 14:20,N/A,14:20,Good (Good To Yielding In Places),6f,Fiery Lucy,G F Carroll,0,G P Cromwell,NR,N/A,2,9-2,-,True,124,45
Curragh Racing Results | 29th June 2024 14:20,N/A,14:20,Good (Good To Yielding In Places),6f,American Bar (IRE),W J Lee,0,P Twomey,9th,3 3/4 l,2,9-2,-,True,124,45
Curragh Racing Results | 29th June 2024 14:20,N/A,14:20,Good (Good To Yielding In Places),6f,Easy Mover (IRE),D P McDonogh,0,A P O'Brien,8th,1 1/4 l,2,9-2,-,True,124,45
Curragh Racing Results | 29th June 2024 14:20,N/A,14:20,Good (Good To Yielding In Places),6f,Cradle Of Love (IRE),D McMonagle,0,J P O'Brien,7th,1 1/2 l,2,9-2p,-,True,124,45
Curragh Racing Results | 29th June 2024 14:20,N/A,14:20,Good (Good To Yielding In Places),6f,Varner (IRE),John Velazquez,0,A Murray,6th,Head,2,9-2,-,True,124,45
Curragh Racing Results | 29th June 2024 14:20,N/A,14:20,Good (Good To Yielding In Places),6f,Grande Marques (IRE),J A Heffernan,0,J A Stack,5th,1 1/4 l,2,9-2,-,True,124,45
Curragh Racing Results | 29th June 2024 14:20,N/A,14:20,Good (Good To Yielding In Places),6f,Barnavara (IRE),S Foley,0,Mrs J Harrington,4th,2 3/4 l,2,9-2,-,True,124,45
Curragh Racing Results | 29th June 2024 14:20,N/A,14:20,Good (Good To Yielding In Places),6f,January (IRE),W M Lordan,0,A P O'Brien,3rd,2 1/4 l,2,9-2,-,True,124,45
Curragh Racing Results | 29th June 2024 14:20,N/A,14:20,Good (Good To Yielding In Places),6f,California Dreamer,D Egan,0,A Murray,2nd,1/2 l,2,9-2,-,True,124,45
Curragh Racing Results | 29th June 2024 14:20,N/A,14:20,Good (Good To Yielding In Places),6f,Truly Enchanting (IRE),R L Moore,0,A P O'Brien,1st,N/A,2,9-2,-,True,124,45
Curragh Racing Results | 29th June 2024 14:55,N/A,14:55,Yielding To Soft,1m 2f,Chazzesmee (IRE),J M Sheridan,0,J A Stack,8th,14 l,6,9-9,-,True,124,46
Curragh Racing Results | 29th June 2024 14:55,N/A,14:55,Yielding To Soft,1m 2f,Empress Of Beauty (FR),S Foley,0,H De Bromhead,7th,8 1/2 l,4,9-6,-,True,124,46
Curragh Racing Results | 29th June 2024 14:55,N/A,14:55,Yielding To Soft,1m 2f,Wendla,C T Keane,0,G M Lyons,6th,6 1/2 l,3,8-11,-,True,124,46
Curragh Racing Results | 29th June 2024 14:55,N/A,14:55,Yielding To Soft,1m 2f,Self Belief (IRE),W J Lee,0,W McCreery,5th,3 l,5,9-12,-,True,124,46
Curragh Racing Results | 29th June 2024 14:55,N/A,14:55,Yielding To Soft,1m 2f,Bolster,C D Hayes,0,K R Burke,4th,3/4 l,4,9-9,-,True,124,46
Curragh Racing Results | 29th June 2024 14:55,N/A,14:55,Yielding To Soft,1m 2f,Ecureuil Secret (FR),J A Heffernan,0,E J O'Grady,3rd,4 1/2 l,3,8-11,-,True,124,46
Curragh Racing Results | 29th June 2024 14:55,N/A,14:55,Yielding To Soft,1m 2f,Trustyourinstinct (IRE),D McMonagle,0,J P O'Brien,2nd,Neck,4,9-9,-,True,124,46
Curragh Racing Results | 29th June 2024 14:55,N/A,14:55,Yielding To Soft,1m 2f,Jan Brueghel (IRE),R L Moore,0,A P O'Brien,1st,N/A,3,8-11,-,True,124,46
Curragh Racing Results | 29th June 2024 14:55,N/A,14:55,Yielding To Soft,1m 2f,Chazzesmee (IRE),J M Sheridan,0,J A Stack,8th,14 l,6,9-9,-,True,124,46
Curragh Racing Results | 29th June 2024 14:55,N/A,14:55,Yielding To Soft,1m 2f,Empress Of Beauty (FR),S Foley,0,H De Bromhead,7th,8 1/2 l,4,9-6,-,True,124,46
Curragh Racing Results | 29th June 2024 14:55,N/A,14:55,Yielding To Soft,1m 2f,Wendla,C T Keane,0,G M Lyons,6th,6 1/2 l,3,8-11,-,True,124,46
Curragh Racing Results | 29th June 2024 14:55,N/A,14:55,Yielding To Soft,1m 2f,Self Belief (IRE),W J Lee,0,W McCreery,5th,3 l,5,9-12,-,True,124,46
Curragh Racing Results | 29th June 2024 14:55,N/A,14:55,Yielding To Soft,1m 2f,Bolster,C D Hayes,0,K R Burke,4th,3/4 l,4,9-9,-,True,124,46
Curragh Racing Results | 29th June 2024 14:55,N/A,14:55,Yielding To Soft,1m 2f,Ecureuil Secret (FR),J A Heffernan,0,E J O'Grady,3rd,4 1/2 l,3,8-11,-,True,124,46
Curragh Racing Results | 29th June 2024 14:55,N/A,14:55,Yielding To Soft,1m 2f,Trustyourinstinct (IRE),D McMonagle,0,J P O'Brien,2nd,Neck,4,9-9,-,True,124,46
Curragh Racing Results | 29th June 2024 14:55,N/A,14:55,Yielding To Soft,1m 2f,Jan Brueghel (IRE),R L Moore,0,A P O'Brien,1st,N/A,3,8-11,-,True,124,46
Curragh Racing Results | 29th June 2024 15:30,N/A,15:30,Yielding To Soft,1m 2f,Francophone,J Fanning,0,C Johnston,8th,4 1/2 l,3,9-0,-,True,124,47
Curragh Racing Results | 29th June 2024 15:30,N/A,15:30,Yielding To Soft,1m 2f,Maxux (IRE),M P Sheehy,0,J P O'Brien,7th,3 1/2 l,4,9-12,-,True,124,47
Curragh Racing Results | 29th June 2024 15:30,N/A,15:30,Yielding To Soft,1m 2f,Tasmania (GER),L Morris,0,Sir Mark Prescott,6th,3/4 l,4,9-12,-,True,124,47
Curragh Racing Results | 29th June 2024 15:30,N/A,15:30,Yielding To Soft,1m 2f,Stay Alert,D Egan,0,H Morrison,5th,3 1/2 l,5,9-12t,-,True,124,47
Curragh Racing Results | 29th June 2024 15:30,N/A,15:30,Yielding To Soft,1m 2f,Lumiere Rock (IRE),D McMonagle,0,J P O'Brien,4th,2 3/4 l,4,9-12p,-,True,124,47
Curragh Racing Results | 29th June 2024 15:30,N/A,15:30,Yielding To Soft,1m 2f,Content (IRE),R L Moore,0,A P O'Brien,3rd,3 3/4 l,3,9-0,-,True,124,47
Curragh Racing Results | 29th June 2024 15:30,N/A,15:30,Yielding To Soft,1m 2f,Emily Upjohn,K Shoemark,0,J & T Gosden,2nd,1/2 l,5,9-12h,-,True,124,47
Curragh Racing Results | 29th June 2024 15:30,N/A,15:30,Yielding To Soft,1m 2f,Bluestocking,R G Ryan,0,R M Beckett,1st,N/A,4,9-12,-,True,124,47
Curragh Racing Results | 29th June 2024 15:30,N/A,15:30,Yielding To Soft,1m 2f,Francophone,J Fanning,0,C Johnston,8th,4 1/2 l,3,9-0,-,True,124,47
Curragh Racing Results | 29th June 2024 15:30,N/A,15:30,Yielding To Soft,1m 2f,Maxux (IRE),M P Sheehy,0,J P O'Brien,7th,3 1/2 l,4,9-12,-,True,124,47
Curragh Racing Results | 29th June 2024 15:30,N/A,15:30,Yielding To Soft,1m 2f,Tasmania (GER),L Morris,0,Sir Mark Prescott,6th,3/4 l,4,9-12,-,True,124,47
Curragh Racing Results | 29th June 2024 15:30,N/A,15:30,Yielding To Soft,1m 2f,Stay Alert,D Egan,0,H Morrison,5th,3 1/2 l,5,9-12t,-,True,124,47
Curragh Racing Results | 29th June 2024 15:30,N/A,15:30,Yielding To Soft,1m 2f,Lumiere Rock (IRE),D McMonagle,0,J P O'Brien,4th,2 3/4 l,4,9-12p,-,True,124,47
Curragh Racing Results | 29th June 2024 15:30,N/A,15:30,Yielding To Soft,1m 2f,Content (IRE),R L Moore,0,A P O'Brien,3rd,3 3/4 l,3,9-0,-,True,124,47
Curragh Racing Results | 29th June 2024 15:30,N/A,15:30,Yielding To Soft,1m 2f,Emily Upjohn,K Shoemark,0,J & T Gosden,2nd,1/2 l,5,9-12h,-,True,124,47
Curragh Racing Results | 29th June 2024 15:30,N/A,15:30,Yielding To Soft,1m 2f,Bluestocking,R G Ryan,0,R M Beckett,1st,N/A,4,9-12,-,True,124,47
Curragh Racing Results | 29th June 2024 16:05,N/A,16:05,Yielding To Soft,1m 2f,Bold Approach (IRE),Gabriella Hill,7,J S Bolger,NR,N/A,8,8-13tp,69,True,124,48
Curragh Racing Results | 29th June 2024 16:05,N/A,16:05,Yielding To Soft,1m 2f,Soaring Monarch (IRE),Miss A B O'Connor,3,Alan McIntyre,NR,N/A,7,10-1,85,True,124,48
Curragh Racing Results | 29th June 2024 16:05,N/A,16:05,Yielding To Soft,1m 2f,Letiza (IRE),Chloe Byrne,7,Thomas Dowling,NR,N/A,4,9-4p1,74,True,124,48
Curragh Racing Results | 29th June 2024 16:05,N/A,16:05,Yielding To Soft,1m 2f,Serienmond (GER),Miss A Hourigan,7,A Mullins,11th,11 l,4,9-7,77,True,124,48
Curragh Racing Results | 29th June 2024 16:05,N/A,16:05,Yielding To Soft,1m 2f,The Black Tiger (USA),Miss H M Smullen,0,Ms F M Crowley,10th,3 3/4 l,4,9-11,81,True,124,48
Curragh Racing Results | 29th June 2024 16:05,N/A,16:05,Yielding To Soft,1m 2f,Jungle Cove (IRE),Siobhan Rutledge,3,Mrs J Harrington,9th,1/2 l,7,9-13p,83,True,124,48
Curragh Racing Results | 29th June 2024 16:05,N/A,16:05,Yielding To Soft,1m 2f,Bialystok (IRE),Miss J Townend,3,W P Mullins,8th,1 1/2 l,6,10-8,92,True,124,48
Curragh Racing Results | 29th June 2024 16:05,N/A,16:05,Yielding To Soft,1m 2f,Snapius (IRE),Neve Bennett,7,J Nash,7th,1 l,5,9-0b,70,True,124,48
Curragh Racing Results | 29th June 2024 16:05,N/A,16:05,Yielding To Soft,1m 2f,Good Heavens (IRE),Rachael Blackmore,0,J P O'Brien,6th,Short Head,5,10-10t,94,True,124,48
Curragh Racing Results | 29th June 2024 16:05,N/A,16:05,Yielding To Soft,1m 2f,San Martino (IRE),Aileen O'Sullivan,7,S Millar,5th,4 3/4 l,6,8-10,66,True,124,48
Curragh Racing Results | 29th June 2024 16:05,N/A,16:05,Yielding To Soft,1m 2f,God Knows (IRE),R Donaghue-Leahy,7,R Brabazon,4th,2 l,5,9-6,76,True,124,48
Curragh Racing Results | 29th June 2024 16:05,N/A,16:05,Yielding To Soft,1m 2f,Joe Masseria (IRE),Miss A B O'Connor,3,H D McGuigan,3rd,5 1/2 l,5,9-9p,79,True,124,48
Curragh Racing Results | 29th June 2024 16:05,N/A,16:05,Yielding To Soft,1m 2f,Scholarship (IRE),Miss G Benson,7,Gerard O'Leary,2nd,1/2 l,4,10-0b,84,True,124,48
Curragh Racing Results | 29th June 2024 16:05,N/A,16:05,Yielding To Soft,1m 2f,Set Point (IRE),Miss S A Carter,7,G Elliott,1st,N/A,6,9-6p,76,True,124,48
Curragh Racing Results | 29th June 2024 16:05,N/A,16:05,Yielding To Soft,1m 2f,Bold Approach (IRE),Gabriella Hill,7,J S Bolger,NR,N/A,8,8-13tp,69,True,124,48
Curragh Racing Results | 29th June 2024 16:05,N/A,16:05,Yielding To Soft,1m 2f,Soaring Monarch (IRE),Miss A B O'Connor,3,Alan McIntyre,NR,N/A,7,10-1,85,True,124,48
Curragh Racing Results | 29th June 2024 16:05,N/A,16:05,Yielding To Soft,1m 2f,Letiza (IRE),Chloe Byrne,7,Thomas Dowling,NR,N/A,4,9-4p1,74,True,124,48
Curragh Racing Results | 29th June 2024 16:05,N/A,16:05,Yielding To Soft,1m 2f,Serienmond (GER),Miss A Hourigan,7,A Mullins,11th,11 l,4,9-7,77,True,124,48
Curragh Racing Results | 29th June 2024 16:05,N/A,16:05,Yielding To Soft,1m 2f,The Black Tiger (USA),Miss H M Smullen,0,Ms F M Crowley,10th,3 3/4 l,4,9-11,81,True,124,48
Curragh Racing Results | 29th June 2024 16:05,N/A,16:05,Yielding To Soft,1m 2f,Jungle Cove (IRE),Siobhan Rutledge,3,Mrs J Harrington,9th,1/2 l,7,9-13p,83,True,124,48
Curragh Racing Results | 29th June 2024 16:05,N/A,16:05,Yielding To Soft,1m 2f,Bialystok (IRE),Miss J Townend,3,W P Mullins,8th,1 1/2 l,6,10-8,92,True,124,48
Curragh Racing Results | 29th June 2024 16:05,N/A,16:05,Yielding To Soft,1m 2f,Snapius (IRE),Neve Bennett,7,J Nash,7th,1 l,5,9-0b,70,True,124,48
Curragh Racing Results | 29th June 2024 16:05,N/A,16:05,Yielding To Soft,1m 2f,Good Heavens (IRE),Rachael Blackmore,0,J P O'Brien,6th,Short Head,5,10-10t,94,True,124,48
Curragh Racing Results | 29th June 2024 16:05,N/A,16:05,Yielding To Soft,1m 2f,San Martino (IRE),Aileen O'Sullivan,7,S Millar,5th,4 3/4 l,6,8-10,66,True,124,48
Curragh Racing Results | 29th June 2024 16:05,N/A,16:05,Yielding To Soft,1m 2f,God Knows (IRE),R Donaghue-Leahy,7,R Brabazon,4th,2 l,5,9-6,76,True,124,48
Curragh Racing Results | 29th June 2024 16:05,N/A,16:05,Yielding To Soft,1m 2f,Joe Masseria (IRE),Miss A B O'Connor,3,H D McGuigan,3rd,5 1/2 l,5,9-9p,79,True,124,48
Curragh Racing Results | 29th June 2024 16:05,N/A,16:05,Yielding To Soft,1m 2f,Scholarship (IRE),Miss G Benson,7,Gerard O'Leary,2nd,1/2 l,4,10-0b,84,True,124,48
Curragh Racing Results | 29th June 2024 16:05,N/A,16:05,Yielding To Soft,1m 2f,Set Point (IRE),Miss S A Carter,7,G Elliott,1st,N/A,6,9-6p,76,True,124,48
Curragh Racing Results | 29th June 2024 16:40,N/A,16:40,Yielding To Soft,1m,Cayo Pirata (IRE),J M Sheridan,0,A Murray,13th,1 l,3,9-8,-,True,124,49
Curragh Racing Results | 29th June 2024 16:40,N/A,16:40,Yielding To Soft,1m,Purrrfect Timing (IRE),R P Cleary,0,C Timmons,12th,6 1/2 l,4,10-4v1,-,True,124,49
Curragh Racing Results | 29th June 2024 16:40,N/A,16:40,Yielding To Soft,1m,Reclaim,H J Horgan,5,J Feane,11th,1/2 l,4,10-4,-,True,124,49
Curragh Racing Results | 29th June 2024 16:40,N/A,16:40,Yielding To Soft,1m,Seurat (IRE),D E Sheehy,0,W T Farrell,10th,Neck,3,9-8,-,True,124,49
Curragh Racing Results | 29th June 2024 16:40,N/A,16:40,Yielding To Soft,1m,Sibari (IRE),P A Harnett,5,Donnacha O'Brien,9th,3 1/4 l,3,9-8p1,-,True,124,49
Curragh Racing Results | 29th June 2024 16:40,N/A,16:40,Yielding To Soft,1m,Gandolfo (IRE),C T Keane,0,N Meade,8th,1 1/4 l,3,9-8tb,-,True,124,49
Curragh Racing Results | 29th June 2024 16:40,N/A,16:40,Yielding To Soft,1m,Judge Me Not (IRE),B M Coen,0,J P Murtagh,7th,1 3/4 l,3,9-8p1,-,True,124,49
Curragh Racing Results | 29th June 2024 16:40,N/A,16:40,Yielding To Soft,1m,Lucky Melody (IRE),S Foley,0,Mrs J Harrington,6th,1/2 l,3,9-3,-,True,124,49
Curragh Racing Results | 29th June 2024 16:40,N/A,16:40,Yielding To Soft,1m,El Regalo (IRE),R P Whelan,0,E Mullins,5th,Short Head,3,9-8,-,True,124,49
Curragh Racing Results | 29th June 2024 16:40,N/A,16:40,Yielding To Soft,1m,Next Trick (IRE),C D Hayes,0,D K Weld,4th,1 3/4 l,3,9-3,-,True,124,49
Curragh Racing Results | 29th June 2024 16:40,N/A,16:40,Yielding To Soft,1m,Lucky Out (IRE),J A Heffernan,0,T Mullins,3rd,3 l,3,9-3,-,True,124,49
Curragh Racing Results | 29th June 2024 16:40,N/A,16:40,Yielding To Soft,1m,Tango Five (IRE),R C Colgan,0,Cian Hughes,2nd,9 l,3,9-8,-,True,124,49
Curragh Racing Results | 29th June 2024 16:40,N/A,16:40,Yielding To Soft,1m,Galen,D McMonagle,0,J P O'Brien,1st,N/A,3,9-8,-,True,124,49
Curragh Racing Results | 29th June 2024 16:40,N/A,16:40,Yielding To Soft,1m,Cayo Pirata (IRE),J M Sheridan,0,A Murray,13th,1 l,3,9-8,-,True,124,49
Curragh Racing Results | 29th June 2024 16:40,N/A,16:40,Yielding To Soft,1m,Purrrfect Timing (IRE),R P Cleary,0,C Timmons,12th,6 1/2 l,4,10-4v1,-,True,124,49
Curragh Racing Results | 29th June 2024 16:40,N/A,16:40,Yielding To Soft,1m,Reclaim,H J Horgan,5,J Feane,11th,1/2 l,4,10-4,-,True,124,49
