track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Kilbeggan Racing Results | 16th May 2025 19:40,N/A,19:40,Good (Good To Yielding In Places),2m 4f 90y,Hand Over Fist (FR),M P O'Connor,0,H De Bromhead,6th,3 3/4 l,8,11-1p,115,True,175,18
Kilbeggan Racing Results | 16th May 2025 19:40,N/A,19:40,Good (Good To Yielding In Places),2m 4f 90y,Bocelli's Voice (IRE),B W Harvey,0,D A McLoughlin,5th,14 l,9,11-0tp,114,True,175,18
Kilbeggan Racing Results | 16th May 2025 19:40,N/A,19:40,Good (Good To Yielding In Places),2m 4f 90y,Prince Zaltar (FR),T Power Roche,5,P J Rothwell,4th,Head,8,10-7,107,True,175,18
Kilbeggan Racing Results | 16th May 2025 19:40,N/A,19:40,Good (Good To Yielding In Places),2m 4f 90y,Aeros Luck (IRE),K M Donoghue,0,G P Cromwell,3rd,2 1/2 l,6,11-12t,126,True,175,18
Kilbeggan Racing Results | 16th May 2025 19:40,N/A,19:40,Good (Good To Yielding In Places),2m 4f 90y,General Clermont (FR),G Brouder,3,D E Fitzgerald,2nd,12 l,9,10-12,112,True,175,18
Kilbeggan Racing Results | 16th May 2025 19:40,N/A,19:40,Good (Good To Yielding In Places),2m 4f 90y,Marv Michael (IRE),D J O'Keeffe,0,H De Bromhead,1st,N/A,7,11-6tp,120,True,175,18
Kilbeggan Racing Results | 16th May 2025 19:40,N/A,19:40,Good (Good To Yielding In Places),2m 4f 90y,Good As Hell (IRE),Niall Moore,5,P Fenton,11th,32 l,10,11-12b,126,True,175,18
Kilbeggan Racing Results | 16th May 2025 19:40,N/A,19:40,Good (Good To Yielding In Places),2m 4f 90y,Lake Chad (IRE),B Hayes,0,P Fenton,10th,44 l,10,11-2b,116,True,175,18
Kilbeggan Racing Results | 16th May 2025 19:40,N/A,19:40,Good (Good To Yielding In Places),2m 4f 90y,The Dasher Conway (IRE),D Meyler,0,Mrs G Callaghan,9th,Head,10,11-11,125,True,175,18
Kilbeggan Racing Results | 16th May 2025 19:40,N/A,19:40,Good (Good To Yielding In Places),2m 4f 90y,Rainbow Trail (FR),J Smith,5,G Elliott,8th,3 1/4 l,7,11-12,126,True,175,18
Kilbeggan Racing Results | 16th May 2025 19:40,N/A,19:40,Good (Good To Yielding In Places),2m 4f 90y,Miss Oreo (IRE),P Hanlon,7,J J Hanlon,7th,1/2 l,7,10-4h,104,True,175,18
Kilbeggan Racing Results | 16th May 2025 19:40,N/A,19:40,Good (Good To Yielding In Places),2m 4f 90y,Hand Over Fist (FR),M P O'Connor,0,H De Bromhead,6th,3 3/4 l,8,11-1p,115,True,175,18
Kilbeggan Racing Results | 16th May 2025 19:40,N/A,19:40,Good (Good To Yielding In Places),2m 4f 90y,Bocelli's Voice (IRE),B W Harvey,0,D A McLoughlin,5th,14 l,9,11-0tp,114,True,175,18
Kilbeggan Racing Results | 16th May 2025 19:40,N/A,19:40,Good (Good To Yielding In Places),2m 4f 90y,Prince Zaltar (FR),T Power Roche,5,P J Rothwell,4th,Head,8,10-7,107,True,175,18
Kilbeggan Racing Results | 16th May 2025 19:40,N/A,19:40,Good (Good To Yielding In Places),2m 4f 90y,Aeros Luck (IRE),K M Donoghue,0,G P Cromwell,3rd,2 1/2 l,6,11-12t,126,True,175,18
Kilbeggan Racing Results | 16th May 2025 19:40,N/A,19:40,Good (Good To Yielding In Places),2m 4f 90y,General Clermont (FR),G Brouder,3,D E Fitzgerald,2nd,12 l,9,10-12,112,True,175,18
Kilbeggan Racing Results | 16th May 2025 19:40,N/A,19:40,Good (Good To Yielding In Places),2m 4f 90y,Marv Michael (IRE),D J O'Keeffe,0,H De Bromhead,1st,N/A,7,11-6tp,120,True,175,18
Kilbeggan Racing Results | 16th May 2025 20:15,N/A,20:15,Good (Good To Yielding In Places) ace (Turf),2m 3f,Brownes Cross (IRE),Mr D McGill,7,D A McLoughlin,7th,18 l,6,12-0,-,True,175,19
Kilbeggan Racing Results | 16th May 2025 20:15,N/A,20:15,Good (Good To Yielding In Places) ace (Turf),2m 3f,Le Roi Du Livet (FR),J P O'Neill,7,P Fenton,6th,1 1/2 l,4,11-8,-,True,175,19
Kilbeggan Racing Results | 16th May 2025 20:15,N/A,20:15,Good (Good To Yielding In Places) ace (Turf),2m 3f,Take Chance (FR),Mr F R Buckley,7,J C McConnell,5th,3 1/4 l,5,12-0,-,True,175,19
Kilbeggan Racing Results | 16th May 2025 20:15,N/A,20:15,Good (Good To Yielding In Places) ace (Turf),2m 3f,Crohan Lady (IRE),Mr C J Shine,7,J G Lonergan,4th,3/4 l,7,11-7t,-,True,175,19
Kilbeggan Racing Results | 16th May 2025 20:15,N/A,20:15,Good (Good To Yielding In Places) ace (Turf),2m 3f,South Of Killerig (IRE),T P Harney,7,R O'Sullivan,3rd,3 1/4 l,5,12-0,-,True,175,19
Kilbeggan Racing Results | 16th May 2025 20:15,N/A,20:15,Good (Good To Yielding In Places) ace (Turf),2m 3f,Stede Bonnet (IRE),Mr H C Swan,0,G Elliott,2nd,3/4 l,4,11-8,-,True,175,19
Kilbeggan Racing Results | 16th May 2025 20:15,N/A,20:15,Good (Good To Yielding In Places) ace (Turf),2m 3f,Minella Emperor (IRE),Mr M J O'Neill,7,E Mullins,1st,N/A,6,12-0,-,True,175,19
Kilbeggan Racing Results | 16th May 2025 20:15,N/A,20:15,Good (Good To Yielding In Places) ace (Turf),2m 3f,Brownes Cross (IRE),Mr D McGill,7,D A McLoughlin,7th,18 l,6,12-0,-,True,175,19
Kilbeggan Racing Results | 16th May 2025 20:15,N/A,20:15,Good (Good To Yielding In Places) ace (Turf),2m 3f,Le Roi Du Livet (FR),J P O'Neill,7,P Fenton,6th,1 1/2 l,4,11-8,-,True,175,19
Kilbeggan Racing Results | 16th May 2025 20:15,N/A,20:15,Good (Good To Yielding In Places) ace (Turf),2m 3f,Take Chance (FR),Mr F R Buckley,7,J C McConnell,5th,3 1/4 l,5,12-0,-,True,175,19
Kilbeggan Racing Results | 16th May 2025 20:15,N/A,20:15,Good (Good To Yielding In Places) ace (Turf),2m 3f,Crohan Lady (IRE),Mr C J Shine,7,J G Lonergan,4th,3/4 l,7,11-7t,-,True,175,19
Kilbeggan Racing Results | 16th May 2025 20:15,N/A,20:15,Good (Good To Yielding In Places) ace (Turf),2m 3f,South Of Killerig (IRE),T P Harney,7,R O'Sullivan,3rd,3 1/4 l,5,12-0,-,True,175,19
Kilbeggan Racing Results | 16th May 2025 20:15,N/A,20:15,Good (Good To Yielding In Places) ace (Turf),2m 3f,Stede Bonnet (IRE),Mr H C Swan,0,G Elliott,2nd,3/4 l,4,11-8,-,True,175,19
Kilbeggan Racing Results | 16th May 2025 20:15,N/A,20:15,Good (Good To Yielding In Places) ace (Turf),2m 3f,Minella Emperor (IRE),Mr M J O'Neill,7,E Mullins,1st,N/A,6,12-0,-,True,175,19
Leopardstown Racing Results | 16th May 2025 17:05,N/A,17:05,Good (Good To Firm In Places),7f 52y,Sursum Corda (IRE),C D Hayes,0,David J Geary,6th,Neck,2,9-2,-,True,175,20
Leopardstown Racing Results | 16th May 2025 17:05,N/A,17:05,Good (Good To Firm In Places),7f 52y,Star Chamber,C T Keane,0,G M Lyons,5th,1 1/2 l,2,9-7,-,True,175,20
Leopardstown Racing Results | 16th May 2025 17:05,N/A,17:05,Good (Good To Firm In Places),7f 52y,Estoublon (IRE),D P McDonogh,0,J P O'Brien,4th,Nose,2,9-7,-,True,175,20
Leopardstown Racing Results | 16th May 2025 17:05,N/A,17:05,Good (Good To Firm In Places),7f 52y,Ipanema Beach (IRE),G M Ryan,0,Donnacha O'Brien,3rd,4 1/2 l,2,9-7,-,True,175,20
Leopardstown Racing Results | 16th May 2025 17:05,N/A,17:05,Good (Good To Firm In Places),7f 52y,Thesecretadversary (IRE),J A Heffernan,0,J A Stack,2nd,3/4 l,2,9-7,-,True,175,20
Leopardstown Racing Results | 16th May 2025 17:05,N/A,17:05,Good (Good To Firm In Places),7f 52y,Italy,W M Lordan,0,A P O'Brien,1st,N/A,2,9-7,-,True,175,20
Leopardstown Racing Results | 16th May 2025 17:05,N/A,17:05,Good (Good To Firm In Places),7f 52y,Sursum Corda (IRE),C D Hayes,0,David J Geary,6th,Neck,2,9-2,-,True,175,20
Leopardstown Racing Results | 16th May 2025 17:05,N/A,17:05,Good (Good To Firm In Places),7f 52y,Star Chamber,C T Keane,0,G M Lyons,5th,1 1/2 l,2,9-7,-,True,175,20
Leopardstown Racing Results | 16th May 2025 17:05,N/A,17:05,Good (Good To Firm In Places),7f 52y,Estoublon (IRE),D P McDonogh,0,J P O'Brien,4th,Nose,2,9-7,-,True,175,20
Leopardstown Racing Results | 16th May 2025 17:05,N/A,17:05,Good (Good To Firm In Places),7f 52y,Ipanema Beach (IRE),G M Ryan,0,Donnacha O'Brien,3rd,4 1/2 l,2,9-7,-,True,175,20
Leopardstown Racing Results | 16th May 2025 17:05,N/A,17:05,Good (Good To Firm In Places),7f 52y,Thesecretadversary (IRE),J A Heffernan,0,J A Stack,2nd,3/4 l,2,9-7,-,True,175,20
Leopardstown Racing Results | 16th May 2025 17:05,N/A,17:05,Good (Good To Firm In Places),7f 52y,Italy,W M Lordan,0,A P O'Brien,1st,N/A,2,9-7,-,True,175,20
Leopardstown Racing Results | 16th May 2025 17:40,N/A,17:40,Good (Good To Firm In Places),1m,Anchors Away (IRE),L F Roche,0,M G Quinn,17th,1 l,3,9-8,-,True,175,21
Leopardstown Racing Results | 16th May 2025 17:40,N/A,17:40,Good (Good To Firm In Places),1m,Al Rojo Vivo (IRE),R P Cleary,0,Miss Jennifer Anne Lynch,16th,1 1/4 l,3,9-3,-,True,175,21
Leopardstown Racing Results | 16th May 2025 17:40,N/A,17:40,Good (Good To Firm In Places),1m,Chipsrdown (IRE),A J Slattery,0,A Slattery,15th,1 1/4 l,3,9-3,-,True,175,21
Leopardstown Racing Results | 16th May 2025 17:40,N/A,17:40,Good (Good To Firm In Places),1m,Givehertilxmas (IRE),J A Heffernan,0,G Keane,14th,1/2 l,3,9-3,-,True,175,21
Leopardstown Racing Results | 16th May 2025 17:40,N/A,17:40,Good (Good To Firm In Places),1m,Lynns Dash (IRE),K G Kennedy,5,M Fahey,13th,1/2 l,3,9-3,-,True,175,21
Leopardstown Racing Results | 16th May 2025 17:40,N/A,17:40,Good (Good To Firm In Places),1m,Immortal Jock (IRE),B M Coen,0,A Oliver,12th,2 1/2 l,3,9-8,-,True,175,21
Leopardstown Racing Results | 16th May 2025 17:40,N/A,17:40,Good (Good To Firm In Places),1m,Royal Belief (IRE),N M Crosse,0,John O'Donoghue,11th,1 l,3,9-8,-,True,175,21
Leopardstown Racing Results | 16th May 2025 17:40,N/A,17:40,Good (Good To Firm In Places),1m,Dahoma (IRE),D P McDonogh,0,J P O'Brien,10th,Head,3,9-8,78,True,175,21
Leopardstown Racing Results | 16th May 2025 17:40,N/A,17:40,Good (Good To Firm In Places),1m,Self Charging (IRE),R Coakley,0,J S Bolger,9th,Head,3,9-3,-,True,175,21
Leopardstown Racing Results | 16th May 2025 17:40,N/A,17:40,Good (Good To Firm In Places),1m,Lauderdale King (IRE),J S Dalton,10,J M Burke,8th,2 1/4 l,3,9-8,-,True,175,21
Leopardstown Racing Results | 16th May 2025 17:40,N/A,17:40,Good (Good To Firm In Places),1m,Restful (IRE),C D Hayes,0,D K Weld,7th,1 1/4 l,3,9-3p,78,True,175,21
Leopardstown Racing Results | 16th May 2025 17:40,N/A,17:40,Good (Good To Firm In Places),1m,Summer Island (USA),D W O'Connor,0,J C McConnell,6th,Neck,3,9-8,-,True,175,21
Leopardstown Racing Results | 16th May 2025 17:40,N/A,17:40,Good (Good To Firm In Places),1m,Echinacea,R C Colgan,0,Kevin Coleman,5th,1 3/4 l,3,9-3,-,True,175,21
Leopardstown Racing Results | 16th May 2025 17:40,N/A,17:40,Good (Good To Firm In Places),1m,Hopes Are High (IRE),C T Keane,0,J J Murphy,4th,Short Head,3,9-8,80,True,175,21
Leopardstown Racing Results | 16th May 2025 17:40,N/A,17:40,Good (Good To Firm In Places),1m,Senna's Girl (IRE),G M Ryan,0,D Dias,3rd,6 l,3,9-3,80,True,175,21
Leopardstown Racing Results | 16th May 2025 17:40,N/A,17:40,Good (Good To Firm In Places),1m,Jet Black Jewel (IRE),W J Lee,0,W McCreery,2nd,1/2 l,3,9-3,-,True,175,21
Leopardstown Racing Results | 16th May 2025 17:40,N/A,17:40,Good (Good To Firm In Places),1m,Banner Beauty (IRE),R Whearty,3,E Buckley,1st,N/A,3,9-3,-,True,175,21
Leopardstown Racing Results | 16th May 2025 17:40,N/A,17:40,Good (Good To Firm In Places),1m,Anchors Away (IRE),L F Roche,0,M G Quinn,17th,1 l,3,9-8,-,True,175,21
Leopardstown Racing Results | 16th May 2025 17:40,N/A,17:40,Good (Good To Firm In Places),1m,Al Rojo Vivo (IRE),R P Cleary,0,Miss Jennifer Anne Lynch,16th,1 1/4 l,3,9-3,-,True,175,21
Leopardstown Racing Results | 16th May 2025 17:40,N/A,17:40,Good (Good To Firm In Places),1m,Chipsrdown (IRE),A J Slattery,0,A Slattery,15th,1 1/4 l,3,9-3,-,True,175,21
Leopardstown Racing Results | 16th May 2025 17:40,N/A,17:40,Good (Good To Firm In Places),1m,Givehertilxmas (IRE),J A Heffernan,0,G Keane,14th,1/2 l,3,9-3,-,True,175,21
Leopardstown Racing Results | 16th May 2025 17:40,N/A,17:40,Good (Good To Firm In Places),1m,Lynns Dash (IRE),K G Kennedy,5,M Fahey,13th,1/2 l,3,9-3,-,True,175,21
Leopardstown Racing Results | 16th May 2025 17:40,N/A,17:40,Good (Good To Firm In Places),1m,Immortal Jock (IRE),B M Coen,0,A Oliver,12th,2 1/2 l,3,9-8,-,True,175,21
Leopardstown Racing Results | 16th May 2025 17:40,N/A,17:40,Good (Good To Firm In Places),1m,Royal Belief (IRE),N M Crosse,0,John O'Donoghue,11th,1 l,3,9-8,-,True,175,21
Leopardstown Racing Results | 16th May 2025 17:40,N/A,17:40,Good (Good To Firm In Places),1m,Dahoma (IRE),D P McDonogh,0,J P O'Brien,10th,Head,3,9-8,78,True,175,21
Leopardstown Racing Results | 16th May 2025 17:40,N/A,17:40,Good (Good To Firm In Places),1m,Self Charging (IRE),R Coakley,0,J S Bolger,9th,Head,3,9-3,-,True,175,21
Leopardstown Racing Results | 16th May 2025 17:40,N/A,17:40,Good (Good To Firm In Places),1m,Lauderdale King (IRE),J S Dalton,10,J M Burke,8th,2 1/4 l,3,9-8,-,True,175,21
Leopardstown Racing Results | 16th May 2025 17:40,N/A,17:40,Good (Good To Firm In Places),1m,Restful (IRE),C D Hayes,0,D K Weld,7th,1 1/4 l,3,9-3p,78,True,175,21
Leopardstown Racing Results | 16th May 2025 17:40,N/A,17:40,Good (Good To Firm In Places),1m,Summer Island (USA),D W O'Connor,0,J C McConnell,6th,Neck,3,9-8,-,True,175,21
Leopardstown Racing Results | 16th May 2025 17:40,N/A,17:40,Good (Good To Firm In Places),1m,Echinacea,R C Colgan,0,Kevin Coleman,5th,1 3/4 l,3,9-3,-,True,175,21
Leopardstown Racing Results | 16th May 2025 17:40,N/A,17:40,Good (Good To Firm In Places),1m,Hopes Are High (IRE),C T Keane,0,J J Murphy,4th,Short Head,3,9-8,80,True,175,21
Leopardstown Racing Results | 16th May 2025 17:40,N/A,17:40,Good (Good To Firm In Places),1m,Senna's Girl (IRE),G M Ryan,0,D Dias,3rd,6 l,3,9-3,80,True,175,21
Leopardstown Racing Results | 16th May 2025 17:40,N/A,17:40,Good (Good To Firm In Places),1m,Jet Black Jewel (IRE),W J Lee,0,W McCreery,2nd,1/2 l,3,9-3,-,True,175,21
Leopardstown Racing Results | 16th May 2025 17:40,N/A,17:40,Good (Good To Firm In Places),1m,Banner Beauty (IRE),R Whearty,3,E Buckley,1st,N/A,3,9-3,-,True,175,21
Leopardstown Racing Results | 16th May 2025 18:13,N/A,18:13,Good (Good To Firm In Places),1m,Glengarriff (IRE),Emily Grifferty,7,P Downey,19th,4 3/4 l,4,9-8,64,True,175,22
Leopardstown Racing Results | 16th May 2025 18:13,N/A,18:13,Good (Good To Firm In Places),1m,Pascalia (IRE),M W Hassett,0,N Meade,18th,12 l,5,9-7,63,True,175,22
Leopardstown Racing Results | 16th May 2025 18:13,N/A,18:13,Good (Good To Firm In Places),1m,Maharajjah (IRE),D J O'Connor,7,L Young,17th,6 l,4,9-8p,64,True,175,22
Leopardstown Racing Results | 16th May 2025 18:13,N/A,18:13,Good (Good To Firm In Places),1m,Brains (IRE),Nicola Burns,4,R Donohoe,16th,2 l,9,9-8tb,64,True,175,22
Leopardstown Racing Results | 16th May 2025 18:13,N/A,18:13,Good (Good To Firm In Places),1m,Pleasant Dawn (IRE),W Joyce,0,J S Bolger,15th,1 1/2 l,3,8-13,67,True,175,22
Leopardstown Racing Results | 16th May 2025 18:13,N/A,18:13,Good (Good To Firm In Places),1m,Pandion Power (IRE),C Geerdharry,7,J P Murtagh,14th,1 1/2 l,4,10-0,70,True,175,22
Leopardstown Racing Results | 16th May 2025 18:13,N/A,18:13,Good (Good To Firm In Places),1m,Rampage (IRE),Alyse Jane Clarke,7,T G McCourt,13th,3 1/2 l,6,9-12v,68,True,175,22
Leopardstown Racing Results | 16th May 2025 18:13,N/A,18:13,Good (Good To Firm In Places),1m,Notforalongtime,D S O'Sullivan,4,Laura Hourigan,12th,2 1/4 l,8,9-9b,65,True,175,22
Leopardstown Racing Results | 16th May 2025 18:13,N/A,18:13,Good (Good To Firm In Places),1m,Solomon Coop (IRE),Orla Tynan,7,M J Tynan,11th,1/2 l,4,9-13,69,True,175,22
Leopardstown Racing Results | 16th May 2025 18:13,N/A,18:13,Good (Good To Firm In Places),1m,My Vonnie (IRE),Neve Bennett,4,M Rice,10th,3/4 l,4,9-7,63,True,175,22
Leopardstown Racing Results | 16th May 2025 18:13,N/A,18:13,Good (Good To Firm In Places),1m,Finsceal Annie (IRE),J Kearney,0,Ciaran Murphy,9th,Neck,4,9-9tb,65,True,175,22
Leopardstown Racing Results | 16th May 2025 18:13,N/A,18:13,Good (Good To Firm In Places),1m,Amavasya (IRE),J Cleary,0,M C Grassick,8th,3/4 l,3,8-10,64,True,175,22
Leopardstown Racing Results | 16th May 2025 18:13,N/A,18:13,Good (Good To Firm In Places),1m,El Bello,H J Horgan,0,D Hogan,7th,1/2 l,6,9-8p,64,True,175,22
Leopardstown Racing Results | 16th May 2025 18:13,N/A,18:13,Good (Good To Firm In Places),1m,Heliogabalus (IRE),S A Wallace,7,S Byrne,6th,2 3/4 l,4,9-11p,67,True,175,22
Leopardstown Racing Results | 16th May 2025 18:13,N/A,18:13,Good (Good To Firm In Places),1m,Rockbury Lad,S Coen,4,M O'Callaghan,5th,1/2 l,6,10-0p,70,True,175,22
Leopardstown Racing Results | 16th May 2025 18:13,N/A,18:13,Good (Good To Firm In Places),1m,Paddydaddy (IRE),J Pietropaolo,7,A Oliver,4th,1 1/2 l,3,8-10t,64,True,175,22
Leopardstown Racing Results | 16th May 2025 18:13,N/A,18:13,Good (Good To Firm In Places),1m,James Henry (IRE),P A Harnett,0,M Fahey,3rd,3/4 l,6,9-10b,66,True,175,22
Leopardstown Racing Results | 16th May 2025 18:13,N/A,18:13,Good (Good To Firm In Places),1m,Alto Sax (IRE),K G Kennedy,0,Peter Fahey,2nd,3 l,4,9-8b,64,True,175,22
Leopardstown Racing Results | 16th May 2025 18:13,N/A,18:13,Good (Good To Firm In Places),1m,Summer Snow (IRE),P McGettigan,7,P Lawlor,1st,N/A,5,9-9,65,True,175,22
Leopardstown Racing Results | 16th May 2025 18:13,N/A,18:13,Good (Good To Firm In Places),1m,Glengarriff (IRE),Emily Grifferty,7,P Downey,19th,4 3/4 l,4,9-8,64,True,175,22
Leopardstown Racing Results | 16th May 2025 18:13,N/A,18:13,Good (Good To Firm In Places),1m,Pascalia (IRE),M W Hassett,0,N Meade,18th,12 l,5,9-7,63,True,175,22
Leopardstown Racing Results | 16th May 2025 18:13,N/A,18:13,Good (Good To Firm In Places),1m,Maharajjah (IRE),D J O'Connor,7,L Young,17th,6 l,4,9-8p,64,True,175,22
Leopardstown Racing Results | 16th May 2025 18:13,N/A,18:13,Good (Good To Firm In Places),1m,Brains (IRE),Nicola Burns,4,R Donohoe,16th,2 l,9,9-8tb,64,True,175,22
Leopardstown Racing Results | 16th May 2025 18:13,N/A,18:13,Good (Good To Firm In Places),1m,Pleasant Dawn (IRE),W Joyce,0,J S Bolger,15th,1 1/2 l,3,8-13,67,True,175,22
Leopardstown Racing Results | 16th May 2025 18:13,N/A,18:13,Good (Good To Firm In Places),1m,Pandion Power (IRE),C Geerdharry,7,J P Murtagh,14th,1 1/2 l,4,10-0,70,True,175,22
Leopardstown Racing Results | 16th May 2025 18:13,N/A,18:13,Good (Good To Firm In Places),1m,Rampage (IRE),Alyse Jane Clarke,7,T G McCourt,13th,3 1/2 l,6,9-12v,68,True,175,22
Leopardstown Racing Results | 16th May 2025 18:13,N/A,18:13,Good (Good To Firm In Places),1m,Notforalongtime,D S O'Sullivan,4,Laura Hourigan,12th,2 1/4 l,8,9-9b,65,True,175,22
Leopardstown Racing Results | 16th May 2025 18:13,N/A,18:13,Good (Good To Firm In Places),1m,Solomon Coop (IRE),Orla Tynan,7,M J Tynan,11th,1/2 l,4,9-13,69,True,175,22
Leopardstown Racing Results | 16th May 2025 18:13,N/A,18:13,Good (Good To Firm In Places),1m,My Vonnie (IRE),Neve Bennett,4,M Rice,10th,3/4 l,4,9-7,63,True,175,22
Leopardstown Racing Results | 16th May 2025 18:13,N/A,18:13,Good (Good To Firm In Places),1m,Finsceal Annie (IRE),J Kearney,0,Ciaran Murphy,9th,Neck,4,9-9tb,65,True,175,22
Leopardstown Racing Results | 16th May 2025 18:13,N/A,18:13,Good (Good To Firm In Places),1m,Amavasya (IRE),J Cleary,0,M C Grassick,8th,3/4 l,3,8-10,64,True,175,22
Leopardstown Racing Results | 16th May 2025 18:13,N/A,18:13,Good (Good To Firm In Places),1m,El Bello,H J Horgan,0,D Hogan,7th,1/2 l,6,9-8p,64,True,175,22
Leopardstown Racing Results | 16th May 2025 18:13,N/A,18:13,Good (Good To Firm In Places),1m,Heliogabalus (IRE),S A Wallace,7,S Byrne,6th,2 3/4 l,4,9-11p,67,True,175,22
Leopardstown Racing Results | 16th May 2025 18:13,N/A,18:13,Good (Good To Firm In Places),1m,Rockbury Lad,S Coen,4,M O'Callaghan,5th,1/2 l,6,10-0p,70,True,175,22
Leopardstown Racing Results | 16th May 2025 18:13,N/A,18:13,Good (Good To Firm In Places),1m,Paddydaddy (IRE),J Pietropaolo,7,A Oliver,4th,1 1/2 l,3,8-10t,64,True,175,22
Leopardstown Racing Results | 16th May 2025 18:13,N/A,18:13,Good (Good To Firm In Places),1m,James Henry (IRE),P A Harnett,0,M Fahey,3rd,3/4 l,6,9-10b,66,True,175,22
Leopardstown Racing Results | 16th May 2025 18:13,N/A,18:13,Good (Good To Firm In Places),1m,Alto Sax (IRE),K G Kennedy,0,Peter Fahey,2nd,3 l,4,9-8b,64,True,175,22
Leopardstown Racing Results | 16th May 2025 18:13,N/A,18:13,Good (Good To Firm In Places),1m,Summer Snow (IRE),P McGettigan,7,P Lawlor,1st,N/A,5,9-9,65,True,175,22
Leopardstown Racing Results | 16th May 2025 18:48,N/A,18:48,Good (Good To Firm In Places),1m 2f,Yes Oui Si (IRE),S Foley,0,Mrs J Harrington,UR,N/A,4,9-4,70,True,175,23
Leopardstown Racing Results | 16th May 2025 18:48,N/A,18:48,Good (Good To Firm In Places),1m 2f,Secret World (IRE),B M Coen,0,Gerard O'Leary,PU,N/A,4,9-8p,74,True,175,23
Leopardstown Racing Results | 16th May 2025 18:48,N/A,18:48,Good (Good To Firm In Places),1m 2f,Baltray Lady (IRE),D P McDonogh,0,J P O'Brien,9th,1 1/2 l,3,8-9,75,True,175,23
Leopardstown Racing Results | 16th May 2025 18:48,N/A,18:48,Good (Good To Firm In Places),1m 2f,Kashel Spring (IRE),W M Lordan,0,J P O'Brien,8th,3/4 l,3,8-7t1,73,True,175,23
Leopardstown Racing Results | 16th May 2025 18:48,N/A,18:48,Good (Good To Firm In Places),1m 2f,Pauline's Dream (IRE),L F Roche,0,R O'Sullivan,7th,Head,4,8-9t1,61,True,175,23
Leopardstown Racing Results | 16th May 2025 18:48,N/A,18:48,Good (Good To Firm In Places),1m 2f,Morning Approach (IRE),N M Crosse,0,W McCreery,6th,3/4 l,7,9-1,67,True,175,23
Leopardstown Racing Results | 16th May 2025 18:48,N/A,18:48,Good (Good To Firm In Places),1m 2f,Thatwilldoso (IRE),C T Keane,0,Kevin Coleman,5th,2 1/4 l,4,9-4,70,True,175,23
Leopardstown Racing Results | 16th May 2025 18:48,N/A,18:48,Good (Good To Firm In Places),1m 2f,Tiscommonknowledge (IRE),J A Heffernan,0,P Roche,4th,3 l,4,9-4,70,True,175,23
Leopardstown Racing Results | 16th May 2025 18:48,N/A,18:48,Good (Good To Firm In Places),1m 2f,Rain (GER),C D Hayes,0,E & P Harty,3rd,1 1/4 l,6,8-11,63,True,175,23
Leopardstown Racing Results | 16th May 2025 18:48,N/A,18:48,Good (Good To Firm In Places),1m 2f,Pepper Noir (IRE),J J G Ryan,3,J C McConnell,2nd,1 1/4 l,4,10-0,80,True,175,23
Leopardstown Racing Results | 16th May 2025 18:48,N/A,18:48,Good (Good To Firm In Places),1m 2f,Fortuna Vera (IRE),M W Hassett,5,J P O'Brien,1st,N/A,3,8-8,74,True,175,23
Leopardstown Racing Results | 16th May 2025 18:48,N/A,18:48,Good (Good To Firm In Places),1m 2f,Yes Oui Si (IRE),S Foley,0,Mrs J Harrington,UR,N/A,4,9-4,70,True,175,23
Leopardstown Racing Results | 16th May 2025 18:48,N/A,18:48,Good (Good To Firm In Places),1m 2f,Secret World (IRE),B M Coen,0,Gerard O'Leary,PU,N/A,4,9-8p,74,True,175,23
