track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Wexford Racing Results | 17th May 2025 15:00,N/A,15:00,Good (Good To Yielding In Places),2m 4f,Miss Lia (IRE),T Power Roche,5,P J Rothwell,6th,3 1/2 l,5,10-8p1,90,True,175,36
Wexford Racing Results | 17th May 2025 15:00,N/A,15:00,Good (Good To Yielding In Places),2m 4f,Music Of Life (IRE),P T Enright,0,E J O'Grady,5th,9 l,5,11-4,100,True,175,36
Wexford Racing Results | 17th May 2025 15:00,N/A,15:00,Good (Good To Yielding In Places),2m 4f,Joueuse Royale (FR),D J O'Keeffe,0,H De Bromhead,4th,Neck,6,11-9t,105,True,175,36
Wexford Racing Results | 17th May 2025 15:00,N/A,15:00,Good (Good To Yielding In Places),2m 4f,Native Song (IRE),C M Quirke,3,P Kiely,3rd,25 l,8,10-0p1,79,True,175,36
Wexford Racing Results | 17th May 2025 15:00,N/A,15:00,Good (Good To Yielding In Places),2m 4f,Rose Boum (FR),J C Gainford,0,P Nolan,2nd,1 1/4 l,5,10-4b,86,True,175,36
Wexford Racing Results | 17th May 2025 15:00,N/A,15:00,Good (Good To Yielding In Places),2m 4f,Lilian Bland (IRE),R Deegan,0,N P Hennessy,1st,N/A,9,11-1,97,True,175,36
Wexford Racing Results | 17th May 2025 15:00,N/A,15:00,Good (Good To Yielding In Places),2m 4f,River Tara (IRE),C Stone-Walsh,3,Colm Murphy,PU,N/A,7,11-12t,108,True,175,36
Wexford Racing Results | 17th May 2025 15:00,N/A,15:00,Good (Good To Yielding In Places),2m 4f,Wendell's Lass,G Brouder,3,T Gibney,PU,N/A,6,10-5p,87,True,175,36
Wexford Racing Results | 17th May 2025 15:00,N/A,15:00,Good (Good To Yielding In Places),2m 4f,The Derry Girl (IRE),D E Mullins,0,E Sheehy,10th,Head,9,10-7p1,89,True,175,36
Wexford Racing Results | 17th May 2025 15:00,N/A,15:00,Good (Good To Yielding In Places),2m 4f,Maid On The Moon,Ms H Phillips,7,Miss E Lalor,9th,Neck,8,11-2b,98,True,175,36
Wexford Racing Results | 17th May 2025 15:00,N/A,15:00,Good (Good To Yielding In Places),2m 4f,Bayou Belle (IRE),P T Smithers,7,J P Fahey,8th,5 1/2 l,6,11-3,99,True,175,36
Wexford Racing Results | 17th May 2025 15:00,N/A,15:00,Good (Good To Yielding In Places),2m 4f,Perfectway (IRE),D King,0,E Griffin,7th,25 l,8,10-0,74,True,175,36
Wexford Racing Results | 17th May 2025 15:00,N/A,15:00,Good (Good To Yielding In Places),2m 4f,Miss Lia (IRE),T Power Roche,5,P J Rothwell,6th,3 1/2 l,5,10-8p1,90,True,175,36
Wexford Racing Results | 17th May 2025 15:00,N/A,15:00,Good (Good To Yielding In Places),2m 4f,Music Of Life (IRE),P T Enright,0,E J O'Grady,5th,9 l,5,11-4,100,True,175,36
Wexford Racing Results | 17th May 2025 15:00,N/A,15:00,Good (Good To Yielding In Places),2m 4f,Joueuse Royale (FR),D J O'Keeffe,0,H De Bromhead,4th,Neck,6,11-9t,105,True,175,36
Wexford Racing Results | 17th May 2025 15:00,N/A,15:00,Good (Good To Yielding In Places),2m 4f,Native Song (IRE),C M Quirke,3,P Kiely,3rd,25 l,8,10-0p1,79,True,175,36
Wexford Racing Results | 17th May 2025 15:00,N/A,15:00,Good (Good To Yielding In Places),2m 4f,Rose Boum (FR),J C Gainford,0,P Nolan,2nd,1 1/4 l,5,10-4b,86,True,175,36
Wexford Racing Results | 17th May 2025 15:00,N/A,15:00,Good (Good To Yielding In Places),2m 4f,Lilian Bland (IRE),R Deegan,0,N P Hennessy,1st,N/A,9,11-1,97,True,175,36
Wexford Racing Results | 17th May 2025 15:35,N/A,15:35,Good (Good To Yielding In Places),2m 1f,Baron Blake (FR),D J Gilligan,0,J J Hanlon,PU,N/A,4,11-6,98,True,175,37
Wexford Racing Results | 17th May 2025 15:35,N/A,15:35,Good (Good To Yielding In Places),2m 1f,I'm For Home (IRE),M P O'Connor,0,R K Watson,PU,N/A,7,10-6,78,True,175,37
Wexford Racing Results | 17th May 2025 15:35,N/A,15:35,Good (Good To Yielding In Places),2m 1f,Boston Bongo (IRE),R Deegan,0,E Sheehy,12th,5 1/2 l,6,10-12tp1,84,True,175,37
Wexford Racing Results | 17th May 2025 15:35,N/A,15:35,Good (Good To Yielding In Places),2m 1f,Cregane Ned (IRE),G B Noonan,5,P O'Flynn,11th,1/2 l,11,11-11,97,True,175,37
Wexford Racing Results | 17th May 2025 15:35,N/A,15:35,Good (Good To Yielding In Places),2m 1f,Set The Tone (IRE),R P Treacy,0,D M O'Brien,10th,17 l,4,11-2t,94,True,175,37
Wexford Racing Results | 17th May 2025 15:35,N/A,15:35,Good (Good To Yielding In Places),2m 1f,Newport,H Morgan,0,E Doyle,9th,9 l,5,11-1tp,87,True,175,37
Wexford Racing Results | 17th May 2025 15:35,N/A,15:35,Good (Good To Yielding In Places),2m 1f,Like A Bumblebee (IRE),E Walsh,0,M Winters,8th,2 3/4 l,7,11-0,86,True,175,37
Wexford Racing Results | 17th May 2025 15:35,N/A,15:35,Good (Good To Yielding In Places),2m 1f,Lough Nigara (IRE),R A Doyle,0,E Griffin,7th,3/4 l,8,11-4,90,True,175,37
Wexford Racing Results | 17th May 2025 15:35,N/A,15:35,Good (Good To Yielding In Places),2m 1f,Kaikoura (FR),K M Donoghue,0,J P Dempsey,6th,3 1/2 l,5,11-12h,98,True,175,37
Wexford Racing Results | 17th May 2025 15:35,N/A,15:35,Good (Good To Yielding In Places),2m 1f,Swelltime (IRE),P Byrnes,0,W J O'Doherty,5th,4 3/4 l,9,12-0,100,True,175,37
Wexford Racing Results | 17th May 2025 15:35,N/A,15:35,Good (Good To Yielding In Places),2m 1f,Jerrari (IRE),D Meyler,0,Mrs J Harrington,4th,1 1/2 l,5,11-10p,96,True,175,37
Wexford Racing Results | 17th May 2025 15:35,N/A,15:35,Good (Good To Yielding In Places),2m 1f,Phoenix Cowboy (USA),P F Kavanagh,7,M Winters,3rd,4 l,8,11-10t1,96,True,175,37
Wexford Racing Results | 17th May 2025 15:35,N/A,15:35,Good (Good To Yielding In Places),2m 1f,A Nod To Getaway (IRE),D J O'Keeffe,0,P O'Flynn,2nd,Neck,8,11-9tv,95,True,175,37
Wexford Racing Results | 17th May 2025 15:35,N/A,15:35,Good (Good To Yielding In Places),2m 1f,Splendid Choice (IRE),T Power Roche,5,P J Rothwell,1st,N/A,6,11-3p,89,True,175,37
Wexford Racing Results | 17th May 2025 15:35,N/A,15:35,Good (Good To Yielding In Places),2m 1f,Baron Blake (FR),D J Gilligan,0,J J Hanlon,PU,N/A,4,11-6,98,True,175,37
Wexford Racing Results | 17th May 2025 15:35,N/A,15:35,Good (Good To Yielding In Places),2m 1f,I'm For Home (IRE),M P O'Connor,0,R K Watson,PU,N/A,7,10-6,78,True,175,37
Wexford Racing Results | 17th May 2025 15:35,N/A,15:35,Good (Good To Yielding In Places),2m 1f,Boston Bongo (IRE),R Deegan,0,E Sheehy,12th,5 1/2 l,6,10-12tp1,84,True,175,37
Wexford Racing Results | 17th May 2025 15:35,N/A,15:35,Good (Good To Yielding In Places),2m 1f,Cregane Ned (IRE),G B Noonan,5,P O'Flynn,11th,1/2 l,11,11-11,97,True,175,37
Wexford Racing Results | 17th May 2025 15:35,N/A,15:35,Good (Good To Yielding In Places),2m 1f,Set The Tone (IRE),R P Treacy,0,D M O'Brien,10th,17 l,4,11-2t,94,True,175,37
Wexford Racing Results | 17th May 2025 15:35,N/A,15:35,Good (Good To Yielding In Places),2m 1f,Newport,H Morgan,0,E Doyle,9th,9 l,5,11-1tp,87,True,175,37
Wexford Racing Results | 17th May 2025 15:35,N/A,15:35,Good (Good To Yielding In Places),2m 1f,Like A Bumblebee (IRE),E Walsh,0,M Winters,8th,2 3/4 l,7,11-0,86,True,175,37
Wexford Racing Results | 17th May 2025 15:35,N/A,15:35,Good (Good To Yielding In Places),2m 1f,Lough Nigara (IRE),R A Doyle,0,E Griffin,7th,3/4 l,8,11-4,90,True,175,37
Wexford Racing Results | 17th May 2025 15:35,N/A,15:35,Good (Good To Yielding In Places),2m 1f,Kaikoura (FR),K M Donoghue,0,J P Dempsey,6th,3 1/2 l,5,11-12h,98,True,175,37
Wexford Racing Results | 17th May 2025 15:35,N/A,15:35,Good (Good To Yielding In Places),2m 1f,Swelltime (IRE),P Byrnes,0,W J O'Doherty,5th,4 3/4 l,9,12-0,100,True,175,37
Wexford Racing Results | 17th May 2025 15:35,N/A,15:35,Good (Good To Yielding In Places),2m 1f,Jerrari (IRE),D Meyler,0,Mrs J Harrington,4th,1 1/2 l,5,11-10p,96,True,175,37
Wexford Racing Results | 17th May 2025 15:35,N/A,15:35,Good (Good To Yielding In Places),2m 1f,Phoenix Cowboy (USA),P F Kavanagh,7,M Winters,3rd,4 l,8,11-10t1,96,True,175,37
Wexford Racing Results | 17th May 2025 15:35,N/A,15:35,Good (Good To Yielding In Places),2m 1f,A Nod To Getaway (IRE),D J O'Keeffe,0,P O'Flynn,2nd,Neck,8,11-9tv,95,True,175,37
Wexford Racing Results | 17th May 2025 15:35,N/A,15:35,Good (Good To Yielding In Places),2m 1f,Splendid Choice (IRE),T Power Roche,5,P J Rothwell,1st,N/A,6,11-3p,89,True,175,37
Wexford Racing Results | 17th May 2025 16:10,N/A,16:10,Good (Good To Yielding In Places),3m,Kinturk Maggie (IRE),M P O'Connor,0,T Gibney,PU,N/A,5,10-1t,91,True,175,38
Wexford Racing Results | 17th May 2025 16:10,N/A,16:10,Good (Good To Yielding In Places),3m,Cullig (IRE),S D Torrens,0,P T Foley,PU,N/A,6,11-0ht,104,True,175,38
Wexford Racing Results | 17th May 2025 16:10,N/A,16:10,Good (Good To Yielding In Places),3m,Tranquil Sea (IRE),C Stone-Walsh,3,P Nolan,PU,N/A,5,11-7tp,111,True,175,38
Wexford Racing Results | 17th May 2025 16:10,N/A,16:10,Good (Good To Yielding In Places),3m,Heliko Conti (FR),S F O'Keeffe,0,P Nolan,10th,18 l,8,11-11,115,True,175,38
Wexford Racing Results | 17th May 2025 16:10,N/A,16:10,Good (Good To Yielding In Places),3m,Southgate Avenue (IRE),G B Noonan,5,P Fenton,9th,6 1/2 l,5,10-0,88,True,175,38
Wexford Racing Results | 17th May 2025 16:10,N/A,16:10,Good (Good To Yielding In Places),3m,Custers Mistake (IRE),Sam Ewing,0,R J Tumilty,8th,2 l,8,10-13tp,103,True,175,38
Wexford Racing Results | 17th May 2025 16:10,N/A,16:10,Good (Good To Yielding In Places),3m,Potters Party (IRE),D J O'Keeffe,0,H De Bromhead,7th,1 1/2 l,8,11-5tp,109,True,175,38
Wexford Racing Results | 17th May 2025 16:10,N/A,16:10,Good (Good To Yielding In Places),3m,Mickey Cohen (IRE),N J Ryan,7,N Meade,6th,9 l,4,10-2,103,True,175,38
Wexford Racing Results | 17th May 2025 16:10,N/A,16:10,Good (Good To Yielding In Places),3m,Juniper Hill (IRE),T Power Roche,5,P Nolan,5th,10 l,6,10-6t,96,True,175,38
Wexford Racing Results | 17th May 2025 16:10,N/A,16:10,Good (Good To Yielding In Places),3m,To The Wire (IRE),S O'Callaghan,5,P J Rothwell,4th,3 1/4 l,5,10-3,93,True,175,38
Wexford Racing Results | 17th May 2025 16:10,N/A,16:10,Good (Good To Yielding In Places),3m,Birmingham Alabama (IRE),J C Gainford,0,E D Delany,3rd,11 l,6,11-12,116,True,175,38
Wexford Racing Results | 17th May 2025 16:10,N/A,16:10,Good (Good To Yielding In Places),3m,Duke Silver (IRE),J J Slevin,0,J P O'Brien,2nd,3/4 l,5,11-2,106,True,175,38
Wexford Racing Results | 17th May 2025 16:10,N/A,16:10,Good (Good To Yielding In Places),3m,Our Soldier (IRE),P T Enright,0,E J O'Grady,1st,N/A,6,10-12,102,True,175,38
Wexford Racing Results | 17th May 2025 16:10,N/A,16:10,Good (Good To Yielding In Places),3m,Kinturk Maggie (IRE),M P O'Connor,0,T Gibney,PU,N/A,5,10-1t,91,True,175,38
Wexford Racing Results | 17th May 2025 16:10,N/A,16:10,Good (Good To Yielding In Places),3m,Cullig (IRE),S D Torrens,0,P T Foley,PU,N/A,6,11-0ht,104,True,175,38
Wexford Racing Results | 17th May 2025 16:10,N/A,16:10,Good (Good To Yielding In Places),3m,Tranquil Sea (IRE),C Stone-Walsh,3,P Nolan,PU,N/A,5,11-7tp,111,True,175,38
Wexford Racing Results | 17th May 2025 16:10,N/A,16:10,Good (Good To Yielding In Places),3m,Heliko Conti (FR),S F O'Keeffe,0,P Nolan,10th,18 l,8,11-11,115,True,175,38
Wexford Racing Results | 17th May 2025 16:10,N/A,16:10,Good (Good To Yielding In Places),3m,Southgate Avenue (IRE),G B Noonan,5,P Fenton,9th,6 1/2 l,5,10-0,88,True,175,38
Wexford Racing Results | 17th May 2025 16:10,N/A,16:10,Good (Good To Yielding In Places),3m,Custers Mistake (IRE),Sam Ewing,0,R J Tumilty,8th,2 l,8,10-13tp,103,True,175,38
Wexford Racing Results | 17th May 2025 16:10,N/A,16:10,Good (Good To Yielding In Places),3m,Potters Party (IRE),D J O'Keeffe,0,H De Bromhead,7th,1 1/2 l,8,11-5tp,109,True,175,38
Wexford Racing Results | 17th May 2025 16:10,N/A,16:10,Good (Good To Yielding In Places),3m,Mickey Cohen (IRE),N J Ryan,7,N Meade,6th,9 l,4,10-2,103,True,175,38
Wexford Racing Results | 17th May 2025 16:10,N/A,16:10,Good (Good To Yielding In Places),3m,Juniper Hill (IRE),T Power Roche,5,P Nolan,5th,10 l,6,10-6t,96,True,175,38
Wexford Racing Results | 17th May 2025 16:10,N/A,16:10,Good (Good To Yielding In Places),3m,To The Wire (IRE),S O'Callaghan,5,P J Rothwell,4th,3 1/4 l,5,10-3,93,True,175,38
Wexford Racing Results | 17th May 2025 16:10,N/A,16:10,Good (Good To Yielding In Places),3m,Birmingham Alabama (IRE),J C Gainford,0,E D Delany,3rd,11 l,6,11-12,116,True,175,38
Wexford Racing Results | 17th May 2025 16:10,N/A,16:10,Good (Good To Yielding In Places),3m,Duke Silver (IRE),J J Slevin,0,J P O'Brien,2nd,3/4 l,5,11-2,106,True,175,38
Wexford Racing Results | 17th May 2025 16:10,N/A,16:10,Good (Good To Yielding In Places),3m,Our Soldier (IRE),P T Enright,0,E J O'Grady,1st,N/A,6,10-12,102,True,175,38
Wexford Racing Results | 17th May 2025 16:45,N/A,16:45,Good (Good To Yielding In Places),2m,Rockstown Girl (IRE),J C Gainford,0,A McCann,UR,N/A,7,10-13t,-,True,175,39
Wexford Racing Results | 17th May 2025 16:45,N/A,16:45,Good (Good To Yielding In Places),2m,Arctic Skua (IRE),P T Enright,0,V Halley,4th,50 l,8,11-6tp,100,True,175,39
Wexford Racing Results | 17th May 2025 16:45,N/A,16:45,Good (Good To Yielding In Places),2m,Foxy Girl (FR),M P O'Connor,0,H De Bromhead,3rd,8 l,7,10-13h,125,True,175,39
Wexford Racing Results | 17th May 2025 16:45,N/A,16:45,Good (Good To Yielding In Places),2m,Ta Na La (USA),S O'Callaghan,5,T M Walsh,2nd,4 1/4 l,6,10-13t,-,True,175,39
Wexford Racing Results | 17th May 2025 16:45,N/A,16:45,Good (Good To Yielding In Places),2m,Aspire Tower (IRE),D J O'Keeffe,0,H De Bromhead,1st,N/A,9,11-12,142,True,175,39
Wexford Racing Results | 17th May 2025 16:45,N/A,16:45,Good (Good To Yielding In Places),2m,Rockstown Girl (IRE),J C Gainford,0,A McCann,UR,N/A,7,10-13t,-,True,175,39
Wexford Racing Results | 17th May 2025 16:45,N/A,16:45,Good (Good To Yielding In Places),2m,Arctic Skua (IRE),P T Enright,0,V Halley,4th,50 l,8,11-6tp,100,True,175,39
Wexford Racing Results | 17th May 2025 16:45,N/A,16:45,Good (Good To Yielding In Places),2m,Foxy Girl (FR),M P O'Connor,0,H De Bromhead,3rd,8 l,7,10-13h,125,True,175,39
Wexford Racing Results | 17th May 2025 16:45,N/A,16:45,Good (Good To Yielding In Places),2m,Ta Na La (USA),S O'Callaghan,5,T M Walsh,2nd,4 1/4 l,6,10-13t,-,True,175,39
Wexford Racing Results | 17th May 2025 16:45,N/A,16:45,Good (Good To Yielding In Places),2m,Aspire Tower (IRE),D J O'Keeffe,0,H De Bromhead,1st,N/A,9,11-12,142,True,175,39
Wexford Racing Results | 17th May 2025 17:15,N/A,17:15,Good (Good To Yielding In Places),3m 1f 100y,Lets Do This (IRE),J C Gainford,0,C Collins,PU,N/A,8,10-12t1,95,True,175,40
Wexford Racing Results | 17th May 2025 17:15,N/A,17:15,Good (Good To Yielding In Places),3m 1f 100y,Shantou Princess (IRE),Mr B M Coonan,7,G P Cromwell,PU,N/A,6,11-7,104,True,175,40
Wexford Racing Results | 17th May 2025 17:15,N/A,17:15,Good (Good To Yielding In Places),3m 1f 100y,Free Parking (IRE),D A Kidd,7,J C McConnell,11th,38 l,8,10-0t,82,True,175,40
Wexford Racing Results | 17th May 2025 17:15,N/A,17:15,Good (Good To Yielding In Places),3m 1f 100y,The Dabbler (IRE),Mr P W Gleeson,7,L P Cusack,10th,2 1/4 l,12,11-10,107,True,175,40
Wexford Racing Results | 17th May 2025 17:15,N/A,17:15,Good (Good To Yielding In Places),3m 1f 100y,Redzy Rocco (IRE),R A Doyle,0,J P Fahey,9th,4 1/4 l,7,10-10,93,True,175,40
Wexford Racing Results | 17th May 2025 17:15,N/A,17:15,Good (Good To Yielding In Places),3m 1f 100y,Vaureal (FR),K M Donoghue,0,Ian Donoghue,8th,2 3/4 l,6,11-12t1,109,True,175,40
Wexford Racing Results | 17th May 2025 17:15,N/A,17:15,Good (Good To Yielding In Places),3m 1f 100y,Jimli's Cave (IRE),D Meyler,0,R K Watson,7th,7 1/2 l,7,10-8b,91,True,175,40
Wexford Racing Results | 17th May 2025 17:15,N/A,17:15,Good (Good To Yielding In Places),3m 1f 100y,Pebble Bleu (IRE),D J O'Keeffe,0,C Motherway,6th,1/2 l,6,11-6t,103,True,175,40
Wexford Racing Results | 17th May 2025 17:15,N/A,17:15,Good (Good To Yielding In Places),3m 1f 100y,Cullenwaine (IRE),S D Torrens,0,P J Rothwell,5th,1/2 l,7,10-0p,83,True,175,40
Wexford Racing Results | 17th May 2025 17:15,N/A,17:15,Good (Good To Yielding In Places),3m 1f 100y,Kiln Time (IRE),C M Quirke,3,D H Kelly,4th,3/4 l,9,10-0,81,True,175,40
Wexford Racing Results | 17th May 2025 17:15,N/A,17:15,Good (Good To Yielding In Places),3m 1f 100y,Thehairyfella (IRE),J Coen,3,G Elliott,3rd,1 1/4 l,10,10-0p,81,True,175,40
Wexford Racing Results | 17th May 2025 17:15,N/A,17:15,Good (Good To Yielding In Places),3m 1f 100y,Western Model (IRE),S F O'Keeffe,0,P Nolan,2nd,6 1/2 l,6,10-10,93,True,175,40
Wexford Racing Results | 17th May 2025 17:15,N/A,17:15,Good (Good To Yielding In Places),3m 1f 100y,Riggs (IRE),L A McKenna,5,P Cluskey,1st,N/A,10,11-5p,102,True,175,40
Wexford Racing Results | 17th May 2025 17:15,N/A,17:15,Good (Good To Yielding In Places),3m 1f 100y,Lets Do This (IRE),J C Gainford,0,C Collins,PU,N/A,8,10-12t1,95,True,175,40
Wexford Racing Results | 17th May 2025 17:15,N/A,17:15,Good (Good To Yielding In Places),3m 1f 100y,Shantou Princess (IRE),Mr B M Coonan,7,G P Cromwell,PU,N/A,6,11-7,104,True,175,40
Wexford Racing Results | 17th May 2025 17:15,N/A,17:15,Good (Good To Yielding In Places),3m 1f 100y,Free Parking (IRE),D A Kidd,7,J C McConnell,11th,38 l,8,10-0t,82,True,175,40
Wexford Racing Results | 17th May 2025 17:15,N/A,17:15,Good (Good To Yielding In Places),3m 1f 100y,The Dabbler (IRE),Mr P W Gleeson,7,L P Cusack,10th,2 1/4 l,12,11-10,107,True,175,40
Wexford Racing Results | 17th May 2025 17:15,N/A,17:15,Good (Good To Yielding In Places),3m 1f 100y,Redzy Rocco (IRE),R A Doyle,0,J P Fahey,9th,4 1/4 l,7,10-10,93,True,175,40
Wexford Racing Results | 17th May 2025 17:15,N/A,17:15,Good (Good To Yielding In Places),3m 1f 100y,Vaureal (FR),K M Donoghue,0,Ian Donoghue,8th,2 3/4 l,6,11-12t1,109,True,175,40
Wexford Racing Results | 17th May 2025 17:15,N/A,17:15,Good (Good To Yielding In Places),3m 1f 100y,Jimli's Cave (IRE),D Meyler,0,R K Watson,7th,7 1/2 l,7,10-8b,91,True,175,40
Wexford Racing Results | 17th May 2025 17:15,N/A,17:15,Good (Good To Yielding In Places),3m 1f 100y,Pebble Bleu (IRE),D J O'Keeffe,0,C Motherway,6th,1/2 l,6,11-6t,103,True,175,40
Wexford Racing Results | 17th May 2025 17:15,N/A,17:15,Good (Good To Yielding In Places),3m 1f 100y,Cullenwaine (IRE),S D Torrens,0,P J Rothwell,5th,1/2 l,7,10-0p,83,True,175,40
Wexford Racing Results | 17th May 2025 17:15,N/A,17:15,Good (Good To Yielding In Places),3m 1f 100y,Kiln Time (IRE),C M Quirke,3,D H Kelly,4th,3/4 l,9,10-0,81,True,175,40
Wexford Racing Results | 17th May 2025 17:15,N/A,17:15,Good (Good To Yielding In Places),3m 1f 100y,Thehairyfella (IRE),J Coen,3,G Elliott,3rd,1 1/4 l,10,10-0p,81,True,175,40
Wexford Racing Results | 17th May 2025 17:15,N/A,17:15,Good (Good To Yielding In Places),3m 1f 100y,Western Model (IRE),S F O'Keeffe,0,P Nolan,2nd,6 1/2 l,6,10-10,93,True,175,40
Wexford Racing Results | 17th May 2025 17:15,N/A,17:15,Good (Good To Yielding In Places),3m 1f 100y,Riggs (IRE),L A McKenna,5,P Cluskey,1st,N/A,10,11-5p,102,True,175,40
Wexford Racing Results | 17th May 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m,Faliraki (IRE),Miss E Cody,7,E Doyle,13th,30 l,4,11-5,-,True,175,41
Wexford Racing Results | 17th May 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m,Foleville (IRE),Mr J R Martin,7,F G Hand,12th,99 l,5,11-11t1,-,True,175,41
Wexford Racing Results | 17th May 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m,Freeway (IRE),Mr N Gault,7,S Millar,11th,2 l,4,11-5,-,True,175,41
Wexford Racing Results | 17th May 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m,Evelyn (IRE),Mr R James,7,Mrs J Cashin,10th,8 l,5,11-11t,-,True,175,41
Wexford Racing Results | 17th May 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m,Another Girl (IRE),Mr R W Barron,5,D A McLoughlin,9th,3 3/4 l,5,11-11,-,True,175,41
Wexford Racing Results | 17th May 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m,My Doyen (IRE),Mr Alan O'Sullivan,7,T G McCourt,8th,1/2 l,5,11-11t1,-,True,175,41
Wexford Racing Results | 17th May 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m,Howyasox (IRE),Mr J L Gleeson,0,J Queally,7th,3 1/2 l,5,11-11,-,True,175,41
Wexford Racing Results | 17th May 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m,Jetaway Nana (IRE),Mr B Finn,7,S Doyle,6th,3/4 l,5,11-11,-,True,175,41
Wexford Racing Results | 17th May 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m,Backwithyourown (IRE),Mr D Doyle,7,J M Burke,5th,1 1/2 l,5,11-11,-,True,175,41
Wexford Racing Results | 17th May 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m,Sophia Rose (IRE),Mr E Finegan,7,G P Cromwell,4th,1/2 l,6,11-11,-,True,175,41
Wexford Racing Results | 17th May 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m,Miss Blanco (IRE),Mr H C Swan,0,T J Nagle-Jr,3rd,15 l,5,11-11,-,True,175,41
Wexford Racing Results | 17th May 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m,Apples Jane (IRE),Mr J H Williamson,7,G Elliott,2nd,2 1/4 l,4,11-5,-,True,175,41
Wexford Racing Results | 17th May 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m,Hello Jean (IRE),Miss J Townend,0,W P Mullins,1st,N/A,5,11-11,-,True,175,41
Wexford Racing Results | 17th May 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m,Faliraki (IRE),Miss E Cody,7,E Doyle,13th,30 l,4,11-5,-,True,175,41
Wexford Racing Results | 17th May 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m,Foleville (IRE),Mr J R Martin,7,F G Hand,12th,99 l,5,11-11t1,-,True,175,41
Wexford Racing Results | 17th May 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m,Freeway (IRE),Mr N Gault,7,S Millar,11th,2 l,4,11-5,-,True,175,41
Wexford Racing Results | 17th May 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m,Evelyn (IRE),Mr R James,7,Mrs J Cashin,10th,8 l,5,11-11t,-,True,175,41
Wexford Racing Results | 17th May 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m,Another Girl (IRE),Mr R W Barron,5,D A McLoughlin,9th,3 3/4 l,5,11-11,-,True,175,41
Wexford Racing Results | 17th May 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m,My Doyen (IRE),Mr Alan O'Sullivan,7,T G McCourt,8th,1/2 l,5,11-11t1,-,True,175,41
Wexford Racing Results | 17th May 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m,Howyasox (IRE),Mr J L Gleeson,0,J Queally,7th,3 1/2 l,5,11-11,-,True,175,41
Wexford Racing Results | 17th May 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m,Jetaway Nana (IRE),Mr B Finn,7,S Doyle,6th,3/4 l,5,11-11,-,True,175,41
Wexford Racing Results | 17th May 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m,Backwithyourown (IRE),Mr D Doyle,7,J M Burke,5th,1 1/2 l,5,11-11,-,True,175,41
Wexford Racing Results | 17th May 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m,Sophia Rose (IRE),Mr E Finegan,7,G P Cromwell,4th,1/2 l,6,11-11,-,True,175,41
Wexford Racing Results | 17th May 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m,Miss Blanco (IRE),Mr H C Swan,0,T J Nagle-Jr,3rd,15 l,5,11-11,-,True,175,41
Wexford Racing Results | 17th May 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m,Apples Jane (IRE),Mr J H Williamson,7,G Elliott,2nd,2 1/4 l,4,11-5,-,True,175,41
Wexford Racing Results | 17th May 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m,Hello Jean (IRE),Miss J Townend,0,W P Mullins,1st,N/A,5,11-11,-,True,175,41
Naas Racing Results | 18th May 2025 13:30,N/A,13:30,Good (Good To Firm In Places),5f,Sir Alfie (IRE),C T Keane,0,G M Lyons,4th,3 1/4 l,2,9-5,-,True,175,42
Naas Racing Results | 18th May 2025 13:30,N/A,13:30,Good (Good To Firm In Places),5f,Fresh Fade (IRE),L F Roche,0,M O'Callaghan,3rd,3 1/4 l,2,9-5,-,True,175,42
Naas Racing Results | 18th May 2025 13:30,N/A,13:30,Good (Good To Firm In Places),5f,Cardiff By The Sea (IRE),J A Heffernan,0,J A Stack,2nd,3 1/4 l,2,9-0,-,True,175,42
Naas Racing Results | 18th May 2025 13:30,N/A,13:30,Good (Good To Firm In Places),5f,Charles Darwin (IRE),R L Moore,0,A P O'Brien,1st,N/A,2,9-8,-,True,175,42
