track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Clonmel Racing Results | 7th June 2024 19:20,N/A,19:20,Good (Good To Firm In Places) ap Chase (Turf),2m 4f,Kadys Dirha (IRE),Mr A Burke-Ott,7,T P O'Connor,2nd,2 1/2 l,7,10-7b,82,True,119,22
Clonmel Racing Results | 7th June 2024 19:20,N/A,19:20,Good (Good To Firm In Places) ap Chase (Turf),2m 4f,Barbaha Queen (IRE),Mr D Doyle,7,J P Ryan,1st,N/A,8,10-7,82,True,119,22
Clonmel Racing Results | 7th June 2024 19:20,N/A,19:20,Good (Good To Firm In Places) ap Chase (Turf),2m 4f,Blenheim Belle (IRE),Mr Alan O'Sullivan,7,M M McNiff,UR,N/A,5,11-9,98,True,119,22
Clonmel Racing Results | 7th June 2024 19:20,N/A,19:20,Good (Good To Firm In Places) ap Chase (Turf),2m 4f,Francois (FR),Mr B Dunleavy,7,Mary Ellen Doyle,12th,2 3/4 l,9,11-13p,102,True,119,22
Clonmel Racing Results | 7th June 2024 19:20,N/A,19:20,Good (Good To Firm In Places) ap Chase (Turf),2m 4f,Presenting Point (IRE),Mr J Aherne,7,A O'Grady,11th,1 1/4 l,10,11-5p,94,True,119,22
Clonmel Racing Results | 7th June 2024 19:20,N/A,19:20,Good (Good To Firm In Places) ap Chase (Turf),2m 4f,Silver King (IRE),Mr J C Barry,3,O McKiernan,10th,Short Head,8,12-4ht,107,True,119,22
Clonmel Racing Results | 7th June 2024 19:20,N/A,19:20,Good (Good To Firm In Places) ap Chase (Turf),2m 4f,Carrolls Cottage (IRE),Mr E P O'Brien,5,P Fenton,9th,2 1/2 l,8,11-8tb,97,True,119,22
Clonmel Racing Results | 7th June 2024 19:20,N/A,19:20,Good (Good To Firm In Places) ap Chase (Turf),2m 4f,Added Bonus (IRE),Mr H C Swan,3,Brendan Walsh,8th,7 l,10,10-11tp,86,True,119,22
Clonmel Racing Results | 7th June 2024 19:20,N/A,19:20,Good (Good To Firm In Places) ap Chase (Turf),2m 4f,Cosmic Blizzard (IRE),Mr P A King,5,S Curling,7th,6 l,5,12-3p1,106,True,119,22
Clonmel Racing Results | 7th June 2024 19:20,N/A,19:20,Good (Good To Firm In Places) ap Chase (Turf),2m 4f,Coastguard Lady (IRE),Mr T Power Roche,7,P J Rothwell,NR,11 l,6,10-9tp,84,True,119,22
Clonmel Racing Results | 7th June 2024 19:20,N/A,19:20,Good (Good To Firm In Places) ap Chase (Turf),2m 4f,Chainofconsequence (IRE),Mr A P Ryan,7,M J McDonagh,5th,1 1/4 l,7,11-3b,92,True,119,22
Clonmel Racing Results | 7th June 2024 19:20,N/A,19:20,Good (Good To Firm In Places) ap Chase (Turf),2m 4f,Lilian Bland (IRE),Mr M J Sweeney,7,N P Hennessy,4th,6 l,8,11-10h,99,True,119,22
Clonmel Racing Results | 7th June 2024 19:20,N/A,19:20,Good (Good To Firm In Places) ap Chase (Turf),2m 4f,Not May (IRE),Mr E Finegan,7,H P Finegan,3rd,1 1/2 l,10,10-11tp,86,True,119,22
Clonmel Racing Results | 7th June 2024 19:20,N/A,19:20,Good (Good To Firm In Places) ap Chase (Turf),2m 4f,Kadys Dirha (IRE),Mr A Burke-Ott,7,T P O'Connor,2nd,2 1/2 l,7,10-7b,82,True,119,22
Clonmel Racing Results | 7th June 2024 19:20,N/A,19:20,Good (Good To Firm In Places) ap Chase (Turf),2m 4f,Barbaha Queen (IRE),Mr D Doyle,7,J P Ryan,1st,N/A,8,10-7,82,True,119,22
Clonmel Racing Results | 7th June 2024 19:55,N/A,19:55,Good (Good To Firm In Places),2m 6f 169y,Solly Attwell (IRE),E Walsh,0,C Collins,NR,N/A,6,11-12,-,True,119,23
Clonmel Racing Results | 7th June 2024 19:55,N/A,19:55,Good (Good To Firm In Places),2m 6f 169y,Andys Flame,S O'Callaghan,5,J C McConnell,NR,N/A,7,11-12t,-,True,119,23
Clonmel Racing Results | 7th June 2024 19:55,N/A,19:55,Good (Good To Firm In Places),2m 6f 169y,Sam Magee (IRE),M P O'Connor,3,H De Bromhead,NR,N/A,7,11-12t,-,True,119,23
Clonmel Racing Results | 7th June 2024 19:55,N/A,19:55,Good (Good To Firm In Places),2m 6f 169y,Noble Talent (IRE),R P Geoghegan,7,T J Nagle-Jr,NR,N/A,7,11-12,-,True,119,23
Clonmel Racing Results | 7th June 2024 19:55,N/A,19:55,Good (Good To Firm In Places),2m 6f 169y,Givehimthehonour (IRE),C Stone-Walsh,5,P Nolan,PU,N/A,6,11-12,-,True,119,23
Clonmel Racing Results | 7th June 2024 19:55,N/A,19:55,Good (Good To Firm In Places),2m 6f 169y,Fathom Two (IRE),S Fitzgerald,0,G P Cromwell,PU,N/A,7,11-12,-,True,119,23
Clonmel Racing Results | 7th June 2024 19:55,N/A,19:55,Good (Good To Firm In Places),2m 6f 169y,Cozone,J Smith,7,M J Smith,PU,N/A,7,11-12,-,True,119,23
Clonmel Racing Results | 7th June 2024 19:55,N/A,19:55,Good (Good To Firm In Places),2m 6f 169y,Thunder (IRE),G Brouder,5,J P Ryan,F,N/A,6,11-12,-,True,119,23
Clonmel Racing Results | 7th June 2024 19:55,N/A,19:55,Good (Good To Firm In Places),2m 6f 169y,Heyjoe De Kerser (FR),R Deegan,0,P Nolan,6th,38 l,7,11-12p,-,True,119,23
Clonmel Racing Results | 7th June 2024 19:55,N/A,19:55,Good (Good To Firm In Places),2m 6f 169y,Kudasheva (IRE),M P O'Connor,3,H De Bromhead,5th,9 l,6,11-5t,-,True,119,23
Clonmel Racing Results | 7th June 2024 19:55,N/A,19:55,Good (Good To Firm In Places),2m 6f 169y,Caesar Rock (IRE),R A Doyle,0,M F Morris,4th,Nose,8,11-12p,-,True,119,23
Clonmel Racing Results | 7th June 2024 19:55,N/A,19:55,Good (Good To Firm In Places),2m 6f 169y,Ossifer Hops (IRE),C P Millar,7,G Elliott,3rd,8 1/2 l,6,11-12p,-,True,119,23
Clonmel Racing Results | 7th June 2024 19:55,N/A,19:55,Good (Good To Firm In Places),2m 6f 169y,Clifftop,K E Buckley,0,H Rogers,2nd,8 l,8,11-12,-,True,119,23
Clonmel Racing Results | 7th June 2024 19:55,N/A,19:55,Good (Good To Firm In Places),2m 6f 169y,Sea Aster (IRE),J Coen,5,G Elliott,1st,N/A,6,11-5p,-,True,119,23
Clonmel Racing Results | 7th June 2024 19:55,N/A,19:55,Good (Good To Firm In Places),2m 6f 169y,Solly Attwell (IRE),E Walsh,0,C Collins,NR,N/A,6,11-12,-,True,119,23
Clonmel Racing Results | 7th June 2024 19:55,N/A,19:55,Good (Good To Firm In Places),2m 6f 169y,Andys Flame,S O'Callaghan,5,J C McConnell,NR,N/A,7,11-12t,-,True,119,23
Clonmel Racing Results | 7th June 2024 19:55,N/A,19:55,Good (Good To Firm In Places),2m 6f 169y,Sam Magee (IRE),M P O'Connor,3,H De Bromhead,NR,N/A,7,11-12t,-,True,119,23
Clonmel Racing Results | 7th June 2024 19:55,N/A,19:55,Good (Good To Firm In Places),2m 6f 169y,Noble Talent (IRE),R P Geoghegan,7,T J Nagle-Jr,NR,N/A,7,11-12,-,True,119,23
Clonmel Racing Results | 7th June 2024 19:55,N/A,19:55,Good (Good To Firm In Places),2m 6f 169y,Givehimthehonour (IRE),C Stone-Walsh,5,P Nolan,PU,N/A,6,11-12,-,True,119,23
Clonmel Racing Results | 7th June 2024 19:55,N/A,19:55,Good (Good To Firm In Places),2m 6f 169y,Fathom Two (IRE),S Fitzgerald,0,G P Cromwell,PU,N/A,7,11-12,-,True,119,23
Clonmel Racing Results | 7th June 2024 19:55,N/A,19:55,Good (Good To Firm In Places),2m 6f 169y,Cozone,J Smith,7,M J Smith,PU,N/A,7,11-12,-,True,119,23
Clonmel Racing Results | 7th June 2024 19:55,N/A,19:55,Good (Good To Firm In Places),2m 6f 169y,Thunder (IRE),G Brouder,5,J P Ryan,F,N/A,6,11-12,-,True,119,23
Clonmel Racing Results | 7th June 2024 19:55,N/A,19:55,Good (Good To Firm In Places),2m 6f 169y,Heyjoe De Kerser (FR),R Deegan,0,P Nolan,6th,38 l,7,11-12p,-,True,119,23
Clonmel Racing Results | 7th June 2024 19:55,N/A,19:55,Good (Good To Firm In Places),2m 6f 169y,Kudasheva (IRE),M P O'Connor,3,H De Bromhead,5th,9 l,6,11-5t,-,True,119,23
Clonmel Racing Results | 7th June 2024 19:55,N/A,19:55,Good (Good To Firm In Places),2m 6f 169y,Caesar Rock (IRE),R A Doyle,0,M F Morris,4th,Nose,8,11-12p,-,True,119,23
Clonmel Racing Results | 7th June 2024 19:55,N/A,19:55,Good (Good To Firm In Places),2m 6f 169y,Ossifer Hops (IRE),C P Millar,7,G Elliott,3rd,8 1/2 l,6,11-12p,-,True,119,23
Clonmel Racing Results | 7th June 2024 19:55,N/A,19:55,Good (Good To Firm In Places),2m 6f 169y,Clifftop,K E Buckley,0,H Rogers,2nd,8 l,8,11-12,-,True,119,23
Clonmel Racing Results | 7th June 2024 19:55,N/A,19:55,Good (Good To Firm In Places),2m 6f 169y,Sea Aster (IRE),J Coen,5,G Elliott,1st,N/A,6,11-5p,-,True,119,23
Clonmel Racing Results | 7th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),2m 6f 169y,Out Of The Park (IRE),C Stone-Walsh,5,A O'Grady,NR,N/A,6,11-0p,81,True,119,24
Clonmel Racing Results | 7th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),2m 6f 169y,Stormy Master (IRE),L Quinlan,3,R Hackett,NR,N/A,10,11-6b,87,True,119,24
Clonmel Racing Results | 7th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),2m 6f 169y,Always Giving (IRE),K E Buckley,0,Tom Dreaper,PU,N/A,6,11-2,83,True,119,24
Clonmel Racing Results | 7th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),2m 6f 169y,Fr Gilligansvoyge,J Coen,5,John G Carr,PU,N/A,11,10-0tb,67,True,119,24
Clonmel Racing Results | 7th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),2m 6f 169y,Wild Caprice (IRE),H E Sexton,7,J P Ryan,11th,36 l,10,11-4,85,True,119,24
Clonmel Racing Results | 7th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),2m 6f 169y,Inchidaly Copper (IRE),E Walsh,0,A Ott,10th,3 1/2 l,8,11-5p,86,True,119,24
Clonmel Racing Results | 7th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),2m 6f 169y,Golden Glen (IRE),G B Noonan,5,Brendan Walsh,9th,6 1/2 l,10,10-0tb1,67,True,119,24
Clonmel Racing Results | 7th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),2m 6f 169y,Rock On Pedro (IRE),H Morgan,0,E Doyle,8th,25 l,6,11-12b1,93,True,119,24
Clonmel Racing Results | 7th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),2m 6f 169y,Coco Lightning (IRE),C Stone-Walsh,5,T P O'Connor,7th,1 l,7,11-5h,86,True,119,24
Clonmel Racing Results | 7th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),2m 6f 169y,Man Of The House (IRE),P Hanlon,7,J J Hanlon,6th,Head,6,10-13b,80,True,119,24
Clonmel Racing Results | 7th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),2m 6f 169y,Corkbeg (IRE),J P Shinnick,7,D H Kelly,5th,2 l,7,11-12t,93,True,119,24
Clonmel Racing Results | 7th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),2m 6f 169y,Onefortheditch (IRE),M P O'Connor,3,E F Gallagher,4th,3/4 l,6,11-6,87,True,119,24
Clonmel Racing Results | 7th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),2m 6f 169y,Definiteadare (IRE),S O'Callaghan,5,C Coakley,3rd,3 1/2 l,10,11-5,86,True,119,24
Clonmel Racing Results | 7th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),2m 6f 169y,Father Jed (IRE),G Brouder,5,J P Ryan,2nd,1 1/4 l,13,10-3,70,True,119,24
Clonmel Racing Results | 7th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),2m 6f 169y,Kilashee (IRE),S Fitzgerald,0,J P Ryan,1st,N/A,9,10-13,80,True,119,24
Clonmel Racing Results | 7th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),2m 6f 169y,Out Of The Park (IRE),C Stone-Walsh,5,A O'Grady,NR,N/A,6,11-0p,81,True,119,24
Clonmel Racing Results | 7th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),2m 6f 169y,Stormy Master (IRE),L Quinlan,3,R Hackett,NR,N/A,10,11-6b,87,True,119,24
Clonmel Racing Results | 7th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),2m 6f 169y,Always Giving (IRE),K E Buckley,0,Tom Dreaper,PU,N/A,6,11-2,83,True,119,24
Clonmel Racing Results | 7th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),2m 6f 169y,Fr Gilligansvoyge,J Coen,5,John G Carr,PU,N/A,11,10-0tb,67,True,119,24
Clonmel Racing Results | 7th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),2m 6f 169y,Wild Caprice (IRE),H E Sexton,7,J P Ryan,11th,36 l,10,11-4,85,True,119,24
Clonmel Racing Results | 7th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),2m 6f 169y,Inchidaly Copper (IRE),E Walsh,0,A Ott,10th,3 1/2 l,8,11-5p,86,True,119,24
Clonmel Racing Results | 7th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),2m 6f 169y,Golden Glen (IRE),G B Noonan,5,Brendan Walsh,9th,6 1/2 l,10,10-0tb1,67,True,119,24
Clonmel Racing Results | 7th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),2m 6f 169y,Rock On Pedro (IRE),H Morgan,0,E Doyle,8th,25 l,6,11-12b1,93,True,119,24
Clonmel Racing Results | 7th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),2m 6f 169y,Coco Lightning (IRE),C Stone-Walsh,5,T P O'Connor,7th,1 l,7,11-5h,86,True,119,24
Clonmel Racing Results | 7th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),2m 6f 169y,Man Of The House (IRE),P Hanlon,7,J J Hanlon,6th,Head,6,10-13b,80,True,119,24
Clonmel Racing Results | 7th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),2m 6f 169y,Corkbeg (IRE),J P Shinnick,7,D H Kelly,5th,2 l,7,11-12t,93,True,119,24
Clonmel Racing Results | 7th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),2m 6f 169y,Onefortheditch (IRE),M P O'Connor,3,E F Gallagher,4th,3/4 l,6,11-6,87,True,119,24
Clonmel Racing Results | 7th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),2m 6f 169y,Definiteadare (IRE),S O'Callaghan,5,C Coakley,3rd,3 1/2 l,10,11-5,86,True,119,24
Clonmel Racing Results | 7th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),2m 6f 169y,Father Jed (IRE),G Brouder,5,J P Ryan,2nd,1 1/4 l,13,10-3,70,True,119,24
Clonmel Racing Results | 7th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),2m 6f 169y,Kilashee (IRE),S Fitzgerald,0,J P Ryan,1st,N/A,9,10-13,80,True,119,24
Punchestown Racing Results | 8th June 2024 13:22,N/A,13:22,Good (Good To Yielding In Places),2m 170y,Florida Strait (IRE),R A Doyle,0,D H Kelly,6th,3 1/4 l,4,11-1,-,True,119,25
Punchestown Racing Results | 8th June 2024 13:22,N/A,13:22,Good (Good To Yielding In Places),2m 170y,A Year Older (IRE),G Brouder,5,K Thornton,5th,63 l,6,11-6,-,True,119,25
Punchestown Racing Results | 8th June 2024 13:22,N/A,13:22,Good (Good To Yielding In Places),2m 170y,Wandering Rocks,O R Brown,5,W Durkan,4th,5 1/2 l,5,11-12t,-,True,119,25
Punchestown Racing Results | 8th June 2024 13:22,N/A,13:22,Good (Good To Yielding In Places),2m 170y,Ta Na La (USA),S O'Callaghan,5,T M Walsh,3rd,8 1/2 l,5,10-13t,-,True,119,25
Punchestown Racing Results | 8th June 2024 13:22,N/A,13:22,Good (Good To Yielding In Places),2m 170y,Icare Desbois (FR),K Callaghan,5,W P Mullins,2nd,2 l,6,11-12,-,True,119,25
Punchestown Racing Results | 8th June 2024 13:22,N/A,13:22,Good (Good To Yielding In Places),2m 170y,Napper Tandy,J Smith,7,M J Smith,1st,N/A,6,11-6,-,True,119,25
Punchestown Racing Results | 8th June 2024 13:22,N/A,13:22,Good (Good To Yielding In Places),2m 170y,Florida Strait (IRE),R A Doyle,0,D H Kelly,6th,3 1/4 l,4,11-1,-,True,119,25
Punchestown Racing Results | 8th June 2024 13:22,N/A,13:22,Good (Good To Yielding In Places),2m 170y,A Year Older (IRE),G Brouder,5,K Thornton,5th,63 l,6,11-6,-,True,119,25
Punchestown Racing Results | 8th June 2024 13:22,N/A,13:22,Good (Good To Yielding In Places),2m 170y,Wandering Rocks,O R Brown,5,W Durkan,4th,5 1/2 l,5,11-12t,-,True,119,25
Punchestown Racing Results | 8th June 2024 13:22,N/A,13:22,Good (Good To Yielding In Places),2m 170y,Ta Na La (USA),S O'Callaghan,5,T M Walsh,3rd,8 1/2 l,5,10-13t,-,True,119,25
Punchestown Racing Results | 8th June 2024 13:22,N/A,13:22,Good (Good To Yielding In Places),2m 170y,Icare Desbois (FR),K Callaghan,5,W P Mullins,2nd,2 l,6,11-12,-,True,119,25
Punchestown Racing Results | 8th June 2024 13:22,N/A,13:22,Good (Good To Yielding In Places),2m 170y,Napper Tandy,J Smith,7,M J Smith,1st,N/A,6,11-6,-,True,119,25
Punchestown Racing Results | 8th June 2024 13:57,N/A,13:57,Good (Good To Yielding In Places),2m 50y,Lieutenant Highway (IRE),C Stone-Walsh,5,M McCabe,NR,N/A,7,10-1,123,True,119,26
Punchestown Racing Results | 8th June 2024 13:57,N/A,13:57,Good (Good To Yielding In Places),2m 50y,Uncle Phil (IRE),K Callaghan,5,W P Mullins,PU,N/A,7,11-12t,148,True,119,26
Punchestown Racing Results | 8th June 2024 13:57,N/A,13:57,Good (Good To Yielding In Places),2m 50y,Typical Thomas (IRE),A P Kelly,5,James Andrew Fahey,6th,15 l,7,10-3,125,True,119,26
Punchestown Racing Results | 8th June 2024 13:57,N/A,13:57,Good (Good To Yielding In Places),2m 50y,Grey Diamond (FR),K C Sexton,0,G Elliott,5th,5 1/2 l,10,10-11t,133,True,119,26
Punchestown Racing Results | 8th June 2024 13:57,N/A,13:57,Good (Good To Yielding In Places),2m 50y,Final Orders,P M O'Brien,7,G P Cromwell,4th,Neck,8,11-7p,143,True,119,26
Punchestown Racing Results | 8th June 2024 13:57,N/A,13:57,Good (Good To Yielding In Places),2m 50y,Gaelic Arc (IRE),G Brouder,5,J P Ryan,3rd,8 l,8,10-3,125,True,119,26
Punchestown Racing Results | 8th June 2024 13:57,N/A,13:57,Good (Good To Yielding In Places),2m 50y,Great Bear,M P O'Connor,3,H De Bromhead,2nd,Short Head,8,10-1,123,True,119,26
Punchestown Racing Results | 8th June 2024 13:57,N/A,13:57,Good (Good To Yielding In Places),2m 50y,The Banger Doyle (IRE),C P Millar,7,J Queally,1st,N/A,8,10-6,128,True,119,26
Punchestown Racing Results | 8th June 2024 13:57,N/A,13:57,Good (Good To Yielding In Places),2m 50y,Lieutenant Highway (IRE),C Stone-Walsh,5,M McCabe,NR,N/A,7,10-1,123,True,119,26
Punchestown Racing Results | 8th June 2024 13:57,N/A,13:57,Good (Good To Yielding In Places),2m 50y,Uncle Phil (IRE),K Callaghan,5,W P Mullins,PU,N/A,7,11-12t,148,True,119,26
Punchestown Racing Results | 8th June 2024 13:57,N/A,13:57,Good (Good To Yielding In Places),2m 50y,Typical Thomas (IRE),A P Kelly,5,James Andrew Fahey,6th,15 l,7,10-3,125,True,119,26
Punchestown Racing Results | 8th June 2024 13:57,N/A,13:57,Good (Good To Yielding In Places),2m 50y,Grey Diamond (FR),K C Sexton,0,G Elliott,5th,5 1/2 l,10,10-11t,133,True,119,26
Punchestown Racing Results | 8th June 2024 13:57,N/A,13:57,Good (Good To Yielding In Places),2m 50y,Final Orders,P M O'Brien,7,G P Cromwell,4th,Neck,8,11-7p,143,True,119,26
Punchestown Racing Results | 8th June 2024 13:57,N/A,13:57,Good (Good To Yielding In Places),2m 50y,Gaelic Arc (IRE),G Brouder,5,J P Ryan,3rd,8 l,8,10-3,125,True,119,26
Punchestown Racing Results | 8th June 2024 13:57,N/A,13:57,Good (Good To Yielding In Places),2m 50y,Great Bear,M P O'Connor,3,H De Bromhead,2nd,Short Head,8,10-1,123,True,119,26
Punchestown Racing Results | 8th June 2024 13:57,N/A,13:57,Good (Good To Yielding In Places),2m 50y,The Banger Doyle (IRE),C P Millar,7,J Queally,1st,N/A,8,10-6,128,True,119,26
Punchestown Racing Results | 8th June 2024 14:32,N/A,14:32,Good (Good To Yielding In Places),3m 104y,Dr Val (IRE),C P Millar,7,E Sheehy,PU,N/A,6,11-3p,97,True,119,27
Punchestown Racing Results | 8th June 2024 14:32,N/A,14:32,Good (Good To Yielding In Places),3m 104y,Squire Ohara (IRE),K C Sexton,0,Mrs C O'Leary,PU,N/A,6,11-1t,95,True,119,27
Punchestown Racing Results | 8th June 2024 14:32,N/A,14:32,Good (Good To Yielding In Places),3m 104y,Jump The Shark (IRE),K E Buckley,0,G P Cromwell,11th,20 l,6,11-10,104,True,119,27
Punchestown Racing Results | 8th June 2024 14:32,N/A,14:32,Good (Good To Yielding In Places),3m 104y,Low Lie The Fields (IRE),H Morgan,0,Peter Maher,10th,35 l,10,11-3tp,97,True,119,27
Punchestown Racing Results | 8th June 2024 14:32,N/A,14:32,Good (Good To Yielding In Places),3m 104y,Balinaboola Steel (IRE),P Hanlon,7,J J Hanlon,9th,6 1/2 l,12,11-13p,107,True,119,27
Punchestown Racing Results | 8th June 2024 14:32,N/A,14:32,Good (Good To Yielding In Places),3m 104y,Clyde The Glide (IRE),C G O'Dwyer,5,P G Kelly,8th,3 1/2 l,7,10-0t,80,True,119,27
Punchestown Racing Results | 8th June 2024 14:32,N/A,14:32,Good (Good To Yielding In Places),3m 104y,Lady Kate (IRE),L Quinlan,3,R Hackett,7th,3 3/4 l,7,11-5,99,True,119,27
Punchestown Racing Results | 8th June 2024 14:32,N/A,14:32,Good (Good To Yielding In Places),3m 104y,Ardaghs Choice (IRE),G Brouder,5,E Sheehy,6th,1 l,9,11-0b,94,True,119,27
Punchestown Racing Results | 8th June 2024 14:32,N/A,14:32,Good (Good To Yielding In Places),3m 104y,Gondor (IRE),C Stone-Walsh,5,Colm Murphy,5th,Neck,9,11-13,107,True,119,27
Punchestown Racing Results | 8th June 2024 14:32,N/A,14:32,Good (Good To Yielding In Places),3m 104y,Favori Logique (FR),T P Harney,7,R O'Sullivan,4th,4 1/2 l,9,12-0,108,True,119,27
Punchestown Racing Results | 8th June 2024 14:32,N/A,14:32,Good (Good To Yielding In Places),3m 104y,Thehairyfella (IRE),J Coen,5,G Elliott,3rd,1/2 l,9,10-3p,83,True,119,27
Punchestown Racing Results | 8th June 2024 14:32,N/A,14:32,Good (Good To Yielding In Places),3m 104y,Land Jet (IRE),M P O'Connor,3,Peter Maher,2nd,8 l,8,10-0,80,True,119,27
Punchestown Racing Results | 8th June 2024 14:32,N/A,14:32,Good (Good To Yielding In Places),3m 104y,Marronstown (IRE),A Harvey,7,D M Christie,1st,N/A,7,11-10,104,True,119,27
Punchestown Racing Results | 8th June 2024 14:32,N/A,14:32,Good (Good To Yielding In Places),3m 104y,Dr Val (IRE),C P Millar,7,E Sheehy,PU,N/A,6,11-3p,97,True,119,27
Punchestown Racing Results | 8th June 2024 14:32,N/A,14:32,Good (Good To Yielding In Places),3m 104y,Squire Ohara (IRE),K C Sexton,0,Mrs C O'Leary,PU,N/A,6,11-1t,95,True,119,27
Punchestown Racing Results | 8th June 2024 14:32,N/A,14:32,Good (Good To Yielding In Places),3m 104y,Jump The Shark (IRE),K E Buckley,0,G P Cromwell,11th,20 l,6,11-10,104,True,119,27
Punchestown Racing Results | 8th June 2024 14:32,N/A,14:32,Good (Good To Yielding In Places),3m 104y,Low Lie The Fields (IRE),H Morgan,0,Peter Maher,10th,35 l,10,11-3tp,97,True,119,27
Punchestown Racing Results | 8th June 2024 14:32,N/A,14:32,Good (Good To Yielding In Places),3m 104y,Balinaboola Steel (IRE),P Hanlon,7,J J Hanlon,9th,6 1/2 l,12,11-13p,107,True,119,27
Punchestown Racing Results | 8th June 2024 14:32,N/A,14:32,Good (Good To Yielding In Places),3m 104y,Clyde The Glide (IRE),C G O'Dwyer,5,P G Kelly,8th,3 1/2 l,7,10-0t,80,True,119,27
Punchestown Racing Results | 8th June 2024 14:32,N/A,14:32,Good (Good To Yielding In Places),3m 104y,Lady Kate (IRE),L Quinlan,3,R Hackett,7th,3 3/4 l,7,11-5,99,True,119,27
Punchestown Racing Results | 8th June 2024 14:32,N/A,14:32,Good (Good To Yielding In Places),3m 104y,Ardaghs Choice (IRE),G Brouder,5,E Sheehy,6th,1 l,9,11-0b,94,True,119,27
Punchestown Racing Results | 8th June 2024 14:32,N/A,14:32,Good (Good To Yielding In Places),3m 104y,Gondor (IRE),C Stone-Walsh,5,Colm Murphy,5th,Neck,9,11-13,107,True,119,27
Punchestown Racing Results | 8th June 2024 14:32,N/A,14:32,Good (Good To Yielding In Places),3m 104y,Favori Logique (FR),T P Harney,7,R O'Sullivan,4th,4 1/2 l,9,12-0,108,True,119,27
Punchestown Racing Results | 8th June 2024 14:32,N/A,14:32,Good (Good To Yielding In Places),3m 104y,Thehairyfella (IRE),J Coen,5,G Elliott,3rd,1/2 l,9,10-3p,83,True,119,27
Punchestown Racing Results | 8th June 2024 14:32,N/A,14:32,Good (Good To Yielding In Places),3m 104y,Land Jet (IRE),M P O'Connor,3,Peter Maher,2nd,8 l,8,10-0,80,True,119,27
Punchestown Racing Results | 8th June 2024 14:32,N/A,14:32,Good (Good To Yielding In Places),3m 104y,Marronstown (IRE),A Harvey,7,D M Christie,1st,N/A,7,11-10,104,True,119,27
Punchestown Racing Results | 8th June 2024 15:07,N/A,15:07,Good (Good To Yielding In Places),2m 170y,Martinstown (IRE),A P Kelly,5,P Roche,PU,N/A,5,11-12h1,-,True,119,28
Punchestown Racing Results | 8th June 2024 15:07,N/A,15:07,Good (Good To Yielding In Places),2m 170y,Limited Edition,C P McNamara,0,K H Clarke,21st,49 l,6,11-12,-,True,119,28
Punchestown Racing Results | 8th June 2024 15:07,N/A,15:07,Good (Good To Yielding In Places),2m 170y,Jersey Klass (FR),S Fitzgerald,0,P Griffin,20th,14 l,5,11-12,-,True,119,28
Punchestown Racing Results | 8th June 2024 15:07,N/A,15:07,Good (Good To Yielding In Places),2m 170y,Kincade (IRE),A Harvey,7,J C McConnell,19th,2 1/2 l,5,11-12,-,True,119,28
Punchestown Racing Results | 8th June 2024 15:07,N/A,15:07,Good (Good To Yielding In Places),2m 170y,Khadaash,D A Kidd,7,J C McConnell,18th,52 l,7,11-12,-,True,119,28
Punchestown Racing Results | 8th June 2024 15:07,N/A,15:07,Good (Good To Yielding In Places),2m 170y,Fernhill Fling (IRE),P J O'Hanlon,3,P J Rothwell,17th,7 1/2 l,5,11-12,-,True,119,28
Punchestown Racing Results | 8th June 2024 15:07,N/A,15:07,Good (Good To Yielding In Places),2m 170y,Bringsty,P Hanlon,7,N C Kelly,16th,5 1/2 l,6,11-12t,-,True,119,28
