track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Limerick Racing Results | 30th March 2023 16:00,N/A,16:00,Soft (Yielding To Soft In Places),2m 5f,Missiee (IRE),G. B. Noonan,5,Eoin Christopher McCarthy,6th,3/4 l,7,11-5,111,True,46,42
Limerick Racing Results | 30th March 2023 16:00,N/A,16:00,Soft (Yielding To Soft In Places),2m 5f,Vinnie is Busy (IRE),P. Byrnes,5,Charles Byrnes,5th,Neck,8,11-10,116,True,46,42
Limerick Racing Results | 30th March 2023 16:00,N/A,16:00,Soft (Yielding To Soft In Places),2m 5f,Low Lie The Fields (IRE),Rachael Blackmore,0,Henry de Bromhead,4th,6 1/2 l,9,11-7t,113,True,46,42
Limerick Racing Results | 30th March 2023 16:00,N/A,16:00,Soft (Yielding To Soft In Places),2m 5f,Ballyadam Destiny,D. King,5,Denis Hogan,3rd,4 3/4 l,9,11-8tp,114,True,46,42
Limerick Racing Results | 30th March 2023 16:00,N/A,16:00,Soft (Yielding To Soft In Places),2m 5f,Teescomponentsyess (IRE),D. E. Mullins,0,John Joseph Hanlon,2nd,Neck,7,11-8tp,114,True,46,42
Limerick Racing Results | 30th March 2023 16:00,N/A,16:00,Soft (Yielding To Soft In Places),2m 5f,Alpesh Amin (IRE),M. M. McDonagh,5,Eric McNamara,1st,N/A,6,11-5,111,True,46,42
Limerick Racing Results | 30th March 2023 16:00,N/A,16:00,Soft (Yielding To Soft In Places),2m 5f,John Adams (IRE),J. J. Slevin,0,Peter Maher,PU,N/A,9,10-12p,104,True,46,42
Limerick Racing Results | 30th March 2023 16:00,N/A,16:00,Soft (Yielding To Soft In Places),2m 5f,Halsafari (IRE),Mr A. P. Ryan,7,Michael J. Bowe,10th,6 1/2 l,10,11-11p,117,True,46,42
Limerick Racing Results | 30th March 2023 16:00,N/A,16:00,Soft (Yielding To Soft In Places),2m 5f,Coventry (IRE),Corey McGivern,7,Gordon Elliott,9th,20 l,6,12-0b,120,True,46,42
Limerick Racing Results | 30th March 2023 16:00,N/A,16:00,Soft (Yielding To Soft In Places),2m 5f,Carrig Carol (IRE),Denis O'Regan,0,Peter Croke,8th,4 1/2 l,6,10-11,103,True,46,42
Limerick Racing Results | 30th March 2023 16:00,N/A,16:00,Soft (Yielding To Soft In Places),2m 5f,Elusive Guy (IRE),P. T. Smithers,7,Jarlath P. Fahey,7th,1/2 l,5,11-4,110,True,46,42
Limerick Racing Results | 30th March 2023 16:00,N/A,16:00,Soft (Yielding To Soft In Places),2m 5f,Missiee (IRE),G. B. Noonan,5,Eoin Christopher McCarthy,6th,3/4 l,7,11-5,111,True,46,42
Limerick Racing Results | 30th March 2023 16:00,N/A,16:00,Soft (Yielding To Soft In Places),2m 5f,Vinnie is Busy (IRE),P. Byrnes,5,Charles Byrnes,5th,Neck,8,11-10,116,True,46,42
Limerick Racing Results | 30th March 2023 16:00,N/A,16:00,Soft (Yielding To Soft In Places),2m 5f,Low Lie The Fields (IRE),Rachael Blackmore,0,Henry de Bromhead,4th,6 1/2 l,9,11-7t,113,True,46,42
Limerick Racing Results | 30th March 2023 16:00,N/A,16:00,Soft (Yielding To Soft In Places),2m 5f,Ballyadam Destiny,D. King,5,Denis Hogan,3rd,4 3/4 l,9,11-8tp,114,True,46,42
Limerick Racing Results | 30th March 2023 16:00,N/A,16:00,Soft (Yielding To Soft In Places),2m 5f,Teescomponentsyess (IRE),D. E. Mullins,0,John Joseph Hanlon,2nd,Neck,7,11-8tp,114,True,46,42
Limerick Racing Results | 30th March 2023 16:00,N/A,16:00,Soft (Yielding To Soft In Places),2m 5f,Alpesh Amin (IRE),M. M. McDonagh,5,Eric McNamara,1st,N/A,6,11-5,111,True,46,42
Limerick Racing Results | 30th March 2023 16:35,N/A,16:35,Soft (Yielding To Soft In Places),2m 5f,Kadys Dirha (IRE),Patrick O'Hanlon,5,Thomas P. O'Connor,PU,N/A,6,11-8b,89,True,46,43
Limerick Racing Results | 30th March 2023 16:35,N/A,16:35,Soft (Yielding To Soft In Places),2m 5f,Take A Punt (IRE),Peter Carberry,0,Brendan Maurice Walsh,PU,N/A,10,10-13,80,True,46,43
Limerick Racing Results | 30th March 2023 16:35,N/A,16:35,Soft (Yielding To Soft In Places),2m 5f,Cahirmee (IRE),Mr W. T. Cronin,7,Brian O'Keeffe,PU,N/A,9,10-13,80,True,46,43
Limerick Racing Results | 30th March 2023 16:35,N/A,16:35,Soft (Yielding To Soft In Places),2m 5f,Church Lane (IRE),S. F. O'Keeffe,0,Brendan Maurice Walsh,PU,N/A,8,10-13,80,True,46,43
Limerick Racing Results | 30th March 2023 16:35,N/A,16:35,Soft (Yielding To Soft In Places),2m 5f,Getaway Beauty (IRE),M. M. McDonagh,5,James Daniel Dullea,PU,N/A,6,11-1p1,82,True,46,43
Limerick Racing Results | 30th March 2023 16:35,N/A,16:35,Soft (Yielding To Soft In Places),2m 5f,Alpha Male (FR),J. J. Slevin,0,Peter Maher,13th,11 l,12,12-0p,95,True,46,43
Limerick Racing Results | 30th March 2023 16:35,N/A,16:35,Soft (Yielding To Soft In Places),2m 5f,Costaweefortune (IRE),P. Byrnes,5,Charles Coakley,12th,3 3/4 l,7,11-3,84,True,46,43
Limerick Racing Results | 30th March 2023 16:35,N/A,16:35,Soft (Yielding To Soft In Places),2m 5f,Mrs Watson (IRE),Mr B. Lawless,7,Peter Croke,11th,11 l,9,11-7,88,True,46,43
Limerick Racing Results | 30th March 2023 16:35,N/A,16:35,Soft (Yielding To Soft In Places),2m 5f,Like Ta Ma (IRE),B. P. Kennedy,7,Seamus Fahey,10th,16 l,6,11-8,89,True,46,43
Limerick Racing Results | 30th March 2023 16:35,N/A,16:35,Soft (Yielding To Soft In Places),2m 5f,Captain Jimmy (IRE),Philip Donovan,5,Patrick G. Kelly,9th,2 3/4 l,10,11-13b,94,True,46,43
Limerick Racing Results | 30th March 2023 16:35,N/A,16:35,Soft (Yielding To Soft In Places),2m 5f,Ranger Billy (IRE),D. King,5,Eoin Doyle,8th,2 1/2 l,7,11-3tp,84,True,46,43
Limerick Racing Results | 30th March 2023 16:35,N/A,16:35,Soft (Yielding To Soft In Places),2m 5f,Holiday In Kerry (IRE),Corey McGivern,7,Eric McNamara,7th,1 l,7,11-10p,91,True,46,43
Limerick Racing Results | 30th March 2023 16:35,N/A,16:35,Soft (Yielding To Soft In Places),2m 5f,Merry Moves (IRE),Kieran Callaghan,7,Mrs Grainne O'Connor,6th,1/2 l,8,11-13t,94,True,46,43
Limerick Racing Results | 30th March 2023 16:35,N/A,16:35,Soft (Yielding To Soft In Places),2m 5f,Hanoi Jane (IRE),Denis O'Regan,0,T. M. Walsh,5th,1 1/4 l,6,11-8,89,True,46,43
Limerick Racing Results | 30th March 2023 16:35,N/A,16:35,Soft (Yielding To Soft In Places),2m 5f,Cosmo Renfro (IRE),S. Fitzgerald,3,Shane Nolan,4th,10 l,6,11-6,87,True,46,43
Limerick Racing Results | 30th March 2023 16:35,N/A,16:35,Soft (Yielding To Soft In Places),2m 5f,Another Ocana (IRE),Jack G. Gilligan,7,L. J. Archdeacon,3rd,4 1/2 l,6,11-10,91,True,46,43
Limerick Racing Results | 30th March 2023 16:35,N/A,16:35,Soft (Yielding To Soft In Places),2m 5f,Magic Conqueror (IRE),Mr Alan O'Sullivan,7,Michael G. Kennedy,2nd,Neck,6,11-10,91,True,46,43
Limerick Racing Results | 30th March 2023 16:35,N/A,16:35,Soft (Yielding To Soft In Places),2m 5f,Kings Halo (IRE),D. E. Mullins,0,James Daniel Dullea,1st,N/A,8,11-9t1,90,True,46,43
Limerick Racing Results | 30th March 2023 16:35,N/A,16:35,Soft (Yielding To Soft In Places),2m 5f,Kadys Dirha (IRE),Patrick O'Hanlon,5,Thomas P. O'Connor,PU,N/A,6,11-8b,89,True,46,43
Limerick Racing Results | 30th March 2023 16:35,N/A,16:35,Soft (Yielding To Soft In Places),2m 5f,Take A Punt (IRE),Peter Carberry,0,Brendan Maurice Walsh,PU,N/A,10,10-13,80,True,46,43
Limerick Racing Results | 30th March 2023 16:35,N/A,16:35,Soft (Yielding To Soft In Places),2m 5f,Cahirmee (IRE),Mr W. T. Cronin,7,Brian O'Keeffe,PU,N/A,9,10-13,80,True,46,43
Limerick Racing Results | 30th March 2023 16:35,N/A,16:35,Soft (Yielding To Soft In Places),2m 5f,Church Lane (IRE),S. F. O'Keeffe,0,Brendan Maurice Walsh,PU,N/A,8,10-13,80,True,46,43
Limerick Racing Results | 30th March 2023 16:35,N/A,16:35,Soft (Yielding To Soft In Places),2m 5f,Getaway Beauty (IRE),M. M. McDonagh,5,James Daniel Dullea,PU,N/A,6,11-1p1,82,True,46,43
Limerick Racing Results | 30th March 2023 16:35,N/A,16:35,Soft (Yielding To Soft In Places),2m 5f,Alpha Male (FR),J. J. Slevin,0,Peter Maher,13th,11 l,12,12-0p,95,True,46,43
Limerick Racing Results | 30th March 2023 16:35,N/A,16:35,Soft (Yielding To Soft In Places),2m 5f,Costaweefortune (IRE),P. Byrnes,5,Charles Coakley,12th,3 3/4 l,7,11-3,84,True,46,43
Limerick Racing Results | 30th March 2023 16:35,N/A,16:35,Soft (Yielding To Soft In Places),2m 5f,Mrs Watson (IRE),Mr B. Lawless,7,Peter Croke,11th,11 l,9,11-7,88,True,46,43
Limerick Racing Results | 30th March 2023 16:35,N/A,16:35,Soft (Yielding To Soft In Places),2m 5f,Like Ta Ma (IRE),B. P. Kennedy,7,Seamus Fahey,10th,16 l,6,11-8,89,True,46,43
Limerick Racing Results | 30th March 2023 16:35,N/A,16:35,Soft (Yielding To Soft In Places),2m 5f,Captain Jimmy (IRE),Philip Donovan,5,Patrick G. Kelly,9th,2 3/4 l,10,11-13b,94,True,46,43
Limerick Racing Results | 30th March 2023 16:35,N/A,16:35,Soft (Yielding To Soft In Places),2m 5f,Ranger Billy (IRE),D. King,5,Eoin Doyle,8th,2 1/2 l,7,11-3tp,84,True,46,43
Limerick Racing Results | 30th March 2023 16:35,N/A,16:35,Soft (Yielding To Soft In Places),2m 5f,Holiday In Kerry (IRE),Corey McGivern,7,Eric McNamara,7th,1 l,7,11-10p,91,True,46,43
Limerick Racing Results | 30th March 2023 16:35,N/A,16:35,Soft (Yielding To Soft In Places),2m 5f,Merry Moves (IRE),Kieran Callaghan,7,Mrs Grainne O'Connor,6th,1/2 l,8,11-13t,94,True,46,43
Limerick Racing Results | 30th March 2023 16:35,N/A,16:35,Soft (Yielding To Soft In Places),2m 5f,Hanoi Jane (IRE),Denis O'Regan,0,T. M. Walsh,5th,1 1/4 l,6,11-8,89,True,46,43
Limerick Racing Results | 30th March 2023 16:35,N/A,16:35,Soft (Yielding To Soft In Places),2m 5f,Cosmo Renfro (IRE),S. Fitzgerald,3,Shane Nolan,4th,10 l,6,11-6,87,True,46,43
Limerick Racing Results | 30th March 2023 16:35,N/A,16:35,Soft (Yielding To Soft In Places),2m 5f,Another Ocana (IRE),Jack G. Gilligan,7,L. J. Archdeacon,3rd,4 1/2 l,6,11-10,91,True,46,43
Limerick Racing Results | 30th March 2023 16:35,N/A,16:35,Soft (Yielding To Soft In Places),2m 5f,Magic Conqueror (IRE),Mr Alan O'Sullivan,7,Michael G. Kennedy,2nd,Neck,6,11-10,91,True,46,43
Limerick Racing Results | 30th March 2023 16:35,N/A,16:35,Soft (Yielding To Soft In Places),2m 5f,Kings Halo (IRE),D. E. Mullins,0,James Daniel Dullea,1st,N/A,8,11-9t1,90,True,46,43
Limerick Racing Results | 30th March 2023 17:10,N/A,17:10,Soft (Yielding To Soft In Places),2m 3f,Wyoming Baby (IRE),Miss A. L. Fitzgibbon,7,Michael Winters,13th,1 l,5,11-11,-,True,46,44
Limerick Racing Results | 30th March 2023 17:10,N/A,17:10,Soft (Yielding To Soft In Places),2m 3f,Little Bit Sassy (IRE),Mr A. Harvey,7,James Albert Jenkins,12th,21 l,6,11-11t1,-,True,46,44
Limerick Racing Results | 30th March 2023 17:10,N/A,17:10,Soft (Yielding To Soft In Places),2m 3f,Noriska De La Mare (FR),Mr A. P. Ryan,7,Philip Fenton,11th,3 3/4 l,5,11-11,-,True,46,44
Limerick Racing Results | 30th March 2023 17:10,N/A,17:10,Soft (Yielding To Soft In Places),2m 3f,Katherine (IRE),Mr H. E. Sexton,7,Adrian Sexton,10th,9 1/2 l,6,11-11,-,True,46,44
Limerick Racing Results | 30th March 2023 17:10,N/A,17:10,Soft (Yielding To Soft In Places),2m 3f,Shiroccosmagicgem (IRE),Mr John Reddington,7,Thomas Gallagher,9th,36 l,5,11-11,-,True,46,44
Limerick Racing Results | 30th March 2023 17:10,N/A,17:10,Soft (Yielding To Soft In Places),2m 3f,Two of Us Know Now (IRE),Mr H. C. Swan,5,Padraig Roche,8th,3/4 l,5,11-11,-,True,46,44
Limerick Racing Results | 30th March 2023 17:10,N/A,17:10,Soft (Yielding To Soft In Places),2m 3f,Kathy Choice (IRE),Mr D. Allen,7,James Daniel Dullea,7th,2 l,5,11-11,-,True,46,44
Limerick Racing Results | 30th March 2023 17:10,N/A,17:10,Soft (Yielding To Soft In Places),2m 3f,Young Lucy (IRE),Mr B. M. Coonan,7,A. J. Martin,6th,Head,4,11-1t1,-,True,46,44
Limerick Racing Results | 30th March 2023 17:10,N/A,17:10,Soft (Yielding To Soft In Places),2m 3f,Grace Faraday (IRE),Miss A. B. O'Connor,3,Anthony McCann,5th,2 3/4 l,5,11-11h,-,True,46,44
Limerick Racing Results | 30th March 2023 17:10,N/A,17:10,Soft (Yielding To Soft In Places),2m 3f,Make Sunshine (IRE),Mr D. N. Nevin,7,Barry Fitzgerald,4th,1 1/2 l,4,11-1,-,True,46,44
Limerick Racing Results | 30th March 2023 17:10,N/A,17:10,Soft (Yielding To Soft In Places),2m 3f,Impulse (FR),Mr Finian Maguire,0,Liam G. O'Brien,3rd,9 l,5,11-11,-,True,46,44
Limerick Racing Results | 30th March 2023 17:10,N/A,17:10,Soft (Yielding To Soft In Places),2m 3f,Bioluminescence (IRE),Mr J. L. Gleeson,7,Gavin Patrick Cromwell,2nd,2 1/2 l,5,11-11,-,True,46,44
Limerick Racing Results | 30th March 2023 17:10,N/A,17:10,Soft (Yielding To Soft In Places),2m 3f,Junta Marvel (FR),Mr P. W. Mullins,0,W. P. Mullins,1st,N/A,5,11-11,-,True,46,44
Limerick Racing Results | 30th March 2023 17:10,N/A,17:10,Soft (Yielding To Soft In Places),2m 3f,Wyoming Baby (IRE),Miss A. L. Fitzgibbon,7,Michael Winters,13th,1 l,5,11-11,-,True,46,44
Limerick Racing Results | 30th March 2023 17:10,N/A,17:10,Soft (Yielding To Soft In Places),2m 3f,Little Bit Sassy (IRE),Mr A. Harvey,7,James Albert Jenkins,12th,21 l,6,11-11t1,-,True,46,44
Limerick Racing Results | 30th March 2023 17:10,N/A,17:10,Soft (Yielding To Soft In Places),2m 3f,Noriska De La Mare (FR),Mr A. P. Ryan,7,Philip Fenton,11th,3 3/4 l,5,11-11,-,True,46,44
Limerick Racing Results | 30th March 2023 17:10,N/A,17:10,Soft (Yielding To Soft In Places),2m 3f,Katherine (IRE),Mr H. E. Sexton,7,Adrian Sexton,10th,9 1/2 l,6,11-11,-,True,46,44
Limerick Racing Results | 30th March 2023 17:10,N/A,17:10,Soft (Yielding To Soft In Places),2m 3f,Shiroccosmagicgem (IRE),Mr John Reddington,7,Thomas Gallagher,9th,36 l,5,11-11,-,True,46,44
Limerick Racing Results | 30th March 2023 17:10,N/A,17:10,Soft (Yielding To Soft In Places),2m 3f,Two of Us Know Now (IRE),Mr H. C. Swan,5,Padraig Roche,8th,3/4 l,5,11-11,-,True,46,44
Limerick Racing Results | 30th March 2023 17:10,N/A,17:10,Soft (Yielding To Soft In Places),2m 3f,Kathy Choice (IRE),Mr D. Allen,7,James Daniel Dullea,7th,2 l,5,11-11,-,True,46,44
Limerick Racing Results | 30th March 2023 17:10,N/A,17:10,Soft (Yielding To Soft In Places),2m 3f,Young Lucy (IRE),Mr B. M. Coonan,7,A. J. Martin,6th,Head,4,11-1t1,-,True,46,44
Limerick Racing Results | 30th March 2023 17:10,N/A,17:10,Soft (Yielding To Soft In Places),2m 3f,Grace Faraday (IRE),Miss A. B. O'Connor,3,Anthony McCann,5th,2 3/4 l,5,11-11h,-,True,46,44
Limerick Racing Results | 30th March 2023 17:10,N/A,17:10,Soft (Yielding To Soft In Places),2m 3f,Make Sunshine (IRE),Mr D. N. Nevin,7,Barry Fitzgerald,4th,1 1/2 l,4,11-1,-,True,46,44
Limerick Racing Results | 30th March 2023 17:10,N/A,17:10,Soft (Yielding To Soft In Places),2m 3f,Impulse (FR),Mr Finian Maguire,0,Liam G. O'Brien,3rd,9 l,5,11-11,-,True,46,44
Limerick Racing Results | 30th March 2023 17:10,N/A,17:10,Soft (Yielding To Soft In Places),2m 3f,Bioluminescence (IRE),Mr J. L. Gleeson,7,Gavin Patrick Cromwell,2nd,2 1/2 l,5,11-11,-,True,46,44
Limerick Racing Results | 30th March 2023 17:10,N/A,17:10,Soft (Yielding To Soft In Places),2m 3f,Junta Marvel (FR),Mr P. W. Mullins,0,W. P. Mullins,1st,N/A,5,11-11,-,True,46,44
Naas Racing Results | 30th March 2023 13:57,N/A,13:57,Yielding To Soft,2m 63y,Cabane Des Taules (IRE),L. P. Dempsey,0,J. P. Dempsey,PU,N/A,4,11-7,-,True,46,45
Naas Racing Results | 30th March 2023 13:57,N/A,13:57,Yielding To Soft,2m 63y,Splendid Choice (IRE),Jack Foley,0,Matthew J. Smith,PU,N/A,4,11-7,-,True,46,45
Naas Racing Results | 30th March 2023 13:57,N/A,13:57,Yielding To Soft,2m 63y,Gimmeago (IRE),D. Robinson,0,Ian O'Connor,21st,12 l,4,11-7t1,-,True,46,45
Naas Racing Results | 30th March 2023 13:57,N/A,13:57,Yielding To Soft,2m 63y,Downtherefordancin,Keith Donoghue,0,Gavin Patrick Cromwell,20th,2 1/4 l,4,11-7,-,True,46,45
Naas Racing Results | 30th March 2023 13:57,N/A,13:57,Yielding To Soft,2m 63y,Arc Eyes (IRE),C. G. O'Dwyer,7,Conor O'Dwyer,19th,1 1/2 l,4,11-7,-,True,46,45
Naas Racing Results | 30th March 2023 13:57,N/A,13:57,Yielding To Soft,2m 63y,Zebos Beanos (IRE),Richard Deegan,0,D. McNamara,18th,26 l,4,11-0t1,-,True,46,45
Naas Racing Results | 30th March 2023 13:57,N/A,13:57,Yielding To Soft,2m 63y,Adam's Angel (IRE),C. D. Maxwell,0,Francis Casey,17th,8 1/2 l,4,11-7,-,True,46,45
Naas Racing Results | 30th March 2023 13:57,N/A,13:57,Yielding To Soft,2m 63y,Okarito River (IRE),C. Smithers,7,F. Flood,16th,2 l,4,11-0,-,True,46,45
Naas Racing Results | 30th March 2023 13:57,N/A,13:57,Yielding To Soft,2m 63y,Boskill Borden (IRE),Cian Cullinan,7,P. G. Fahey,15th,3/4 l,4,11-7,-,True,46,45
Naas Racing Results | 30th March 2023 13:57,N/A,13:57,Yielding To Soft,2m 63y,Charlies Pride (IRE),H. Morgan,3,Paul Power,14th,3 1/2 l,4,11-7,-,True,46,45
Naas Racing Results | 30th March 2023 13:57,N/A,13:57,Yielding To Soft,2m 63y,Step Into My Shoes (IRE),K. C. Sexton,0,Padraig Roche,13th,3 3/4 l,4,11-7,-,True,46,45
Naas Racing Results | 30th March 2023 13:57,N/A,13:57,Yielding To Soft,2m 63y,Milk Market (IRE),J. S. McGarvey,0,Padraig Roche,12th,1/2 l,4,11-7,-,True,46,45
Naas Racing Results | 30th March 2023 13:57,N/A,13:57,Yielding To Soft,2m 63y,Shana Cloon (IRE),K. E. Buckley,3,Gavin Patrick Cromwell,11th,4 1/2 l,4,11-0,-,True,46,45
Naas Racing Results | 30th March 2023 13:57,N/A,13:57,Yielding To Soft,2m 63y,Bint Alsarab (IRE),Conor Orr,0,E. D. Delany,10th,7 l,4,11-0,-,True,46,45
Naas Racing Results | 30th March 2023 13:57,N/A,13:57,Yielding To Soft,2m 63y,Win Some Lose Some (IRE),D. J. O'Keeffe,0,Padraig Roche,9th,Short Head,4,11-7,-,True,46,45
Naas Racing Results | 30th March 2023 13:57,N/A,13:57,Yielding To Soft,2m 63y,So They Tell Me (IRE),A. P. Kelly,7,Padraig Roche,8th,1 3/4 l,4,11-7h1,-,True,46,45
Naas Racing Results | 30th March 2023 13:57,N/A,13:57,Yielding To Soft,2m 63y,Winning Smut (IRE),Sean Flanagan,0,M. Hourigan,7th,2 3/4 l,4,11-7,-,True,46,45
Naas Racing Results | 30th March 2023 13:57,N/A,13:57,Yielding To Soft,2m 63y,Zaghraf,L. A. McKenna,5,Denis Hogan,6th,1/2 l,4,11-7,-,True,46,45
Naas Racing Results | 30th March 2023 13:57,N/A,13:57,Yielding To Soft,2m 63y,Red Trail (IRE),E. Walsh,5,Andrew McNamara,5th,11 l,4,11-0,-,True,46,45
Naas Racing Results | 30th March 2023 13:57,N/A,13:57,Yielding To Soft,2m 63y,Colours On Canvas (FR),Phillip Enright,0,S. Curling,4th,4 1/2 l,4,11-7,-,True,46,45
Naas Racing Results | 30th March 2023 13:57,N/A,13:57,Yielding To Soft,2m 63y,Night Sparkle (IRE),Donagh Meyler,0,M. D. O'Callaghan,3rd,1 3/4 l,4,11-0,-,True,46,45
Naas Racing Results | 30th March 2023 13:57,N/A,13:57,Yielding To Soft,2m 63y,The Lovely Man (IRE),R. J. Condon,5,Colm A. Murphy,2nd,Short Head,4,11-7,-,True,46,45
Naas Racing Results | 30th March 2023 13:57,N/A,13:57,Yielding To Soft,2m 63y,By Your Side,M. J. M. O'Sullivan,5,Gordon Elliott,1st,N/A,4,11-7,-,True,46,45
Naas Racing Results | 30th March 2023 13:57,N/A,13:57,Yielding To Soft,2m 63y,Cabane Des Taules (IRE),L. P. Dempsey,0,J. P. Dempsey,PU,N/A,4,11-7,-,True,46,45
Naas Racing Results | 30th March 2023 13:57,N/A,13:57,Yielding To Soft,2m 63y,Splendid Choice (IRE),Jack Foley,0,Matthew J. Smith,PU,N/A,4,11-7,-,True,46,45
Naas Racing Results | 30th March 2023 13:57,N/A,13:57,Yielding To Soft,2m 63y,Gimmeago (IRE),D. Robinson,0,Ian O'Connor,21st,12 l,4,11-7t1,-,True,46,45
Naas Racing Results | 30th March 2023 13:57,N/A,13:57,Yielding To Soft,2m 63y,Downtherefordancin,Keith Donoghue,0,Gavin Patrick Cromwell,20th,2 1/4 l,4,11-7,-,True,46,45
Naas Racing Results | 30th March 2023 13:57,N/A,13:57,Yielding To Soft,2m 63y,Arc Eyes (IRE),C. G. O'Dwyer,7,Conor O'Dwyer,19th,1 1/2 l,4,11-7,-,True,46,45
Naas Racing Results | 30th March 2023 13:57,N/A,13:57,Yielding To Soft,2m 63y,Zebos Beanos (IRE),Richard Deegan,0,D. McNamara,18th,26 l,4,11-0t1,-,True,46,45
Naas Racing Results | 30th March 2023 13:57,N/A,13:57,Yielding To Soft,2m 63y,Adam's Angel (IRE),C. D. Maxwell,0,Francis Casey,17th,8 1/2 l,4,11-7,-,True,46,45
Naas Racing Results | 30th March 2023 13:57,N/A,13:57,Yielding To Soft,2m 63y,Okarito River (IRE),C. Smithers,7,F. Flood,16th,2 l,4,11-0,-,True,46,45
Naas Racing Results | 30th March 2023 13:57,N/A,13:57,Yielding To Soft,2m 63y,Boskill Borden (IRE),Cian Cullinan,7,P. G. Fahey,15th,3/4 l,4,11-7,-,True,46,45
Naas Racing Results | 30th March 2023 13:57,N/A,13:57,Yielding To Soft,2m 63y,Charlies Pride (IRE),H. Morgan,3,Paul Power,14th,3 1/2 l,4,11-7,-,True,46,45
Naas Racing Results | 30th March 2023 13:57,N/A,13:57,Yielding To Soft,2m 63y,Step Into My Shoes (IRE),K. C. Sexton,0,Padraig Roche,13th,3 3/4 l,4,11-7,-,True,46,45
Naas Racing Results | 30th March 2023 13:57,N/A,13:57,Yielding To Soft,2m 63y,Milk Market (IRE),J. S. McGarvey,0,Padraig Roche,12th,1/2 l,4,11-7,-,True,46,45
Naas Racing Results | 30th March 2023 13:57,N/A,13:57,Yielding To Soft,2m 63y,Shana Cloon (IRE),K. E. Buckley,3,Gavin Patrick Cromwell,11th,4 1/2 l,4,11-0,-,True,46,45
Naas Racing Results | 30th March 2023 13:57,N/A,13:57,Yielding To Soft,2m 63y,Bint Alsarab (IRE),Conor Orr,0,E. D. Delany,10th,7 l,4,11-0,-,True,46,45
Naas Racing Results | 30th March 2023 13:57,N/A,13:57,Yielding To Soft,2m 63y,Win Some Lose Some (IRE),D. J. O'Keeffe,0,Padraig Roche,9th,Short Head,4,11-7,-,True,46,45
Naas Racing Results | 30th March 2023 13:57,N/A,13:57,Yielding To Soft,2m 63y,So They Tell Me (IRE),A. P. Kelly,7,Padraig Roche,8th,1 3/4 l,4,11-7h1,-,True,46,45
Naas Racing Results | 30th March 2023 13:57,N/A,13:57,Yielding To Soft,2m 63y,Winning Smut (IRE),Sean Flanagan,0,M. Hourigan,7th,2 3/4 l,4,11-7,-,True,46,45
Naas Racing Results | 30th March 2023 13:57,N/A,13:57,Yielding To Soft,2m 63y,Zaghraf,L. A. McKenna,5,Denis Hogan,6th,1/2 l,4,11-7,-,True,46,45
Naas Racing Results | 30th March 2023 13:57,N/A,13:57,Yielding To Soft,2m 63y,Red Trail (IRE),E. Walsh,5,Andrew McNamara,5th,11 l,4,11-0,-,True,46,45
Naas Racing Results | 30th March 2023 13:57,N/A,13:57,Yielding To Soft,2m 63y,Colours On Canvas (FR),Phillip Enright,0,S. Curling,4th,4 1/2 l,4,11-7,-,True,46,45
Naas Racing Results | 30th March 2023 13:57,N/A,13:57,Yielding To Soft,2m 63y,Night Sparkle (IRE),Donagh Meyler,0,M. D. O'Callaghan,3rd,1 3/4 l,4,11-0,-,True,46,45
Naas Racing Results | 30th March 2023 13:57,N/A,13:57,Yielding To Soft,2m 63y,The Lovely Man (IRE),R. J. Condon,5,Colm A. Murphy,2nd,Short Head,4,11-7,-,True,46,45
Naas Racing Results | 30th March 2023 13:57,N/A,13:57,Yielding To Soft,2m 63y,By Your Side,M. J. M. O'Sullivan,5,Gordon Elliott,1st,N/A,4,11-7,-,True,46,45
Naas Racing Results | 30th March 2023 14:32,N/A,14:32,Yielding To Soft,2m 63y,Parkrunner (IRE),Richard Deegan,0,Peter John Flood,UR,N/A,5,11-7t1,-,True,46,46
Naas Racing Results | 30th March 2023 14:32,N/A,14:32,Yielding To Soft,2m 63y,Bombay Glory (IRE),C. G. O'Dwyer,7,M. C. Grassick,F,N/A,6,11-7,-,True,46,46
Naas Racing Results | 30th March 2023 14:32,N/A,14:32,Yielding To Soft,2m 63y,Mikita (USA),Jack Foley,0,Matthew J. Smith,12th,99 l,5,11-7t,-,True,46,46
Naas Racing Results | 30th March 2023 14:32,N/A,14:32,Yielding To Soft,2m 63y,Annie Bella (IRE),Sean Flanagan,0,David Christie,11th,4 3/4 l,6,11-7t,-,True,46,46
Naas Racing Results | 30th March 2023 14:32,N/A,14:32,Yielding To Soft,2m 63y,Presenting Beeper (IRE),C. D. Maxwell,0,Dermot Anthony McLoughlin,10th,2 3/4 l,6,11-7,-,True,46,46
Naas Racing Results | 30th March 2023 14:32,N/A,14:32,Yielding To Soft,2m 63y,Emotional Damage (FR),J. S. McGarvey,0,Gordon Elliott,9th,Neck,5,11-7,-,True,46,46
Naas Racing Results | 30th March 2023 14:32,N/A,14:32,Yielding To Soft,2m 63y,Minnie Beets (IRE),K. E. Buckley,3,Gordon Elliott,8th,3 3/4 l,5,11-7,-,True,46,46
