track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Dundalk Racing Results | 24th March 2023 20:00,N/A,20:00,Standard,7f,Exquisite Acclaim (IRE),Adam Caffrey,7,Adrian McGuinness,4th,3/4 l,4,10-2p,87,True,46,6
Dundalk Racing Results | 24th March 2023 20:00,N/A,20:00,Standard,7f,Macadam's Rock (IRE),C. D. Hayes,0,Miss Hilary McLoughlin,3rd,1/2 l,5,8-9,66,True,46,6
Dundalk Racing Results | 24th March 2023 20:00,N/A,20:00,Standard,7f,Benavente,J. Kearney,7,Richard John O'Brien,2nd,2 3/4 l,5,9-8,79,True,46,6
Dundalk Racing Results | 24th March 2023 20:00,N/A,20:00,Standard,7f,She's In the Game (IRE),Neve Bennett,7,W. T. Farrell,1st,N/A,6,9-5,76,True,46,6
Dundalk Racing Results | 24th March 2023 20:30,N/A,20:30,Standard,1m,Boadicea Belle (IRE),Declan McDonogh,0,Matthew J. Smith,13th,5 l,4,10-0,63,True,46,7
Dundalk Racing Results | 24th March 2023 20:30,N/A,20:30,Standard,1m,Try Hard,N. M. Crosse,0,Luke Comer,12th,2 l,5,9-11,60,True,46,7
Dundalk Racing Results | 24th March 2023 20:30,N/A,20:30,Standard,1m,The Bog Bank (IRE),J. J. G. Ryan,7,T. G. McCourt,11th,1 1/2 l,6,10-2p,65,True,46,7
Dundalk Racing Results | 24th March 2023 20:30,N/A,20:30,Standard,1m,Cometh the Man (IRE),R. P. Whelan,0,John McConnell,10th,Neck,5,9-3t,52,True,46,7
Dundalk Racing Results | 24th March 2023 20:30,N/A,20:30,Standard,1m,Sunset Nova (IRE),C. Horgan,7,A. Slattery,9th,Head,7,10-1,64,True,46,7
Dundalk Racing Results | 24th March 2023 20:30,N/A,20:30,Standard,1m,Numidia (IRE),H. J. Horgan,7,Peter Lawlor,8th,Neck,5,9-5v,54,True,46,7
Dundalk Racing Results | 24th March 2023 20:30,N/A,20:30,Standard,1m,Indiana Grey (IRE),J. A. Powell,5,Patrick Martin,7th,1/2 l,7,10-0tv,63,True,46,7
Dundalk Racing Results | 24th March 2023 20:30,N/A,20:30,Standard,1m,Caesar's Comet (IRE),C. D. Hayes,0,James McAuley,6th,1 1/4 l,9,8-12v,47,True,46,7
Dundalk Racing Results | 24th March 2023 20:30,N/A,20:30,Standard,1m,Scarlet Dancer (IRE),Shane Foley,0,James McAuley,5th,Short Head,4,9-13tp,62,True,46,7
Dundalk Racing Results | 24th March 2023 20:30,N/A,20:30,Standard,1m,Bringsty,William James Lee,0,James McAuley,4th,1 1/4 l,5,9-8t,57,True,46,7
Dundalk Racing Results | 24th March 2023 20:30,N/A,20:30,Standard,1m,Royal Tribute (IRE),C. T. Keane,0,James McAuley,3rd,1/2 l,5,9-9b,58,True,46,7
Dundalk Racing Results | 24th March 2023 20:30,N/A,20:30,Standard,1m,Feature This (IRE),R. Whearty,7,Paul W. Flynn,2nd,1 1/4 l,4,9-10tp,59,True,46,7
Dundalk Racing Results | 24th March 2023 20:30,N/A,20:30,Standard,1m,Ellabella (IRE),J. Kearney,7,Andrew McNamara,1st,N/A,5,10-2tp,65,True,46,7
Dundalk Racing Results | 24th March 2023 20:30,N/A,20:30,Standard,1m,Boadicea Belle (IRE),Declan McDonogh,0,Matthew J. Smith,13th,5 l,4,10-0,63,True,46,7
Dundalk Racing Results | 24th March 2023 20:30,N/A,20:30,Standard,1m,Try Hard,N. M. Crosse,0,Luke Comer,12th,2 l,5,9-11,60,True,46,7
Dundalk Racing Results | 24th March 2023 20:30,N/A,20:30,Standard,1m,The Bog Bank (IRE),J. J. G. Ryan,7,T. G. McCourt,11th,1 1/2 l,6,10-2p,65,True,46,7
Dundalk Racing Results | 24th March 2023 20:30,N/A,20:30,Standard,1m,Cometh the Man (IRE),R. P. Whelan,0,John McConnell,10th,Neck,5,9-3t,52,True,46,7
Dundalk Racing Results | 24th March 2023 20:30,N/A,20:30,Standard,1m,Sunset Nova (IRE),C. Horgan,7,A. Slattery,9th,Head,7,10-1,64,True,46,7
Dundalk Racing Results | 24th March 2023 20:30,N/A,20:30,Standard,1m,Numidia (IRE),H. J. Horgan,7,Peter Lawlor,8th,Neck,5,9-5v,54,True,46,7
Dundalk Racing Results | 24th March 2023 20:30,N/A,20:30,Standard,1m,Indiana Grey (IRE),J. A. Powell,5,Patrick Martin,7th,1/2 l,7,10-0tv,63,True,46,7
Dundalk Racing Results | 24th March 2023 20:30,N/A,20:30,Standard,1m,Caesar's Comet (IRE),C. D. Hayes,0,James McAuley,6th,1 1/4 l,9,8-12v,47,True,46,7
Dundalk Racing Results | 24th March 2023 20:30,N/A,20:30,Standard,1m,Scarlet Dancer (IRE),Shane Foley,0,James McAuley,5th,Short Head,4,9-13tp,62,True,46,7
Dundalk Racing Results | 24th March 2023 20:30,N/A,20:30,Standard,1m,Bringsty,William James Lee,0,James McAuley,4th,1 1/4 l,5,9-8t,57,True,46,7
Dundalk Racing Results | 24th March 2023 20:30,N/A,20:30,Standard,1m,Royal Tribute (IRE),C. T. Keane,0,James McAuley,3rd,1/2 l,5,9-9b,58,True,46,7
Dundalk Racing Results | 24th March 2023 20:30,N/A,20:30,Standard,1m,Feature This (IRE),R. Whearty,7,Paul W. Flynn,2nd,1 1/4 l,4,9-10tp,59,True,46,7
Dundalk Racing Results | 24th March 2023 20:30,N/A,20:30,Standard,1m,Ellabella (IRE),J. Kearney,7,Andrew McNamara,1st,N/A,5,10-2tp,65,True,46,7
Curragh Racing Results | 25th March 2023 13:40,N/A,13:40,Soft To Heavy (Heavy In Places),5f,One Cool Cookie (IRE),J. M. Sheridan,3,Denis Hogan,11th,5 1/2 l,2,9-7,-,True,46,8
Curragh Racing Results | 25th March 2023 13:40,N/A,13:40,Soft To Heavy (Heavy In Places),5f,Capall Donn (IRE),D. B. McMonagle,0,Adrian Murray,10th,2 l,2,9-7,-,True,46,8
Curragh Racing Results | 25th March 2023 13:40,N/A,13:40,Soft To Heavy (Heavy In Places),5f,Prince X J (IRE),C. T. Keane,0,M. D. O'Callaghan,9th,Neck,2,9-7,-,True,46,8
Curragh Racing Results | 25th March 2023 13:40,N/A,13:40,Soft To Heavy (Heavy In Places),5f,Expecto (IRE),L. T. McAteer,3,J. S. Bolger,8th,1 l,2,9-2,-,True,46,8
Curragh Racing Results | 25th March 2023 13:40,N/A,13:40,Soft To Heavy (Heavy In Places),5f,Charles Atlas (IRE),William James Lee,0,W. McCreery,7th,1 3/4 l,2,9-7,-,True,46,8
Curragh Racing Results | 25th March 2023 13:40,N/A,13:40,Soft To Heavy (Heavy In Places),5f,Cornahilt Soldier (IRE),Siobhan Rutledge,5,Kevin Michael Smith,6th,3/4 l,2,9-2,-,True,46,8
Curragh Racing Results | 25th March 2023 13:40,N/A,13:40,Soft To Heavy (Heavy In Places),5f,Guns And Flowers (IRE),G. P. Halpin,0,Adrian Murray,5th,Head,2,9-2,-,True,46,8
Curragh Racing Results | 25th March 2023 13:40,N/A,13:40,Soft To Heavy (Heavy In Places),5f,Bid For Chester (IRE),G. F. Carroll,0,Michael Mulvany,4th,3 1/4 l,2,9-7,-,True,46,8
Curragh Racing Results | 25th March 2023 13:40,N/A,13:40,Soft To Heavy (Heavy In Places),5f,Spanish Cara (IRE),R. P. Cleary,0,J. S. Bolger,3rd,3/4 l,2,9-2,-,True,46,8
Curragh Racing Results | 25th March 2023 13:40,N/A,13:40,Soft To Heavy (Heavy In Places),5f,Sturlasson (IRE),Declan McDonogh,0,Kieran Patrick Cotter,2nd,2 3/4 l,2,9-7,-,True,46,8
Curragh Racing Results | 25th March 2023 13:40,N/A,13:40,Soft To Heavy (Heavy In Places),5f,Bucanero Fuerte,Kevin Stott,0,Adrian Murray,1st,N/A,2,9-7,-,True,46,8
Curragh Racing Results | 25th March 2023 13:40,N/A,13:40,Soft To Heavy (Heavy In Places),5f,One Cool Cookie (IRE),J. M. Sheridan,3,Denis Hogan,11th,5 1/2 l,2,9-7,-,True,46,8
Curragh Racing Results | 25th March 2023 13:40,N/A,13:40,Soft To Heavy (Heavy In Places),5f,Capall Donn (IRE),D. B. McMonagle,0,Adrian Murray,10th,2 l,2,9-7,-,True,46,8
Curragh Racing Results | 25th March 2023 13:40,N/A,13:40,Soft To Heavy (Heavy In Places),5f,Prince X J (IRE),C. T. Keane,0,M. D. O'Callaghan,9th,Neck,2,9-7,-,True,46,8
Curragh Racing Results | 25th March 2023 13:40,N/A,13:40,Soft To Heavy (Heavy In Places),5f,Expecto (IRE),L. T. McAteer,3,J. S. Bolger,8th,1 l,2,9-2,-,True,46,8
Curragh Racing Results | 25th March 2023 13:40,N/A,13:40,Soft To Heavy (Heavy In Places),5f,Charles Atlas (IRE),William James Lee,0,W. McCreery,7th,1 3/4 l,2,9-7,-,True,46,8
Curragh Racing Results | 25th March 2023 13:40,N/A,13:40,Soft To Heavy (Heavy In Places),5f,Cornahilt Soldier (IRE),Siobhan Rutledge,5,Kevin Michael Smith,6th,3/4 l,2,9-2,-,True,46,8
Curragh Racing Results | 25th March 2023 13:40,N/A,13:40,Soft To Heavy (Heavy In Places),5f,Guns And Flowers (IRE),G. P. Halpin,0,Adrian Murray,5th,Head,2,9-2,-,True,46,8
Curragh Racing Results | 25th March 2023 13:40,N/A,13:40,Soft To Heavy (Heavy In Places),5f,Bid For Chester (IRE),G. F. Carroll,0,Michael Mulvany,4th,3 1/4 l,2,9-7,-,True,46,8
Curragh Racing Results | 25th March 2023 13:40,N/A,13:40,Soft To Heavy (Heavy In Places),5f,Spanish Cara (IRE),R. P. Cleary,0,J. S. Bolger,3rd,3/4 l,2,9-2,-,True,46,8
Curragh Racing Results | 25th March 2023 13:40,N/A,13:40,Soft To Heavy (Heavy In Places),5f,Sturlasson (IRE),Declan McDonogh,0,Kieran Patrick Cotter,2nd,2 3/4 l,2,9-7,-,True,46,8
Curragh Racing Results | 25th March 2023 13:40,N/A,13:40,Soft To Heavy (Heavy In Places),5f,Bucanero Fuerte,Kevin Stott,0,Adrian Murray,1st,N/A,2,9-7,-,True,46,8
Curragh Racing Results | 25th March 2023 14:15,N/A,14:15,Soft To Heavy (Heavy In Places),5f,Only Spoofing (IRE),Mpumelelo Mjoka,3,Kevin Thomas Coleman,11th,11 l,9,9-3h,87,True,46,9
Curragh Racing Results | 25th March 2023 14:15,N/A,14:15,Soft To Heavy (Heavy In Places),5f,Jon Riggens (IRE),C. D. Hayes,0,Edward Lynam,10th,1 1/4 l,5,8-10t,80,True,46,9
Curragh Racing Results | 25th March 2023 14:15,N/A,14:15,Soft To Heavy (Heavy In Places),5f,Verhoyen,J. J. G. Ryan,7,M. C. Grassick,9th,2 1/2 l,8,9-3,87,True,46,9
Curragh Racing Results | 25th March 2023 14:15,N/A,14:15,Soft To Heavy (Heavy In Places),5f,Earls (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,8th,3/4 l,6,9-4t1,88,True,46,9
Curragh Racing Results | 25th March 2023 14:15,N/A,14:15,Soft To Heavy (Heavy In Places),5f,Aljady (FR),S. D. Bowen,7,Denis Hogan,7th,1 l,8,8-12tp1,82,True,46,9
Curragh Racing Results | 25th March 2023 14:15,N/A,14:15,Soft To Heavy (Heavy In Places),5f,Harry's Hill,M. W. Hassett,10,Martin Hassett,6th,3/4 l,5,8-7,77,True,46,9
Curragh Racing Results | 25th March 2023 14:15,N/A,14:15,Soft To Heavy (Heavy In Places),5f,Downforce (IRE),N. M. Crosse,0,W. McCreery,5th,1/2 l,11,8-7,77,True,46,9
Curragh Racing Results | 25th March 2023 14:15,N/A,14:15,Soft To Heavy (Heavy In Places),5f,Saliteh,Kevin Stott,0,Adrian Murray,4th,Neck,4,9-8,92,True,46,9
Curragh Racing Results | 25th March 2023 14:15,N/A,14:15,Soft To Heavy (Heavy In Places),5f,Swift Flight (FR),N. G. McCullagh,0,K. J. Condon,3rd,1 1/2 l,5,8-7t,77,True,46,9
Curragh Racing Results | 25th March 2023 14:15,N/A,14:15,Soft To Heavy (Heavy In Places),5f,The Highway Rat (IRE),William James Lee,0,Andrew Oliver,2nd,1/2 l,5,10-0,98,True,46,9
Curragh Racing Results | 25th March 2023 14:15,N/A,14:15,Soft To Heavy (Heavy In Places),5f,Laugh A Minute,R. P. Whelan,0,Adrian McGuinness,1st,N/A,8,9-4,88,True,46,9
Curragh Racing Results | 25th March 2023 14:15,N/A,14:15,Soft To Heavy (Heavy In Places),5f,Only Spoofing (IRE),Mpumelelo Mjoka,3,Kevin Thomas Coleman,11th,11 l,9,9-3h,87,True,46,9
Curragh Racing Results | 25th March 2023 14:15,N/A,14:15,Soft To Heavy (Heavy In Places),5f,Jon Riggens (IRE),C. D. Hayes,0,Edward Lynam,10th,1 1/4 l,5,8-10t,80,True,46,9
Curragh Racing Results | 25th March 2023 14:15,N/A,14:15,Soft To Heavy (Heavy In Places),5f,Verhoyen,J. J. G. Ryan,7,M. C. Grassick,9th,2 1/2 l,8,9-3,87,True,46,9
Curragh Racing Results | 25th March 2023 14:15,N/A,14:15,Soft To Heavy (Heavy In Places),5f,Earls (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,8th,3/4 l,6,9-4t1,88,True,46,9
Curragh Racing Results | 25th March 2023 14:15,N/A,14:15,Soft To Heavy (Heavy In Places),5f,Aljady (FR),S. D. Bowen,7,Denis Hogan,7th,1 l,8,8-12tp1,82,True,46,9
Curragh Racing Results | 25th March 2023 14:15,N/A,14:15,Soft To Heavy (Heavy In Places),5f,Harry's Hill,M. W. Hassett,10,Martin Hassett,6th,3/4 l,5,8-7,77,True,46,9
Curragh Racing Results | 25th March 2023 14:15,N/A,14:15,Soft To Heavy (Heavy In Places),5f,Downforce (IRE),N. M. Crosse,0,W. McCreery,5th,1/2 l,11,8-7,77,True,46,9
Curragh Racing Results | 25th March 2023 14:15,N/A,14:15,Soft To Heavy (Heavy In Places),5f,Saliteh,Kevin Stott,0,Adrian Murray,4th,Neck,4,9-8,92,True,46,9
Curragh Racing Results | 25th March 2023 14:15,N/A,14:15,Soft To Heavy (Heavy In Places),5f,Swift Flight (FR),N. G. McCullagh,0,K. J. Condon,3rd,1 1/2 l,5,8-7t,77,True,46,9
Curragh Racing Results | 25th March 2023 14:15,N/A,14:15,Soft To Heavy (Heavy In Places),5f,The Highway Rat (IRE),William James Lee,0,Andrew Oliver,2nd,1/2 l,5,10-0,98,True,46,9
Curragh Racing Results | 25th March 2023 14:15,N/A,14:15,Soft To Heavy (Heavy In Places),5f,Laugh A Minute,R. P. Whelan,0,Adrian McGuinness,1st,N/A,8,9-4,88,True,46,9
Curragh Racing Results | 25th March 2023 14:50,N/A,14:50,Soft To Heavy (Heavy In Places),7f,Chica Linda (IRE),A. C. Persse,7,Eoin Doyle,16th,3 3/4 l,3,9-3,-,True,46,10
Curragh Racing Results | 25th March 2023 14:50,N/A,14:50,Soft To Heavy (Heavy In Places),7f,Second Fiddle (IRE),D. W. O'Connor,0,C. P. Donoghue,15th,4 1/2 l,4,10-2,-,True,46,10
Curragh Racing Results | 25th March 2023 14:50,N/A,14:50,Soft To Heavy (Heavy In Places),7f,Curzon Queen (IRE),Oisin McSweeney,5,Kieran Patrick Cotter,14th,2 1/2 l,3,9-3,-,True,46,10
Curragh Racing Results | 25th March 2023 14:50,N/A,14:50,Soft To Heavy (Heavy In Places),7f,Stepdance (IRE),J. Kearney,7,Andrew McNamara,13th,1 1/4 l,3,9-3,-,True,46,10
Curragh Racing Results | 25th March 2023 14:50,N/A,14:50,Soft To Heavy (Heavy In Places),7f,Munlaigh (IRE),Kyanna Van Buuren,10,J. S. Bolger,12th,1 1/4 l,3,9-3,-,True,46,10
Curragh Racing Results | 25th March 2023 14:50,N/A,14:50,Soft To Heavy (Heavy In Places),7f,Flotus Radiance (IRE),C. Stone-Walsh,7,Paul Power,11th,3/4 l,3,9-3,-,True,46,10
Curragh Racing Results | 25th March 2023 14:50,N/A,14:50,Soft To Heavy (Heavy In Places),7f,Angel Of The Sea (IRE),C. D. Hayes,0,Luke Comer,10th,Neck,3,9-3h1,-,True,46,10
Curragh Racing Results | 25th March 2023 14:50,N/A,14:50,Soft To Heavy (Heavy In Places),7f,Water Nymph (IRE),Seamie Heffernan,0,Aidan O'Brien,9th,3 l,3,9-3,-,True,46,10
Curragh Racing Results | 25th March 2023 14:50,N/A,14:50,Soft To Heavy (Heavy In Places),7f,Timeless Piece (IRE),Shane Foley,0,Mrs J. Harrington,8th,2 1/4 l,3,9-3,-,True,46,10
Curragh Racing Results | 25th March 2023 14:50,N/A,14:50,Soft To Heavy (Heavy In Places),7f,Lolyta (IRE),R. P. Whelan,0,Andrew Kinsella,7th,Neck,3,9-3,-,True,46,10
Curragh Racing Results | 25th March 2023 14:50,N/A,14:50,Soft To Heavy (Heavy In Places),7f,Brasilian Princess (FR),Kevin Stott,0,Adrian Murray,6th,1 1/2 l,3,9-3,-,True,46,10
Curragh Racing Results | 25th March 2023 14:50,N/A,14:50,Soft To Heavy (Heavy In Places),7f,Queenie St Clair (IRE),C. T. Keane,0,Noel Meade,5th,3 l,3,9-3,-,True,46,10
Curragh Racing Results | 25th March 2023 14:50,N/A,14:50,Soft To Heavy (Heavy In Places),7f,Aussie Girl (IRE),M. A. Enright,0,J. A. Stack,4th,1 1/2 l,3,9-3,-,True,46,10
Curragh Racing Results | 25th March 2023 14:50,N/A,14:50,Soft To Heavy (Heavy In Places),7f,Toistiun (IRE),L. T. McAteer,3,J. S. Bolger,3rd,5 1/2 l,3,9-3,-,True,46,10
Curragh Racing Results | 25th March 2023 14:50,N/A,14:50,Soft To Heavy (Heavy In Places),7f,Unless (USA),W. M. Lordan,0,Aidan O'Brien,2nd,1/2 l,3,9-3,-,True,46,10
Curragh Racing Results | 25th March 2023 14:50,N/A,14:50,Soft To Heavy (Heavy In Places),7f,Honey Girl (BRA),D. B. McMonagle,0,Joseph Patrick O'Brien,1st,N/A,4,10-2,-,True,46,10
Curragh Racing Results | 25th March 2023 14:50,N/A,14:50,Soft To Heavy (Heavy In Places),7f,Chica Linda (IRE),A. C. Persse,7,Eoin Doyle,16th,3 3/4 l,3,9-3,-,True,46,10
Curragh Racing Results | 25th March 2023 14:50,N/A,14:50,Soft To Heavy (Heavy In Places),7f,Second Fiddle (IRE),D. W. O'Connor,0,C. P. Donoghue,15th,4 1/2 l,4,10-2,-,True,46,10
Curragh Racing Results | 25th March 2023 14:50,N/A,14:50,Soft To Heavy (Heavy In Places),7f,Curzon Queen (IRE),Oisin McSweeney,5,Kieran Patrick Cotter,14th,2 1/2 l,3,9-3,-,True,46,10
Curragh Racing Results | 25th March 2023 14:50,N/A,14:50,Soft To Heavy (Heavy In Places),7f,Stepdance (IRE),J. Kearney,7,Andrew McNamara,13th,1 1/4 l,3,9-3,-,True,46,10
Curragh Racing Results | 25th March 2023 14:50,N/A,14:50,Soft To Heavy (Heavy In Places),7f,Munlaigh (IRE),Kyanna Van Buuren,10,J. S. Bolger,12th,1 1/4 l,3,9-3,-,True,46,10
Curragh Racing Results | 25th March 2023 14:50,N/A,14:50,Soft To Heavy (Heavy In Places),7f,Flotus Radiance (IRE),C. Stone-Walsh,7,Paul Power,11th,3/4 l,3,9-3,-,True,46,10
Curragh Racing Results | 25th March 2023 14:50,N/A,14:50,Soft To Heavy (Heavy In Places),7f,Angel Of The Sea (IRE),C. D. Hayes,0,Luke Comer,10th,Neck,3,9-3h1,-,True,46,10
Curragh Racing Results | 25th March 2023 14:50,N/A,14:50,Soft To Heavy (Heavy In Places),7f,Water Nymph (IRE),Seamie Heffernan,0,Aidan O'Brien,9th,3 l,3,9-3,-,True,46,10
Curragh Racing Results | 25th March 2023 14:50,N/A,14:50,Soft To Heavy (Heavy In Places),7f,Timeless Piece (IRE),Shane Foley,0,Mrs J. Harrington,8th,2 1/4 l,3,9-3,-,True,46,10
Curragh Racing Results | 25th March 2023 14:50,N/A,14:50,Soft To Heavy (Heavy In Places),7f,Lolyta (IRE),R. P. Whelan,0,Andrew Kinsella,7th,Neck,3,9-3,-,True,46,10
Curragh Racing Results | 25th March 2023 14:50,N/A,14:50,Soft To Heavy (Heavy In Places),7f,Brasilian Princess (FR),Kevin Stott,0,Adrian Murray,6th,1 1/2 l,3,9-3,-,True,46,10
Curragh Racing Results | 25th March 2023 14:50,N/A,14:50,Soft To Heavy (Heavy In Places),7f,Queenie St Clair (IRE),C. T. Keane,0,Noel Meade,5th,3 l,3,9-3,-,True,46,10
Curragh Racing Results | 25th March 2023 14:50,N/A,14:50,Soft To Heavy (Heavy In Places),7f,Aussie Girl (IRE),M. A. Enright,0,J. A. Stack,4th,1 1/2 l,3,9-3,-,True,46,10
Curragh Racing Results | 25th March 2023 14:50,N/A,14:50,Soft To Heavy (Heavy In Places),7f,Toistiun (IRE),L. T. McAteer,3,J. S. Bolger,3rd,5 1/2 l,3,9-3,-,True,46,10
Curragh Racing Results | 25th March 2023 14:50,N/A,14:50,Soft To Heavy (Heavy In Places),7f,Unless (USA),W. M. Lordan,0,Aidan O'Brien,2nd,1/2 l,3,9-3,-,True,46,10
Curragh Racing Results | 25th March 2023 14:50,N/A,14:50,Soft To Heavy (Heavy In Places),7f,Honey Girl (BRA),D. B. McMonagle,0,Joseph Patrick O'Brien,1st,N/A,4,10-2,-,True,46,10
Curragh Racing Results | 25th March 2023 15:25,N/A,15:25,Soft To Heavy (Heavy In Places),1m,Finans Bay (IRE),Declan McDonogh,0,Adrian McGuinness,RR,N/A,6,9-1p,92,True,46,11
Curragh Racing Results | 25th March 2023 15:25,N/A,15:25,Soft To Heavy (Heavy In Places),1m,Good Heavens (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,26th,6 l,4,9-9t,100,True,46,11
Curragh Racing Results | 25th March 2023 15:25,N/A,15:25,Soft To Heavy (Heavy In Places),1m,Big Gossey (IRE),D. E. Sheehy,3,Charles O'Brien,25th,1 1/2 l,6,9-8t,99,True,46,11
Curragh Racing Results | 25th March 2023 15:25,N/A,15:25,Soft To Heavy (Heavy In Places),1m,Inchturk (IRE),N. G. McCullagh,0,M. Halford & T. Collins,24th,12 l,4,8-7,84,True,46,11
Curragh Racing Results | 25th March 2023 15:25,N/A,15:25,Soft To Heavy (Heavy In Places),1m,Current Option (IRE),S. McCullagh,3,Adrian McGuinness,23rd,3 1/2 l,7,9-11h,102,True,46,11
Curragh Racing Results | 25th March 2023 15:25,N/A,15:25,Soft To Heavy (Heavy In Places),1m,Maud Gonne Spirit (IRE),Shane Foley,0,Mrs J. Harrington,22nd,1/2 l,6,9-1p,92,True,46,11
Curragh Racing Results | 25th March 2023 15:25,N/A,15:25,Soft To Heavy (Heavy In Places),1m,Emporio (IRE),P. A. Harnett,7,Donnacha Aidan O'Brien,21st,1 1/2 l,5,9-8,99,True,46,11
Curragh Racing Results | 25th March 2023 15:25,N/A,15:25,Soft To Heavy (Heavy In Places),1m,Cosmic Vega (IRE),R. P. Whelan,0,M. Halford & T. Collins,20th,1 l,5,9-10,101,True,46,11
Curragh Racing Results | 25th March 2023 15:25,N/A,15:25,Soft To Heavy (Heavy In Places),1m,Sirjack Thomas (IRE),A. J. Slattery,0,Adrian McGuinness,19th,1 l,8,8-7,84,True,46,11
Curragh Racing Results | 25th March 2023 15:25,N/A,15:25,Soft To Heavy (Heavy In Places),1m,Eastern Wind,R. Whearty,7,T. G. McCourt,18th,Neck,4,8-8p,85,True,46,11
Curragh Racing Results | 25th March 2023 15:25,N/A,15:25,Soft To Heavy (Heavy In Places),1m,I Am Superman (IRE),William James Lee,0,M. D. O'Callaghan,17th,1 3/4 l,7,10-1,106,True,46,11
Curragh Racing Results | 25th March 2023 15:25,N/A,15:25,Soft To Heavy (Heavy In Places),1m,Fastnet Crown (IRE),J. Coen,5,M. D. O'Callaghan,16th,Short Head,6,9-12tp,103,True,46,11
Curragh Racing Results | 25th March 2023 15:25,N/A,15:25,Soft To Heavy (Heavy In Places),1m,Mashhoor,S. B. Kelly,0,John Patrick Murtagh,15th,Neck,5,9-5,96,True,46,11
Curragh Racing Results | 25th March 2023 15:25,N/A,15:25,Soft To Heavy (Heavy In Places),1m,Laelaps (IRE),J. Kearney,7,Andrew McNamara,14th,1 l,5,8-13,90,True,46,11
Curragh Racing Results | 25th March 2023 15:25,N/A,15:25,Soft To Heavy (Heavy In Places),1m,Miss Mirabell (IRE),J. A. Powell,5,John Patrick Murtagh,13th,Neck,4,9-1p,92,True,46,11
Curragh Racing Results | 25th March 2023 15:25,N/A,15:25,Soft To Heavy (Heavy In Places),1m,Joe Masseria (IRE),L. F. Roche,0,Noel Meade,12th,Short Head,4,8-11b,88,True,46,11
Curragh Racing Results | 25th March 2023 15:25,N/A,15:25,Soft To Heavy (Heavy In Places),1m,Carrytheone,C. Geerdharry,10,John Patrick Murtagh,11th,Head,6,9-11h,102,True,46,11
Curragh Racing Results | 25th March 2023 15:25,N/A,15:25,Soft To Heavy (Heavy In Places),1m,Comfort Line (IRE),M. P. Sheehy,0,Adrian McGuinness,10th,Short Head,6,8-8tp,85,True,46,11
Curragh Racing Results | 25th March 2023 15:25,N/A,15:25,Soft To Heavy (Heavy In Places),1m,Dha Leath (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,9th,1/2 l,5,9-4t,95,True,46,11
Curragh Racing Results | 25th March 2023 15:25,N/A,15:25,Soft To Heavy (Heavy In Places),1m,Star Harbour (IRE),G. M. Ryan,0,Adrian McGuinness,8th,Short Head,5,9-1v,92,True,46,11
Curragh Racing Results | 25th March 2023 15:25,N/A,15:25,Soft To Heavy (Heavy In Places),1m,Totally Charming,C. T. Keane,0,George Boughey,7th,Head,5,9-13t,104,True,46,11
Curragh Racing Results | 25th March 2023 15:25,N/A,15:25,Soft To Heavy (Heavy In Places),1m,Celtic Crown (IRE),C. J. MacRedmond,5,Adrian McGuinness,6th,Short Head,6,8-12,89,True,46,11
Curragh Racing Results | 25th March 2023 15:25,N/A,15:25,Soft To Heavy (Heavy In Places),1m,No More Porter (IRE),W. M. Lordan,0,Adrian McGuinness,5th,1 1/2 l,5,8-8t1,85,True,46,11
Curragh Racing Results | 25th March 2023 15:25,N/A,15:25,Soft To Heavy (Heavy In Places),1m,San Aer (IRE),N. M. Crosse,0,Thomas Mullins,4th,1/2 l,5,8-7t,84,True,46,11
Curragh Racing Results | 25th March 2023 15:25,N/A,15:25,Soft To Heavy (Heavy In Places),1m,Casanova,J. J. G. Ryan,7,Adrian McGuinness,3rd,Neck,7,9-6,97,True,46,11
Curragh Racing Results | 25th March 2023 15:25,N/A,15:25,Soft To Heavy (Heavy In Places),1m,Saltonstall,Adam Caffrey,7,Adrian McGuinness,2nd,Short Head,9,9-8tp,99,True,46,11
Curragh Racing Results | 25th March 2023 15:25,N/A,15:25,Soft To Heavy (Heavy In Places),1m,Lattam (IRE),C. D. Hayes,0,William Haggas,1st,N/A,4,8-10,87,True,46,11
Curragh Racing Results | 25th March 2023 15:25,N/A,15:25,Soft To Heavy (Heavy In Places),1m,Finans Bay (IRE),Declan McDonogh,0,Adrian McGuinness,RR,N/A,6,9-1p,92,True,46,11
Curragh Racing Results | 25th March 2023 15:25,N/A,15:25,Soft To Heavy (Heavy In Places),1m,Good Heavens (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,26th,6 l,4,9-9t,100,True,46,11
Curragh Racing Results | 25th March 2023 15:25,N/A,15:25,Soft To Heavy (Heavy In Places),1m,Big Gossey (IRE),D. E. Sheehy,3,Charles O'Brien,25th,1 1/2 l,6,9-8t,99,True,46,11
