track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
N/A,N/A,14:13,Heavy,2m,An Tobar,Rachael Blackmore,0,Henry de Bromhead,1st,N/A,6,11-4,-,True,89,37
N/A,N/A,14:13,Heavy,2m,Mini Getaway (IRE),J. J. Slevin,0,M. M. Lynch,14th,1 l,6,10-11,-,True,89,37
N/A,N/A,14:13,Heavy,2m,Beeverstown Place (IRE),Phillip Enright,0,Mark Cahill,13th,16 l,6,11-4,-,True,89,37
N/A,N/A,14:13,Heavy,2m,Fly With Me Chik (IRE),B. W. Harvey,3,Dermot Anthony McLoughlin,12th,4 l,5,10-11t,-,True,89,37
N/A,N/A,14:13,Heavy,2m,Superdermo (IRE),A. Balfe,7,Gavin Patrick Cromwell,11th,1 3/4 l,5,11-4,-,True,89,37
N/A,N/A,14:13,Heavy,2m,Solo Flight (IRE),S. D. Torrens,0,John McConnell,10th,7 l,5,11-4t,-,True,89,37
N/A,N/A,14:13,Heavy,2m,It's Never Simple (IRE),C. Brassil,5,Martin Brassil,9th,2 1/2 l,5,11-4,-,True,89,37
N/A,N/A,14:13,Heavy,2m,Matthews Hill (IRE),R. A. Doyle,0,Peter John Flood,8th,1 l,7,11-4,-,True,89,37
N/A,N/A,14:13,Heavy,2m,Another Red Cat (IRE),Patrick Michael O'Brien,7,Dermot Anthony McLoughlin,7th,2 l,5,10-11t,-,True,89,37
N/A,N/A,14:13,Heavy,2m,Roderick,D. King,3,Philip Michael Byrne,6th,2 1/4 l,7,11-12,-,True,89,37
N/A,N/A,14:13,Heavy,2m,Solly Attwell (IRE),Denis O'Regan,0,Cian Michael Collins,5th,Neck,5,11-4,-,True,89,37
N/A,N/A,14:13,Heavy,2m,Lady Goliath (IRE),P. Cleary,7,Dermot Anthony McLoughlin,4th,47 l,8,10-11,-,True,89,37
N/A,N/A,14:13,Heavy,2m,St Cuthbert's Cave (IRE),J. W. Kennedy,0,Gordon Elliott,3rd,7 1/2 l,5,11-12,-,True,89,37
N/A,N/A,14:13,Heavy,2m,Champagne Admiral (IRE),M. J. M. O'Sullivan,0,P. A. Fahy,2nd,4 1/4 l,5,11-4,-,True,89,37
N/A,N/A,14:13,Heavy,2m,An Tobar,Rachael Blackmore,0,Henry de Bromhead,1st,N/A,6,11-4,-,True,89,37
N/A,N/A,14:48,Heavy,2m 4f 110y,Cruisin Susan (IRE),Mr J. P. Berry,7,J. A. Berry,3rd,17 l,6,10-13,-,True,89,38
N/A,N/A,14:48,Heavy,2m 4f 110y,Starman (FR),J. P. O'Sullivan,3,Anthony McCann,2nd,12 l,7,11-7h,-,True,89,38
N/A,N/A,14:48,Heavy,2m 4f 110y,Absolute Notions (IRE),D. J. Gilligan,5,Gordon Elliott,1st,N/A,5,11-6,-,True,89,38
N/A,N/A,14:48,Heavy,2m 4f 110y,Cruisin Susan (IRE),Mr J. P. Berry,7,J. A. Berry,3rd,17 l,6,10-13,-,True,89,38
N/A,N/A,14:48,Heavy,2m 4f 110y,Starman (FR),J. P. O'Sullivan,3,Anthony McCann,2nd,12 l,7,11-7h,-,True,89,38
N/A,N/A,14:48,Heavy,2m 4f 110y,Absolute Notions (IRE),D. J. Gilligan,5,Gordon Elliott,1st,N/A,5,11-6,-,True,89,38
N/A,N/A,15:23,Heavy,2m 4f 110y,Chrisaldy (FR),S. D. Torrens,0,Denis W. Cullen,PU,N/A,8,11-2,82,True,89,39
N/A,N/A,15:23,Heavy,2m 4f 110y,War God (IRE),J. J. Slevin,0,R. Donohoe,PU,N/A,8,11-0t,80,True,89,39
N/A,N/A,15:23,Heavy,2m 4f 110y,Punk Rock Girl (IRE),D. J. Gilligan,5,Cian Michael Collins,PU,N/A,5,11-0tp,80,True,89,39
N/A,N/A,15:23,Heavy,2m 4f 110y,Save Tonight (IRE),Phillip Enright,0,V. T. O'Brien,PU,N/A,7,11-0t,80,True,89,39
N/A,N/A,15:23,Heavy,2m 4f 110y,Castle Arms Casa (IRE),D. E. Mullins,0,W. J. Lanigan,PU,N/A,7,11-4tp1,84,True,89,39
N/A,N/A,15:23,Heavy,2m 4f 110y,Wild As Fire (IRE),P. Byrnes,5,Edward Cawley,PU,N/A,7,11-4t,84,True,89,39
N/A,N/A,15:23,Heavy,2m 4f 110y,Blackjack Boy (IRE),S. F. O'Keeffe,0,James M. Barcoe,PU,N/A,7,11-11,91,True,89,39
N/A,N/A,15:23,Heavy,2m 4f 110y,Billable Grant (IRE),A. P. Heskin,0,Colin A. McBratney,PU,N/A,6,11-11,91,True,89,39
N/A,N/A,15:23,Heavy,2m 4f 110y,Dylan Og (IRE),A. P. Kelly,5,Thomas Cleary,PU,N/A,5,11-7,87,True,89,39
N/A,N/A,15:23,Heavy,2m 4f 110y,Getaway Henry (IRE),Donagh Meyler,0,Daniel Joseph O'Leary,7th,99 l,6,11-7,87,True,89,39
N/A,N/A,15:23,Heavy,2m 4f 110y,Kiss My Lucky Egg,Mr H. E. Sexton,7,Adrian Sexton,6th,70 l,5,11-5,85,True,89,39
N/A,N/A,15:23,Heavy,2m 4f 110y,Western Model (IRE),Richard Deegan,0,Paul Nolan,5th,22 l,4,11-11,92,True,89,39
N/A,N/A,15:23,Heavy,2m 4f 110y,Papa Barns (IRE),Patrick Michael O'Brien,7,J. T. R. Dreaper,4th,1/2 l,6,11-1,81,True,89,39
N/A,N/A,15:23,Heavy,2m 4f 110y,C'est Rien (IRE),M. J. M. O'Sullivan,0,Thomas Mullins,3rd,4 1/2 l,6,11-12t,92,True,89,39
N/A,N/A,15:23,Heavy,2m 4f 110y,Quornofamonday (IRE),Keith Donoghue,0,J. P. Dempsey,2nd,1/2 l,5,11-7,87,True,89,39
N/A,N/A,15:23,Heavy,2m 4f 110y,Glenabo Bridge (IRE),J. I. Duggan,7,Oliver McKiernan,1st,N/A,12,11-0tp,80,True,89,39
N/A,N/A,15:23,Heavy,2m 4f 110y,Chrisaldy (FR),S. D. Torrens,0,Denis W. Cullen,PU,N/A,8,11-2,82,True,89,39
N/A,N/A,15:23,Heavy,2m 4f 110y,War God (IRE),J. J. Slevin,0,R. Donohoe,PU,N/A,8,11-0t,80,True,89,39
N/A,N/A,15:23,Heavy,2m 4f 110y,Punk Rock Girl (IRE),D. J. Gilligan,5,Cian Michael Collins,PU,N/A,5,11-0tp,80,True,89,39
N/A,N/A,15:23,Heavy,2m 4f 110y,Save Tonight (IRE),Phillip Enright,0,V. T. O'Brien,PU,N/A,7,11-0t,80,True,89,39
N/A,N/A,15:23,Heavy,2m 4f 110y,Castle Arms Casa (IRE),D. E. Mullins,0,W. J. Lanigan,PU,N/A,7,11-4tp1,84,True,89,39
N/A,N/A,15:23,Heavy,2m 4f 110y,Wild As Fire (IRE),P. Byrnes,5,Edward Cawley,PU,N/A,7,11-4t,84,True,89,39
N/A,N/A,15:23,Heavy,2m 4f 110y,Blackjack Boy (IRE),S. F. O'Keeffe,0,James M. Barcoe,PU,N/A,7,11-11,91,True,89,39
N/A,N/A,15:23,Heavy,2m 4f 110y,Billable Grant (IRE),A. P. Heskin,0,Colin A. McBratney,PU,N/A,6,11-11,91,True,89,39
N/A,N/A,15:23,Heavy,2m 4f 110y,Dylan Og (IRE),A. P. Kelly,5,Thomas Cleary,PU,N/A,5,11-7,87,True,89,39
N/A,N/A,15:23,Heavy,2m 4f 110y,Getaway Henry (IRE),Donagh Meyler,0,Daniel Joseph O'Leary,7th,99 l,6,11-7,87,True,89,39
N/A,N/A,15:23,Heavy,2m 4f 110y,Kiss My Lucky Egg,Mr H. E. Sexton,7,Adrian Sexton,6th,70 l,5,11-5,85,True,89,39
N/A,N/A,15:23,Heavy,2m 4f 110y,Western Model (IRE),Richard Deegan,0,Paul Nolan,5th,22 l,4,11-11,92,True,89,39
N/A,N/A,15:23,Heavy,2m 4f 110y,Papa Barns (IRE),Patrick Michael O'Brien,7,J. T. R. Dreaper,4th,1/2 l,6,11-1,81,True,89,39
N/A,N/A,15:23,Heavy,2m 4f 110y,C'est Rien (IRE),M. J. M. O'Sullivan,0,Thomas Mullins,3rd,4 1/2 l,6,11-12t,92,True,89,39
N/A,N/A,15:23,Heavy,2m 4f 110y,Quornofamonday (IRE),Keith Donoghue,0,J. P. Dempsey,2nd,1/2 l,5,11-7,87,True,89,39
N/A,N/A,15:23,Heavy,2m 4f 110y,Glenabo Bridge (IRE),J. I. Duggan,7,Oliver McKiernan,1st,N/A,12,11-0tp,80,True,89,39
N/A,N/A,15:58,Heavy,2m 7f 165y,Manwal (IRE),Mr A. R. Coonan,7,V. C. Ward,PU,N/A,5,11-10p1,88,True,89,40
N/A,N/A,15:58,Heavy,2m 7f 165y,Ocean Legacy (IRE),C. D. Maxwell,0,Dermot Anthony McLoughlin,PU,N/A,6,11-2,80,True,89,40
N/A,N/A,15:58,Heavy,2m 7f 165y,Larkfield Lusive (IRE),Jack G. Gilligan,7,R. P. Rath,PU,N/A,4,11-12,91,True,89,40
N/A,N/A,15:58,Heavy,2m 7f 165y,Toor Moon (IRE),C. Brassil,5,Ms M. Flynn,PU,N/A,6,11-13,91,True,89,40
N/A,N/A,15:58,Heavy,2m 7f 165y,Charlie Bawnie (IRE),L. A. McKenna,5,T. G. McCourt,PU,N/A,5,11-2v1,80,True,89,40
N/A,N/A,15:58,Heavy,2m 7f 165y,Heart Of Rome (IRE),C. Smithers,7,Paul Nolan,10th,13 l,4,11-9p,88,True,89,40
N/A,N/A,15:58,Heavy,2m 7f 165y,Treyarnon Bay (IRE),Shane Fenelon,7,John Joseph Hanlon,9th,1 1/2 l,5,11-2,80,True,89,40
N/A,N/A,15:58,Heavy,2m 7f 165y,Copper Coast (IRE),A. P. Kelly,5,W. J. Burke,8th,17 l,5,11-5t,83,True,89,40
N/A,N/A,15:58,Heavy,2m 7f 165y,Courting Vickie (IRE),M. P. O'Connor,3,James M. Barcoe,7th,3 l,9,11-2t,80,True,89,40
N/A,N/A,15:58,Heavy,2m 7f 165y,Ferrum,Donagh Meyler,0,G. A. Kingston,6th,8 1/2 l,7,11-3p1,81,True,89,40
N/A,N/A,15:58,Heavy,2m 7f 165y,Lightontheriver (IRE),D. King,3,Miss J. M. Lee,5th,6 1/2 l,7,11-2p,80,True,89,40
N/A,N/A,15:58,Heavy,2m 7f 165y,Drimsree Lad (IRE),Aileen O'Sullivan,7,S. Michael Millar,4th,3/4 l,12,11-2tp,80,True,89,40
N/A,N/A,15:58,Heavy,2m 7f 165y,Mahler Appeal (IRE),D. E. Mullins,0,Garrett James Power,3rd,4 l,7,11-10p,88,True,89,40
N/A,N/A,15:58,Heavy,2m 7f 165y,Kiln Time (IRE),B. Hayes,0,Michael J. Bowe,2nd,7 1/2 l,7,11-7,85,True,89,40
N/A,N/A,15:58,Heavy,2m 7f 165y,Duffys Getaway (IRE),S. D. Torrens,0,P. J. Rothwell,1st,N/A,6,11-2tp,80,True,89,40
N/A,N/A,15:58,Heavy,2m 7f 165y,Manwal (IRE),Mr A. R. Coonan,7,V. C. Ward,PU,N/A,5,11-10p1,88,True,89,40
N/A,N/A,15:58,Heavy,2m 7f 165y,Ocean Legacy (IRE),C. D. Maxwell,0,Dermot Anthony McLoughlin,PU,N/A,6,11-2,80,True,89,40
N/A,N/A,15:58,Heavy,2m 7f 165y,Larkfield Lusive (IRE),Jack G. Gilligan,7,R. P. Rath,PU,N/A,4,11-12,91,True,89,40
N/A,N/A,15:58,Heavy,2m 7f 165y,Toor Moon (IRE),C. Brassil,5,Ms M. Flynn,PU,N/A,6,11-13,91,True,89,40
N/A,N/A,15:58,Heavy,2m 7f 165y,Charlie Bawnie (IRE),L. A. McKenna,5,T. G. McCourt,PU,N/A,5,11-2v1,80,True,89,40
N/A,N/A,15:58,Heavy,2m 7f 165y,Heart Of Rome (IRE),C. Smithers,7,Paul Nolan,10th,13 l,4,11-9p,88,True,89,40
N/A,N/A,15:58,Heavy,2m 7f 165y,Treyarnon Bay (IRE),Shane Fenelon,7,John Joseph Hanlon,9th,1 1/2 l,5,11-2,80,True,89,40
N/A,N/A,15:58,Heavy,2m 7f 165y,Copper Coast (IRE),A. P. Kelly,5,W. J. Burke,8th,17 l,5,11-5t,83,True,89,40
N/A,N/A,15:58,Heavy,2m 7f 165y,Courting Vickie (IRE),M. P. O'Connor,3,James M. Barcoe,7th,3 l,9,11-2t,80,True,89,40
N/A,N/A,15:58,Heavy,2m 7f 165y,Ferrum,Donagh Meyler,0,G. A. Kingston,6th,8 1/2 l,7,11-3p1,81,True,89,40
N/A,N/A,15:58,Heavy,2m 7f 165y,Lightontheriver (IRE),D. King,3,Miss J. M. Lee,5th,6 1/2 l,7,11-2p,80,True,89,40
N/A,N/A,15:58,Heavy,2m 7f 165y,Drimsree Lad (IRE),Aileen O'Sullivan,7,S. Michael Millar,4th,3/4 l,12,11-2tp,80,True,89,40
N/A,N/A,15:58,Heavy,2m 7f 165y,Mahler Appeal (IRE),D. E. Mullins,0,Garrett James Power,3rd,4 l,7,11-10p,88,True,89,40
N/A,N/A,15:58,Heavy,2m 7f 165y,Kiln Time (IRE),B. Hayes,0,Michael J. Bowe,2nd,7 1/2 l,7,11-7,85,True,89,40
N/A,N/A,15:58,Heavy,2m 7f 165y,Duffys Getaway (IRE),S. D. Torrens,0,P. J. Rothwell,1st,N/A,6,11-2tp,80,True,89,40
Dundalk Racing Results | 8th November 2023 13:25,N/A,13:25,Standard,6f,Santabella (GER),C. D. Hayes,0,Anthony McCann,10th,4 3/4 l,3,9-0,-,True,89,41
Dundalk Racing Results | 8th November 2023 13:25,N/A,13:25,Standard,6f,Dreamingofdelaney (IRE),R. M. Mulligan,10,P. Mulligan,9th,3 1/4 l,3,9-2tb1,-,True,89,41
Dundalk Racing Results | 8th November 2023 13:25,N/A,13:25,Standard,6f,Sunday Sovereign,C. T. Keane,0,James McAuley,8th,1 3/4 l,6,9-10t,-,True,89,41
Dundalk Racing Results | 8th November 2023 13:25,N/A,13:25,Standard,6f,Qalahari Queen (IRE),Alyse Jane Clarke,10,T. G. McCourt,7th,3 1/4 l,3,8-12,-,True,89,41
Dundalk Racing Results | 8th November 2023 13:25,N/A,13:25,Standard,6f,Wooden Head (IRE),D. N. Curran,7,D. J. Bunyan & G. O'Leary,6th,1 3/4 l,4,10-2tb,-,True,89,41
Dundalk Racing Results | 8th November 2023 13:25,N/A,13:25,Standard,6f,No Speed Limit (FR),L. T. McAteer,0,P. J. McKenna,5th,Head,8,9-2v,-,True,89,41
Dundalk Racing Results | 8th November 2023 13:25,N/A,13:25,Standard,6f,Tai Sing Yeh (IRE),J. M. Sheridan,0,James McAuley,4th,1 1/2 l,9,10-2tb,-,True,89,41
Dundalk Racing Results | 8th November 2023 13:25,N/A,13:25,Standard,6f,Big Baby Bull (IRE),S. D. Bowen,5,Miss Shauna Larkin,3rd,1/2 l,7,9-4b,-,True,89,41
Dundalk Racing Results | 8th November 2023 13:25,N/A,13:25,Standard,6f,Darcy's Rock,M. W. Hassett,7,J. J. Lambe,2nd,1 3/4 l,4,8-10p1,-,True,89,41
Dundalk Racing Results | 8th November 2023 13:25,N/A,13:25,Standard,6f,Un Bacio Ancora (IRE),Siobhan Rutledge,3,C. W. J. Farrell,1st,N/A,4,9-2tp,-,True,89,41
Dundalk Racing Results | 8th November 2023 13:25,N/A,13:25,Standard,6f,Santabella (GER),C. D. Hayes,0,Anthony McCann,10th,4 3/4 l,3,9-0,-,True,89,41
Dundalk Racing Results | 8th November 2023 13:25,N/A,13:25,Standard,6f,Dreamingofdelaney (IRE),R. M. Mulligan,10,P. Mulligan,9th,3 1/4 l,3,9-2tb1,-,True,89,41
Dundalk Racing Results | 8th November 2023 13:25,N/A,13:25,Standard,6f,Sunday Sovereign,C. T. Keane,0,James McAuley,8th,1 3/4 l,6,9-10t,-,True,89,41
Dundalk Racing Results | 8th November 2023 13:25,N/A,13:25,Standard,6f,Qalahari Queen (IRE),Alyse Jane Clarke,10,T. G. McCourt,7th,3 1/4 l,3,8-12,-,True,89,41
Dundalk Racing Results | 8th November 2023 13:25,N/A,13:25,Standard,6f,Wooden Head (IRE),D. N. Curran,7,D. J. Bunyan & G. O'Leary,6th,1 3/4 l,4,10-2tb,-,True,89,41
Dundalk Racing Results | 8th November 2023 13:25,N/A,13:25,Standard,6f,No Speed Limit (FR),L. T. McAteer,0,P. J. McKenna,5th,Head,8,9-2v,-,True,89,41
Dundalk Racing Results | 8th November 2023 13:25,N/A,13:25,Standard,6f,Tai Sing Yeh (IRE),J. M. Sheridan,0,James McAuley,4th,1 1/2 l,9,10-2tb,-,True,89,41
Dundalk Racing Results | 8th November 2023 13:25,N/A,13:25,Standard,6f,Big Baby Bull (IRE),S. D. Bowen,5,Miss Shauna Larkin,3rd,1/2 l,7,9-4b,-,True,89,41
Dundalk Racing Results | 8th November 2023 13:25,N/A,13:25,Standard,6f,Darcy's Rock,M. W. Hassett,7,J. J. Lambe,2nd,1 3/4 l,4,8-10p1,-,True,89,41
Dundalk Racing Results | 8th November 2023 13:25,N/A,13:25,Standard,6f,Un Bacio Ancora (IRE),Siobhan Rutledge,3,C. W. J. Farrell,1st,N/A,4,9-2tp,-,True,89,41
Dundalk Racing Results | 8th November 2023 14:00,N/A,14:00,Standard,6f,Oak Allye (IRE),J. A. Powell,3,Kevin Thomas Coleman,11th,8 l,2,8-9,53,True,89,42
Dundalk Racing Results | 8th November 2023 14:00,N/A,14:00,Standard,6f,Hispanolita (IRE),C. Stone-Walsh,7,Andrew McNamara,10th,1 l,2,9-5t,63,True,89,42
Dundalk Racing Results | 8th November 2023 14:00,N/A,14:00,Standard,6f,Apachetwohundred (IRE),D. N. Curran,7,D. J. Bunyan & G. O'Leary,9th,Head,2,9-10b,68,True,89,42
Dundalk Racing Results | 8th November 2023 14:00,N/A,14:00,Standard,6f,Milliethemollie (IRE),L. F. Roche,0,Miss Jennifer Anne Lynch,8th,2 1/2 l,2,9-8ht,66,True,89,42
Dundalk Racing Results | 8th November 2023 14:00,N/A,14:00,Standard,6f,Stopitnowjulia (IRE),C. D. Hayes,0,Aidan Anthony Howard,7th,1 l,2,9-0,58,True,89,42
Dundalk Racing Results | 8th November 2023 14:00,N/A,14:00,Standard,6f,Rhasidat (IRE),C. J. MacRedmond,5,Adrian McGuinness,6th,Neck,2,8-13,57,True,89,42
Dundalk Racing Results | 8th November 2023 14:00,N/A,14:00,Standard,6f,Avanti Avana,R. P. Whelan,0,John S. O'Donoghue,5th,1 l,2,9-2,60,True,89,42
Dundalk Racing Results | 8th November 2023 14:00,N/A,14:00,Standard,6f,Cool Dan (IRE),C. T. Keane,0,G. M. Lyons,4th,4 3/4 l,2,9-11b1,69,True,89,42
Dundalk Racing Results | 8th November 2023 14:00,N/A,14:00,Standard,6f,Scorchio (IRE),J. J. G. Ryan,5,Jack W. Davison,3rd,1/2 l,2,9-12p,70,True,89,42
Dundalk Racing Results | 8th November 2023 14:00,N/A,14:00,Standard,6f,Transcending Glory (IRE),Ben Martin Coen,0,John Patrick Murtagh,2nd,Head,2,10-0b1,72,True,89,42
Dundalk Racing Results | 8th November 2023 14:00,N/A,14:00,Standard,6f,Clonmacash,M. W. Hassett,7,Miss Natalia Lupini,1st,N/A,2,9-12b,70,True,89,42
Dundalk Racing Results | 8th November 2023 14:00,N/A,14:00,Standard,6f,Oak Allye (IRE),J. A. Powell,3,Kevin Thomas Coleman,11th,8 l,2,8-9,53,True,89,42
Dundalk Racing Results | 8th November 2023 14:00,N/A,14:00,Standard,6f,Hispanolita (IRE),C. Stone-Walsh,7,Andrew McNamara,10th,1 l,2,9-5t,63,True,89,42
Dundalk Racing Results | 8th November 2023 14:00,N/A,14:00,Standard,6f,Apachetwohundred (IRE),D. N. Curran,7,D. J. Bunyan & G. O'Leary,9th,Head,2,9-10b,68,True,89,42
Dundalk Racing Results | 8th November 2023 14:00,N/A,14:00,Standard,6f,Milliethemollie (IRE),L. F. Roche,0,Miss Jennifer Anne Lynch,8th,2 1/2 l,2,9-8ht,66,True,89,42
Dundalk Racing Results | 8th November 2023 14:00,N/A,14:00,Standard,6f,Stopitnowjulia (IRE),C. D. Hayes,0,Aidan Anthony Howard,7th,1 l,2,9-0,58,True,89,42
Dundalk Racing Results | 8th November 2023 14:00,N/A,14:00,Standard,6f,Rhasidat (IRE),C. J. MacRedmond,5,Adrian McGuinness,6th,Neck,2,8-13,57,True,89,42
Dundalk Racing Results | 8th November 2023 14:00,N/A,14:00,Standard,6f,Avanti Avana,R. P. Whelan,0,John S. O'Donoghue,5th,1 l,2,9-2,60,True,89,42
Dundalk Racing Results | 8th November 2023 14:00,N/A,14:00,Standard,6f,Cool Dan (IRE),C. T. Keane,0,G. M. Lyons,4th,4 3/4 l,2,9-11b1,69,True,89,42
Dundalk Racing Results | 8th November 2023 14:00,N/A,14:00,Standard,6f,Scorchio (IRE),J. J. G. Ryan,5,Jack W. Davison,3rd,1/2 l,2,9-12p,70,True,89,42
Dundalk Racing Results | 8th November 2023 14:00,N/A,14:00,Standard,6f,Transcending Glory (IRE),Ben Martin Coen,0,John Patrick Murtagh,2nd,Head,2,10-0b1,72,True,89,42
Dundalk Racing Results | 8th November 2023 14:00,N/A,14:00,Standard,6f,Clonmacash,M. W. Hassett,7,Miss Natalia Lupini,1st,N/A,2,9-12b,70,True,89,42
Dundalk Racing Results | 8th November 2023 14:35,N/A,14:35,Standard,7f,Silky Suilleabhain (IRE),S. B. Kelly,0,Paul W. Flynn,10th,2 1/2 l,3,9-8,-,True,89,43
Dundalk Racing Results | 8th November 2023 14:35,N/A,14:35,Standard,7f,Uwoduhi Adanvto (IRE),G. P. Halpin,0,Miss Amanda Mooney,9th,7 l,3,9-3,-,True,89,43
Dundalk Racing Results | 8th November 2023 14:35,N/A,14:35,Standard,7f,Fahari (IRE),C. J. MacRedmond,5,Adrian McGuinness,8th,1 l,3,9-3,-,True,89,43
Dundalk Racing Results | 8th November 2023 14:35,N/A,14:35,Standard,7f,Hasiyna (IRE),M. P. Sheehy,0,D. K. Weld,7th,1 3/4 l,3,9-3,-,True,89,43
Dundalk Racing Results | 8th November 2023 14:35,N/A,14:35,Standard,7f,Wayside Lady (IRE),Siobhan Rutledge,3,C. W. J. Farrell,6th,1 1/2 l,3,9-3t,-,True,89,43
Dundalk Racing Results | 8th November 2023 14:35,N/A,14:35,Standard,7f,Never Cry Never (IRE),C. D. Maxwell,0,J. A. Stack,5th,Short Head,3,9-8,-,True,89,43
Dundalk Racing Results | 8th November 2023 14:35,N/A,14:35,Standard,7f,Hokusai (IRE),S. McCullagh,3,Noel Meade,4th,1/2 l,3,9-8p,-,True,89,43
Dundalk Racing Results | 8th November 2023 14:35,N/A,14:35,Standard,7f,Shanadar (IRE),N. G. McCullagh,0,M. Halford & T. Collins,3rd,1 1/2 l,3,9-8h,-,True,89,43
Dundalk Racing Results | 8th November 2023 14:35,N/A,14:35,Standard,7f,Local Girl (IRE),D. W. O'Connor,0,K. J. Condon,2nd,1/2 l,3,9-3,-,True,89,43
Dundalk Racing Results | 8th November 2023 14:35,N/A,14:35,Standard,7f,Pier Pressure (FR),J. Kearney,5,G. M. Lyons,1st,N/A,3,9-8,-,True,89,43
Dundalk Racing Results | 8th November 2023 14:35,N/A,14:35,Standard,7f,Silky Suilleabhain (IRE),S. B. Kelly,0,Paul W. Flynn,10th,2 1/2 l,3,9-8,-,True,89,43
Dundalk Racing Results | 8th November 2023 14:35,N/A,14:35,Standard,7f,Uwoduhi Adanvto (IRE),G. P. Halpin,0,Miss Amanda Mooney,9th,7 l,3,9-3,-,True,89,43
Dundalk Racing Results | 8th November 2023 14:35,N/A,14:35,Standard,7f,Fahari (IRE),C. J. MacRedmond,5,Adrian McGuinness,8th,1 l,3,9-3,-,True,89,43
Dundalk Racing Results | 8th November 2023 14:35,N/A,14:35,Standard,7f,Hasiyna (IRE),M. P. Sheehy,0,D. K. Weld,7th,1 3/4 l,3,9-3,-,True,89,43
Dundalk Racing Results | 8th November 2023 14:35,N/A,14:35,Standard,7f,Wayside Lady (IRE),Siobhan Rutledge,3,C. W. J. Farrell,6th,1 1/2 l,3,9-3t,-,True,89,43
Dundalk Racing Results | 8th November 2023 14:35,N/A,14:35,Standard,7f,Never Cry Never (IRE),C. D. Maxwell,0,J. A. Stack,5th,Short Head,3,9-8,-,True,89,43
Dundalk Racing Results | 8th November 2023 14:35,N/A,14:35,Standard,7f,Hokusai (IRE),S. McCullagh,3,Noel Meade,4th,1/2 l,3,9-8p,-,True,89,43
Dundalk Racing Results | 8th November 2023 14:35,N/A,14:35,Standard,7f,Shanadar (IRE),N. G. McCullagh,0,M. Halford & T. Collins,3rd,1 1/2 l,3,9-8h,-,True,89,43
Dundalk Racing Results | 8th November 2023 14:35,N/A,14:35,Standard,7f,Local Girl (IRE),D. W. O'Connor,0,K. J. Condon,2nd,1/2 l,3,9-3,-,True,89,43
Dundalk Racing Results | 8th November 2023 14:35,N/A,14:35,Standard,7f,Pier Pressure (FR),J. Kearney,5,G. M. Lyons,1st,N/A,3,9-8,-,True,89,43
Dundalk Racing Results | 8th November 2023 15:10,N/A,15:10,Standard,7f,Navorrosse (IRE),M. W. Hassett,7,James McAuley,13th,4 3/4 l,6,8-12,47,True,89,44
Dundalk Racing Results | 8th November 2023 15:10,N/A,15:10,Standard,7f,Amemri,L. T. McAteer,0,David Marnane,12th,1/2 l,3,9-7,57,True,89,44
Dundalk Racing Results | 8th November 2023 15:10,N/A,15:10,Standard,7f,Stanhope (USA),Siobhan Rutledge,3,John McConnell,11th,1/2 l,9,9-3,52,True,89,44
Dundalk Racing Results | 8th November 2023 15:10,N/A,15:10,Standard,7f,Maestro Stick,R. P. Whelan,0,Keith Henry Clarke,10th,Head,6,8-12t,47,True,89,44
Dundalk Racing Results | 8th November 2023 15:10,N/A,15:10,Standard,7f,Almost An Angel,C. J. MacRedmond,5,John Larkin,9th,Neck,5,8-12,47,True,89,44
Dundalk Racing Results | 8th November 2023 15:10,N/A,15:10,Standard,7f,International Lady (IRE),J. J. G. Ryan,5,Kevin Michael Smith,8th,1 3/4 l,5,10-0,63,True,89,44
Dundalk Racing Results | 8th November 2023 15:10,N/A,15:10,Standard,7f,Chica Power (IRE),G. F. Carroll,0,Cian Michael Collins,7th,Nose,5,9-9p,58,True,89,44
Dundalk Racing Results | 8th November 2023 15:10,N/A,15:10,Standard,7f,Princess Rajj (IRE),Shane Foley,0,Mrs J. Harrington,6th,1/2 l,4,9-5p,54,True,89,44
Dundalk Racing Results | 8th November 2023 15:10,N/A,15:10,Standard,7f,Pulse Of Shanghai (IRE),C. T. Keane,0,James McAuley,5th,1/2 l,7,9-5tb,54,True,89,44
Dundalk Racing Results | 8th November 2023 15:10,N/A,15:10,Standard,7f,Sunset Nova (IRE),Amy Jo Hayes,7,A. Slattery,4th,2 1/2 l,7,8-12tv,47,True,89,44
Dundalk Racing Results | 8th November 2023 15:10,N/A,15:10,Standard,7f,Gobi Star (IRE),J. Kearney,5,Patrick Martin,3rd,Nose,5,9-10tb,59,True,89,44
Dundalk Racing Results | 8th November 2023 15:10,N/A,15:10,Standard,7f,James Henry (IRE),C. D. Hayes,0,Leanne Breen,2nd,Head,4,9-4b,53,True,89,44
Dundalk Racing Results | 8th November 2023 15:10,N/A,15:10,Standard,7f,El Bello,D. King,5,Philip Michael Byrne,1st,N/A,4,10-5p,68,True,89,44
Dundalk Racing Results | 8th November 2023 15:10,N/A,15:10,Standard,7f,Navorrosse (IRE),M. W. Hassett,7,James McAuley,13th,4 3/4 l,6,8-12,47,True,89,44
Dundalk Racing Results | 8th November 2023 15:10,N/A,15:10,Standard,7f,Amemri,L. T. McAteer,0,David Marnane,12th,1/2 l,3,9-7,57,True,89,44
